experiment,seed,plasticity_rule,condition,memory,output_target_cosine,from_lap,to_lap,cue_changed,tuning_similarity
cue_schedule,51001,err2,swap,,,13,14,False,0.9795156121253967
cue_schedule,51001,err2,swap,,,14,15,False,0.9822559952735901
cue_schedule,51001,err2,swap,,,15,16,False,0.9697022438049316
cue_schedule,51001,err2,swap,,,16,17,False,0.9657190442085266
cue_schedule,51001,err2,swap,,,17,18,False,0.9828881621360779
cue_schedule,51001,err2,swap,,,18,19,False,0.9764095544815063
cue_schedule,51001,err2,swap,,,19,20,False,0.9729605913162231
cue_schedule,51001,err2,swap,,,20,21,True,0.32116663455963135
cue_schedule,51001,err2,swap,,,21,22,False,0.9668543934822083
cue_schedule,51001,err2,swap,,,22,23,False,0.9731914401054382
cue_schedule,51001,err2,swap,,,23,24,False,0.979951798915863
cue_schedule,51001,err2,swap,,,24,25,False,0.9777112007141113
cue_schedule,51001,err2,swap,,,25,26,False,0.980441689491272
cue_schedule,51001,err2,swap,,,26,27,False,0.9711492657661438
cue_schedule,51001,err2,swap,,,27,28,False,0.9802065491676331
cue_schedule,51001,err2,swap,,,28,29,False,0.9682910442352295
cue_schedule,51001,err2,swap,,,29,30,False,0.9738930463790894
cue_schedule,51001,err2,swap,,,30,31,True,0.3502064645290375
cue_schedule,51001,err2,swap,,,31,32,False,0.975982666015625
cue_schedule,51001,err2,swap,,,32,33,False,0.9858874678611755
cue_schedule,51001,err2,swap,,,33,34,False,0.9857429265975952
cue_schedule,51001,err2,swap,,,34,35,False,0.9880828857421875
cue_schedule,51001,err2,swap,,,35,36,False,0.9804086089134216
cue_schedule,51001,err2,swap,,,36,37,False,0.9855164289474487
cue_schedule,51001,err2,swap,,,37,38,False,0.9858766198158264
cue_schedule,51001,err2,swap,,,38,39,False,0.9839115142822266
cue_schedule,51001,err2,swap,,,39,40,False,0.9828895330429077
cue_schedule,51001,err2,no_swap,,,1,2,False,0.8726115226745605
cue_schedule,51001,err2,no_swap,,,2,3,False,0.9077277183532715
cue_schedule,51001,err2,no_swap,,,3,4,False,0.9337139129638672
cue_schedule,51001,err2,no_swap,,,4,5,False,0.957672655582428
cue_schedule,51001,err2,no_swap,,,5,6,False,0.9655322432518005
cue_schedule,51001,err2,no_swap,,,6,7,False,0.957969605922699
cue_schedule,51001,err2,no_swap,,,7,8,False,0.9533798694610596
cue_schedule,51001,err2,no_swap,,,8,9,False,0.9423468112945557
cue_schedule,51001,err2,no_swap,,,9,10,False,0.9721323251724243
cue_schedule,51001,err2,no_swap,,,10,11,False,0.9630099534988403
cue_schedule,51001,err2,no_swap,,,11,12,False,0.9638805389404297
cue_schedule,51001,err2,no_swap,,,12,13,False,0.9644225835800171
cue_schedule,51001,err2,no_swap,,,13,14,False,0.966951847076416
cue_schedule,51001,err2,no_swap,,,14,15,False,0.973035454750061
cue_schedule,51001,err2,no_swap,,,15,16,False,0.9640979766845703
cue_schedule,51001,err2,no_swap,,,16,17,False,0.9684162139892578
cue_schedule,51001,err2,no_swap,,,17,18,False,0.9815806746482849
cue_schedule,51001,err2,no_swap,,,18,19,False,0.9784916639328003
cue_schedule,51001,err2,no_swap,,,19,20,False,0.9679287672042847
cue_schedule,51001,err2,no_swap,,,20,21,False,0.973476231098175
cue_schedule,51001,err2,no_swap,,,21,22,False,0.9663602709770203
cue_schedule,51001,err2,no_swap,,,22,23,False,0.9785361289978027
cue_schedule,51001,err2,no_swap,,,23,24,False,0.9780890941619873
cue_schedule,51001,err2,no_swap,,,24,25,False,0.9792726635932922
cue_schedule,51001,err2,no_swap,,,25,26,False,0.9814903736114502
cue_schedule,51001,err2,no_swap,,,26,27,False,0.9750285148620605
cue_schedule,51001,err2,no_swap,,,27,28,False,0.9773612022399902
cue_schedule,51001,err2,no_swap,,,28,29,False,0.9650507569313049
cue_schedule,51001,err2,no_swap,,,29,30,False,0.969679057598114
cue_schedule,51001,err2,no_swap,,,30,31,False,0.9828048944473267
cue_schedule,51001,err2,no_swap,,,31,32,False,0.9782423377037048
