generation,candidate,composite_score,ca3_inputs_per_unit,k_ca3,beta_ca3,beta_ca1,alpha
4,4,0.7980648015163562,8.0,3.0,46.3865285873413,24.599394130706784,0.10091340523958206
4,5,0.7268194774565874,22.0,3.0,154.64011607170104,39.49912004470825,0.17179364395141603
4,6,0.7874450764391158,23.0,1.0,58.63677082061767,36.64395802021026,0.06661279928684234
4,7,0.7291919150175872,9.0,4.0,110.28008756637573,45.05262695550918,0.20065591764450075
5,0,0.7363886829438032,4.0,1.0,54.448526477813715,13.7816780090332,0.17189315390586854
5,1,0.30884136099506304,1.0,2.0,5.0,25.039409923553464,0.08402274158596992
5,2,0.8025118000419051,9.0,4.0,50.648594474792475,23.394337224960324,0.079791246175766
5,3,0.29174818569311384,19.0,4.0,5.0,5.0,0.12415762972831726
5,4,0.7961684490133214,12.0,4.0,106.38808784484863,20.906292724609372,0.12696027290821077
5,5,0.7582299563399068,12.0,2.0,62.31951532363891,10.196844863891599,0.10867052656412124
5,6,0.7728249497546088,3.0,1.0,97.80754384994506,19.532520103454587,0.09420546331256628
5,7,0.759176648766906,19.0,4.0,137.00578985214233,43.582822906970975,0.03227103781700134
6,0,0.6818683708155596,8.0,3.0,33.76903114318847,10.346593189239499,0.1383212251663208
6,1,0.728781289877715,21.0,1.0,89.17465028762817,27.856356430053708,0.03684151005744934
6,2,0.7616771637951887,16.0,6.0,124.62055382728576,31.624746847152707,0.09941197094321251
6,3,0.6835844962464438,7.0,2.0,63.830872154235834,5.0,0.08991657198220492
6,4,0.7897854722649962,6.0,2.0,47.18389568328857,48.10646169185638,0.08672541138529777
6,5,0.7441958325880546,24.0,6.0,176.63187009692192,36.60668306350708,0.06811640393733978
6,6,0.7772428816777688,8.0,4.0,111.62595567703247,9.340931701660153,0.07777609807252883
6,7,0.31345388298785243,11.0,1.0,5.0,19.48745422363281,0.15887909364700317
7,0,0.7916412930135373,7.0,5.0,90.51074800491332,23.91837291717529,0.07243308854103088
7,1,0.627176870074537,12.0,5.0,19.559546089172358,39.692203032970426,0.08337458577752113
7,2,0.7614994121039355,13.0,5.0,94.81793937683105,6.388041305541989,0.06766766440868377
7,3,0.39517317552257464,12.0,1.0,5.0,46.45490013360977,0.03429304194450378
7,4,0.7950296528471842,9.0,4.0,91.73686800003051,49.6750067949295,0.053158087849617
7,5,0.7879543181481184,11.0,4.0,91.0507303237915,38.95601623058319,0.09724540431797504
7,6,0.7711310078700384,8.0,4.0,114.39956007003784,49.76004474163055,0.09511315562576056
7,7,0.8177786814062683,9.0,5.0,54.40001068115234,26.92844085693359,0.08197491747140884
8,0,0.7923552259471682,5.0,5.0,124.17013940811157,19.881500530242917,0.07600330245494842
8,1,0.7728991297880808,15.0,4.0,74.82141313552856,49.865329194068906,0.09500345737487077
8,2,0.7773894373796605,14.0,3.0,151.93831441402435,33.715050148963925,0.06749623250961304
8,3,0.5943537214288005,20.0,7.0,14.436927413940424,25.71827821731567,0.12374015283584594
8,4,0.8044072035065403,13.0,4.0,84.78620586395263,25.236783552169797,0.0872726598829031
