plasticity_rule,varied_parameter,multiplier,actual_value,seed,clean_score,clean_fidelity,clean_position_accuracy,clean_cue_accuracy,mec_degraded_score,lec_degraded_score,ae_validation_mse,composite_score
base,alpha,3.0,0.02671088075637816,42002,0.7176405350367228,0.8529216051101685,0.3,1.0,0.5316666666666667,0.9406823416550955,8.677082951180637e-05,0.7299965144528282
base,alpha,3.0,0.02671088075637816,42003,0.6838936519622804,0.8916809558868408,0.16,1.0,0.5383333333333334,0.936776931087176,0.0001881804346339777,0.7196679721275965
base,alpha,9.0,0.08013264226913448,42001,0.7174214951197305,0.8922644853591919,0.26,1.0,0.525,0.9349779238303503,0.00011946443555643782,0.7257998063166936
base,alpha,9.0,0.08013264226913448,42002,0.7184478998184204,0.8553436994552612,0.3,1.0,0.5333333333333333,0.9415554503599802,8.677082951180637e-05,0.7311122278372446
base,alpha,9.0,0.08013264226913448,42003,0.6728842703501384,0.878652811050415,0.14,1.0,0.5316666666666666,0.9298582871754965,0.0001881804346339777,0.7114697413974338
err2,ca3_inputs_per_unit,0.1,4.0,42001,0.9428694200515747,0.9686082601547241,0.86,1.0,0.5833333333333334,0.9400054564078649,0.00011946443555643782,0.8220694032642576
err2,ca3_inputs_per_unit,0.1,4.0,42002,0.9294693692525228,0.9684081077575684,0.82,1.0,0.5616666666666666,0.9648990283409754,8.677082951180637e-05,0.8186783547533882
err2,ca3_inputs_per_unit,0.1,4.0,42003,0.9561766465504964,0.9685299396514893,0.9,1.0,0.5683333333333334,0.9707664350668589,0.0001881804346339777,0.8317588049835628
err2,ca3_inputs_per_unit,0.3,11.0,42001,0.9669672195116679,0.9809016585350037,0.92,1.0,0.5833333333333334,0.9676869064569473,0.00011946443555643782,0.8393291531006495
err2,ca3_inputs_per_unit,0.3,11.0,42002,0.9832080674171447,0.9896242022514343,0.96,1.0,0.5650000000000001,0.9804111272096634,8.677082951180637e-05,0.8428730648756027
err2,ca3_inputs_per_unit,0.3,11.0,42003,0.9966152707735697,0.9898458123207092,1.0,1.0,0.56,0.9803839574257532,0.0001881804346339777,0.8456664093997743
err2,ca3_inputs_per_unit,0.5,18.0,42001,0.9771707463264465,0.9915122389793396,0.94,1.0,0.5766666666666667,0.9289168268442154,0.00011946443555643782,0.8275847466124427
err2,ca3_inputs_per_unit,0.5,18.0,42002,0.9124413760503133,0.9773241281509399,0.76,1.0,0.5633333333333334,0.9667186935742696,8.677082951180637e-05,0.8141644676526387
err2,ca3_inputs_per_unit,0.5,18.0,42003,0.9955220023790995,0.9865660071372986,1.0,1.0,0.5566666666666668,0.9733716348807017,0.0001881804346339777,0.8418534346421559
err2,ca3_inputs_per_unit,0.7,25.0,42001,0.9547287837664286,0.9841863512992859,0.88,1.0,0.585,0.9650295277436575,0.00011946443555643782,0.8349194371700286
err2,ca3_inputs_per_unit,0.7,25.0,42002,0.9679028137524922,0.9837084412574768,0.92,1.0,0.56,0.9291709363460541,8.677082951180637e-05,0.8190245833661821
err2,ca3_inputs_per_unit,0.7,25.0,42003,0.9822465252876281,0.9867395758628845,0.96,1.0,0.5550000000000002,0.8937200158834457,0.0001881804346339777,0.810322180390358
err2,ca3_inputs_per_unit,1.0,36.0,42001,0.9746728348731994,0.9840185046195984,0.94,1.0,0.5750000000000001,0.970699762304624,0.00011946443555643782,0.8401241990592745
err2,ca3_inputs_per_unit,1.0,36.0,42002,0.9810629359881083,0.983188807964325,0.96,1.0,0.5700000000000001,0.9763849526643753,8.677082951180637e-05,0.8424826295508278
err2,ca3_inputs_per_unit,1.0,36.0,42003,0.9737809705734253,0.9813429117202759,0.94,1.0,0.5533333333333333,0.9711328446865082,0.0001881804346339777,0.8327490495310889
err2,ca3_inputs_per_unit,1.5,49.0,42001,0.6378855824470521,0.813656747341156,0.1,1.0,0.52,0.8075566242138544,0.00011946443555643782,0.6551474022203021
err2,ca3_inputs_per_unit,1.5,49.0,42002,0.6360078104337057,0.7680234313011169,0.14,1.0,0.5300000000000001,0.7776773422956467,8.677082951180637e-05,0.647895050909784
err2,ca3_inputs_per_unit,1.5,49.0,42003,0.6066844916343689,0.7400534749031067,0.08,1.0,0.5133333333333333,0.725043311715126,0.0001881804346339777,0.6150203788942761
err2,ca3_inputs_per_unit,2.0,49.0,42001,0.6378855824470521,0.813656747341156,0.1,1.0,0.52,0.8075566242138544,0.00011946443555643782,0.6551474022203021
err2,ca3_inputs_per_unit,2.0,49.0,42002,0.6360078104337057,0.7680234313011169,0.14,1.0,0.5300000000000001,0.7776773422956467,8.677082951180637e-05,0.647895050909784
err2,ca3_inputs_per_unit,2.0,49.0,42003,0.6066844916343689,0.7400534749031067,0.08,1.0,0.5133333333333333,0.725043311715126,0.0001881804346339777,0.6150203788942761
err2,ca3_inputs_per_unit,3.0,49.0,42001,0.6378855824470521,0.813656747341156,0.1,1.0,0.52,0.8075566242138544,0.00011946443555643782,0.6551474022203021
err2,ca3_inputs_per_unit,3.0,49.0,42002,0.6360078104337057,0.7680234313011169,0.14,1.0,0.5300000000000001,0.7776773422956467,8.677082951180637e-05,0.647895050909784
