plasticity_rule,varied_parameter,multiplier,actual_value,seed,clean_score,clean_fidelity,clean_position_accuracy,clean_cue_accuracy,mec_degraded_score,lec_degraded_score,ae_validation_mse,composite_score
err2,ca3_inputs_per_unit,3.0,49.0,42003,0.6066844916343689,0.7400534749031067,0.08,1.0,0.5133333333333333,0.725043311715126,0.0001881804346339777,0.6150203788942761
err2,ca3_inputs_per_unit,9.0,49.0,42001,0.6378855824470521,0.813656747341156,0.1,1.0,0.52,0.8075566242138544,0.00011946443555643782,0.6551474022203021
err2,ca3_inputs_per_unit,9.0,49.0,42002,0.6360078104337057,0.7680234313011169,0.14,1.0,0.5300000000000001,0.7776773422956467,8.677082951180637e-05,0.647895050909784
err2,ca3_inputs_per_unit,9.0,49.0,42003,0.6066844916343689,0.7400534749031067,0.08,1.0,0.5133333333333333,0.725043311715126,0.0001881804346339777,0.6150203788942761
err2,k_ca3,0.1,1.0,42001,0.8949531618754069,0.9648594856262207,0.72,1.0,0.5716666666666668,0.9588267952203751,0.00011946443555643782,0.8084822079208163
err2,k_ca3,0.1,1.0,42002,0.9032082923253378,0.9696248769760132,0.74,1.0,0.5583333333333335,0.9679482877254486,8.677082951180637e-05,0.8098299711280399
err2,k_ca3,0.1,1.0,42003,0.9420504323641459,0.9661512970924377,0.86,1.0,0.5466666666666667,0.9638484567403793,0.0001881804346339777,0.8175218519237306
err2,k_ca3,0.3,1.0,42001,0.8949531618754069,0.9648594856262207,0.72,1.0,0.5716666666666668,0.9588267952203751,0.00011946443555643782,0.8084822079208163
err2,k_ca3,0.3,1.0,42002,0.9032082923253378,0.9696248769760132,0.74,1.0,0.5583333333333335,0.9679482877254486,8.677082951180637e-05,0.8098299711280399
err2,k_ca3,0.3,1.0,42003,0.9420504323641459,0.9661512970924377,0.86,1.0,0.5466666666666667,0.9638484567403793,0.0001881804346339777,0.8175218519237306
err2,k_ca3,0.5,2.0,42001,0.932546260356903,0.9776387810707092,0.82,1.0,0.5783333333333334,0.9674626042445501,0.00011946443555643782,0.8261140659782621
err2,k_ca3,0.5,2.0,42002,0.95213707447052,0.9764112234115601,0.88,1.0,0.5750000000000001,0.9736439734697342,8.677082951180637e-05,0.8335936826467514
err2,k_ca3,0.5,2.0,42003,0.9850205318133036,0.9750615954399109,0.98,1.0,0.54,0.9675597051779429,0.0001881804346339777,0.8308600789970821
err2,k_ca3,0.7,3.0,42001,0.9603736082712809,0.9811208248138428,0.9,1.0,0.5783333333333334,0.9698913196722666,0.00011946443555643782,0.8361994204256269
err2,k_ca3,0.7,3.0,42002,0.9668875082333882,0.9806625247001648,0.92,1.0,0.5700000000000001,0.9765417327483495,8.677082951180637e-05,0.8378097469939125
err2,k_ca3,0.7,3.0,42003,0.9731543270746866,0.9794629812240601,0.94,1.0,0.5466666666666667,0.970002735654513,0.0001881804346339777,0.8299412431319554
err2,k_ca3,1.0,4.0,42001,0.9746728348731994,0.9840185046195984,0.94,1.0,0.5750000000000001,0.970699762304624,0.00011946443555643782,0.8401241990592745
err2,k_ca3,1.0,4.0,42002,0.9810629359881083,0.983188807964325,0.96,1.0,0.5700000000000001,0.9763849526643753,8.677082951180637e-05,0.8424826295508278
err2,k_ca3,1.0,4.0,42003,0.9737809705734253,0.9813429117202759,0.94,1.0,0.5533333333333333,0.9711328446865082,0.0001881804346339777,0.8327490495310889
err2,k_ca3,1.5,6.0,42001,0.9692572697003682,0.9877718091011047,0.92,1.0,0.5733333333333334,0.9674014250437418,0.00011946443555643782,0.8366640093591478
err2,k_ca3,1.5,6.0,42002,0.957433529694875,0.9723005890846252,0.9,1.0,0.5783333333333334,0.9653343657652537,8.677082951180637e-05,0.8337004095978207
err2,k_ca3,1.5,6.0,42003,0.9714268453915914,0.9742805361747742,0.94,1.0,0.5583333333333335,0.9656079610188802,0.0001881804346339777,0.8317893799146017
err2,k_ca3,2.0,8.0,42001,0.9593759457270304,0.9781278371810913,0.9,1.0,0.5850000000000001,0.9529222597678503,0.00011946443555643782,0.8324327351649602
err2,k_ca3,2.0,8.0,42002,0.965575570265452,0.9767267107963562,0.92,1.0,0.58,0.9660518517096838,8.677082951180637e-05,0.8372091406583785
err2,k_ca3,2.0,8.0,42003,0.9692197648684183,0.9676592946052551,0.94,1.0,0.555,0.9636302491029104,0.0001881804346339777,0.8292833379904428
err2,k_ca3,3.0,12.0,42001,0.9500517265001932,0.9701551795005798,0.88,1.0,0.5683333333333334,0.9463112900654475,0.00011946443555643782,0.8215654499663245
err2,k_ca3,3.0,12.0,42002,0.9287165625890096,0.9661496877670288,0.82,1.0,0.5633333333333334,0.9618220925331116,8.677082951180637e-05,0.8179573294851514
err2,k_ca3,3.0,12.0,42003,0.93118772427241,0.9335631728172302,0.86,1.0,0.5383333333333334,0.9473554889361063,0.0001881804346339777,0.8056255155139498
err2,k_ca3,9.0,36.0,42001,0.6058860739072164,0.7176582217216492,0.1,1.0,0.5116666666666666,0.7079986507693926,0.00011946443555643782,0.6085171304477586
err2,k_ca3,9.0,36.0,42002,0.6306668694814046,0.7120006084442139,0.18,1.0,0.52,0.800045907497406,8.677082951180637e-05,0.6502375923262702
err2,k_ca3,9.0,36.0,42003,0.5726921081542969,0.6180763244628906,0.1,1.0,0.4699999999999999,0.4958886280655861,0.0001881804346339777,0.5128602454066276
err2,beta_ca3,0.1,4.961400566101074,42001,0.4089889887968699,0.20696696639060974,0.02,1.0,0.5099999999999999,0.6149007342755795,0.00011946443555643782,0.5112965743574831
err2,beta_ca3,0.1,4.961400566101074,42002,0.4365561072031657,0.28966832160949707,0.02,1.0,0.3016666666666667,0.3923548062642415,8.677082951180637e-05,0.37685919337802465
err2,beta_ca3,0.1,4.961400566101074,42003,0.4667879605293274,0.3803638815879822,0.02,1.0,0.5099999999999999,0.38538945217927295,0.0001881804346339777,0.4540591375695334
err2,beta_ca3,0.3,14.88420169830322,42001,0.6278805788358053,0.8036417365074158,0.08,1.0,0.5166666666666666,0.7636640792091688,0.00011946443555643782,0.6360704415705468
err2,beta_ca3,0.3,14.88420169830322,42002,0.6142270819346111,0.762681245803833,0.08,1.0,0.5316666666666667,0.7085644155740738,8.677082951180637e-05,0.6181527213917838
err2,beta_ca3,0.3,14.88420169830322,42003,0.6274756908416749,0.7824270725250244,0.1,1.0,0.515,0.7748769770065943,0.0001881804346339777,0.639117555949423
err2,beta_ca3,0.5,24.80700283050537,42001,0.8462443272272746,0.9387329816818237,0.6,1.0,0.5466666666666667,0.9057344496250153,0.00011946443555643782,0.7662151478396522
err2,beta_ca3,0.5,24.80700283050537,42002,0.8368859148025513,0.9306577444076538,0.58,1.0,0.5533333333333333,0.921358789006869,8.677082951180637e-05,0.7705260123809179
err2,beta_ca3,0.5,24.80700283050537,42003,0.8468989912668864,0.9206969738006592,0.62,1.0,0.53,0.9299305230379105,0.0001881804346339777,0.7689431714349322
err2,beta_ca3,0.7,34.729803962707514,42001,0.95034716685613,0.9710415005683899,0.88,1.0,0.5733333333333334,0.9538890719413757,0.00011946443555643782,0.8258565240436129
err2,beta_ca3,0.7,34.729803962707514,42002,0.9441671522458394,0.9725014567375183,0.86,1.0,0.5683333333333334,0.9664260099331538,8.677082951180637e-05,0.8263088318374421
err2,beta_ca3,0.7,34.729803962707514,42003,0.9409138512611389,0.9627415537834167,0.86,1.0,0.5533333333333333,0.9632856696844101,0.0001881804346339777,0.8191776180929607
err2,beta_ca3,1.0,49.61400566101074,42001,0.9746728348731994,0.9840185046195984,0.94,1.0,0.5750000000000001,0.970699762304624,0.00011946443555643782,0.8401241990592745
err2,beta_ca3,1.0,49.61400566101074,42002,0.9810629359881083,0.983188807964325,0.96,1.0,0.5700000000000001,0.9763849526643753,8.677082951180637e-05,0.8424826295508278
err2,beta_ca3,1.0,49.61400566101074,42003,0.9737809705734253,0.9813429117202759,0.94,1.0,0.5533333333333333,0.9711328446865082,0.0001881804346339777,0.8327490495310889
err2,beta_ca3,1.5,74.4210084915161,42001,0.9604436834653218,0.9813310503959656,0.9,1.0,0.5716666666666668,0.9630040129025778,0.00011946443555643782,0.8317047876781888
err2,beta_ca3,1.5,74.4210084915161,42002,0.9483093174298604,0.9849279522895813,0.86,1.0,0.5650000000000001,0.9748926758766174,8.677082951180637e-05,0.8294006644354925
err2,beta_ca3,1.5,74.4210084915161,42003,0.9798444183667501,0.9795332551002502,0.96,1.0,0.545,0.96444071829319,0.0001881804346339777,0.82976171221998
err2,beta_ca3,2.0,99.22801132202147,42001,0.9595965027809142,0.9787895083427429,0.9,1.0,0.5733333333333334,0.9139343500137329,0.00011946443555643782,0.8156213953759934
err2,beta_ca3,2.0,99.22801132202147,42002,0.9546312109629312,0.983893632888794,0.88,1.0,0.5566666666666668,0.8865602215131124,8.677082951180637e-05,0.7992860330475702
err2,beta_ca3,2.0,99.22801132202147,42003,0.9579902569452922,0.9739707708358765,0.9,1.0,0.5416666666666666,0.9573676337798437,0.0001881804346339777,0.8190081857972674
err2,beta_ca3,3.0,148.8420169830322,42001,0.9376727231343587,0.9730181694030762,0.84,1.0,0.5650000000000001,0.8999209453662237,0.00011946443555643782,0.8008645561668608
err2,beta_ca3,3.0,148.8420169830322,42002,0.9394509283701579,0.9783527851104736,0.84,1.0,0.5533333333333333,0.8742568244536718,8.677082951180637e-05,0.789013695385721
err2,beta_ca3,3.0,148.8420169830322,42003,0.9223313887914021,0.9669941663742065,0.8,1.0,0.5266666666666667,0.9477581729491552,0.0001881804346339777,0.798918742802408
err2,beta_ca3,9.0,446.52605094909666,42001,0.894193341732025,0.9625800251960754,0.72,1.0,0.5566666666666668,0.8781748712062836,0.00011946443555643782,0.7763449598683251
err2,beta_ca3,9.0,446.52605094909666,42002,0.9093686175346374,0.9681058526039124,0.76,1.0,0.5516666666666667,0.8574872016906738,8.677082951180637e-05,0.7728408286306593
err2,beta_ca3,9.0,446.52605094909666,42003,0.9072931241989135,0.9618793725967407,0.76,1.0,0.525,0.9372480362653732,0.0001881804346339777,0.7898470534880955
err2,beta_ca1,0.1,6.191345148086548,42001,0.7594476358095804,0.8983429074287415,0.38,1.0,0.5366666666666667,0.8892884602149328,0.00011946443555643782,0.7284675875637266
err2,beta_ca1,0.1,6.191345148086548,42002,0.7378910072644551,0.8736730217933655,0.34,1.0,0.5516666666666666,0.8886653979619344,8.677082951180637e-05,0.7260743572976853
err2,beta_ca1,0.1,6.191345148086548,42003,0.7118103535970052,0.8754310607910156,0.26,1.0,0.54,0.8861003667116165,0.0001881804346339777,0.7126369067695405
err2,beta_ca1,0.3,18.574035444259643,42001,0.8706358782450359,0.9519076347351074,0.66,1.0,0.5583333333333333,0.9386831223964691,0.00011946443555643782,0.7892174446582794
err2,beta_ca1,0.3,18.574035444259643,42002,0.8578701202074687,0.953610360622406,0.62,1.0,0.56,0.9451682319243749,8.677082951180637e-05,0.7876794507106144
err2,beta_ca1,0.3,18.574035444259643,42003,0.8440512275695801,0.9521536827087402,0.58,1.0,0.5433333333333333,0.9468278586864471,0.0001881804346339777,0.7780708065297868
err2,beta_ca1,0.5,30.956725740432738,42001,0.9089040191968282,0.9667120575904846,0.76,1.0,0.5666666666666667,0.9581105808417002,0.00011946443555643782,0.8112270889017317
err2,beta_ca1,0.5,30.956725740432738,42002,0.9030624198913575,0.9691872596740723,0.74,1.0,0.5650000000000001,0.9643876403570175,8.677082951180637e-05,0.8108166867494584
err2,beta_ca1,0.5,30.956725740432738,42003,0.9099371862411498,0.9698115587234497,0.76,1.0,0.5483333333333335,0.9627193510532379,0.0001881804346339777,0.8069966235425736
err2,beta_ca1,0.7,43.33941603660583,42001,0.9320501510302225,0.9761504530906677,0.82,1.0,0.5750000000000001,0.9679675946633021,0.00011946443555643782,0.8250059152311748
err2,beta_ca1,0.7,43.33941603660583,42002,0.952389420668284,0.9771682620048523,0.88,1.0,0.5733333333333334,0.9726971437533697,8.677082951180637e-05,0.8328066325849957
err2,beta_ca1,0.7,43.33941603660583,42003,0.9659166677792866,0.9777500033378601,0.92,1.0,0.5516666666666667,0.9688945164283117,0.0001881804346339777,0.8288259502914217
err2,beta_ca1,1.0,61.913451480865476,42001,0.9746728348731994,0.9840185046195984,0.94,1.0,0.5750000000000001,0.970699762304624,0.00011946443555643782,0.8401241990592745
err2,beta_ca1,1.0,61.913451480865476,42002,0.9810629359881083,0.983188807964325,0.96,1.0,0.5700000000000001,0.9763849526643753,8.677082951180637e-05,0.8424826295508278
err2,beta_ca1,1.0,61.913451480865476,42003,0.9737809705734253,0.9813429117202759,0.94,1.0,0.5533333333333333,0.9711328446865082,0.0001881804346339777,0.8327490495310889
err2,beta_ca1,1.5,92.8701772212982,42001,0.9757043528556824,0.9871130585670471,0.94,1.0,0.5816666666666667,0.9626365005970001,0.00011946443555643782,0.8400025067064497
err2,beta_ca1,1.5,92.8701772212982,42002,0.9761330890655517,0.9883992671966553,0.94,1.0,0.5583333333333335,0.9769203265508016,8.677082951180637e-05,0.8371289163165622
err2,beta_ca1,1.5,92.8701772212982,42003,0.9460203067461649,0.9580609202384949,0.88,1.0,0.5333333333333333,0.9539521286884943,0.0001881804346339777,0.8111019229226641
err2,beta_ca1,2.0,123.82690296173095,42001,0.9640701754887898,0.9722105264663696,0.92,1.0,0.5816666666666667,0.9406176507472992,0.00011946443555643782,0.8287848309675852
err2,beta_ca1,2.0,123.82690296173095,42002,0.9259835569063822,0.9379506707191467,0.84,1.0,0.55,0.9469938824574152,8.677082951180637e-05,0.8076591464545991
err2,beta_ca1,2.0,123.82690296173095,42003,0.8587143397331238,0.8961430191993713,0.68,1.0,0.5400000000000001,0.8360995451609293,0.0001881804346339777,0.7449379616313511
err2,beta_ca1,3.0,185.7403544425964,42001,0.8508561698595684,0.9125685095787048,0.64,1.0,0.5499999999999999,0.8451709598302841,0.00011946443555643782,0.7486757098966175
err2,beta_ca1,3.0,185.7403544425964,42002,0.8199436783790589,0.8598310351371765,0.6,1.0,0.465,0.7949309547742208,8.677082951180637e-05,0.6932915443844265
err2,beta_ca1,3.0,185.7403544425964,42003,0.7371041917800903,0.791312575340271,0.42,1.0,0.52,0.7404566804567972,0.0001881804346339777,0.6658536240789625
err2,beta_ca1,9.0,557.2210633277892,42001,0.6801470216115316,0.7604410648345947,0.28,1.0,0.525,0.742880384127299,0.00011946443555643782,0.6493424685796102
err2,beta_ca1,9.0,557.2210633277892,42002,0.4945485424995422,0.7236456274986267,0.26,0.5,0.26833333333333337,0.5738198359807333,8.677082951180637e-05,0.4455672372712029
err2,beta_ca1,9.0,557.2210633277892,42003,0.6669218969345092,0.7407656908035278,0.26,1.0,0.5233333333333333,0.5405333836873373,0.0001881804346339777,0.5769295379850599
err2,alpha,0.1,0.002714073491096496,42001,0.7692785477638244,0.9278356432914734,0.38,1.0,0.535,0.9124564429124197,0.00011946443555643782,0.738911663558748
err2,alpha,0.1,0.002714073491096496,42002,0.7884059421221415,0.9052178263664246,0.46,1.0,0.5533333333333332,0.9013742059469223,8.677082951180637e-05,0.747704493800799
err2,alpha,0.1,0.002714073491096496,42003,0.7561987392107645,0.9085962176322937,0.36,1.0,0.5383333333333334,0.9094516237576803,0.0001881804346339777,0.7346612321005928
err2,alpha,0.3,0.008142220473289486,42001,0.8796248213450114,0.9588744640350342,0.68,1.0,0.5583333333333335,0.947049414118131,0.00011946443555643782,0.7950025229321586
err2,alpha,0.3,0.008142220473289486,42002,0.8728432369232179,0.9585297107696533,0.66,1.0,0.56,0.9541385720173517,8.677082951180637e-05,0.7956606029801898
err2,alpha,0.3,0.008142220473289486,42003,0.8453664835294088,0.9560994505882263,0.58,1.0,0.545,0.9507977416117986,0.0001881804346339777,0.7803880750470691
err2,alpha,0.5,0.013570367455482478,42001,0.9166580931345623,0.9699742794036865,0.78,1.0,0.5700000000000001,0.9618137429157892,0.00011946443555643782,0.8161572786834504
err2,alpha,0.5,0.013570367455482478,42002,0.930286906560262,0.9708607196807861,0.82,1.0,0.5683333333333334,0.9684203316768011,8.677082951180637e-05,0.8223468571901321
err2,alpha,0.5,0.013570367455482478,42003,0.9371063796679179,0.9713191390037537,0.84,1.0,0.5416666666666666,0.9638335009415945,0.0001881804346339777,0.8142021824253929
err2,alpha,0.7,0.018998514437675466,42001,0.9527329023679098,0.9781987071037292,0.88,1.0,0.5750000000000001,0.9695138235886892,0.00011946443555643782,0.8324155753188663
err2,alpha,0.7,0.018998514437675466,42002,0.9593976020812988,0.9781928062438965,0.9,1.0,0.5716666666666667,0.9746133337418238,8.677082951180637e-05,0.8352258674965964
err2,alpha,0.7,0.018998514437675466,42003,0.9729564396540323,0.9788693189620972,0.94,1.0,0.5466666666666667,0.969194104274114,0.0001881804346339777,0.8296057368649377
err2,alpha,1.0,0.027140734910964956,42001,0.9746728348731994,0.9840185046195984,0.94,1.0,0.5750000000000001,0.970699762304624,0.00011946443555643782,0.8401241990592745
err2,alpha,1.0,0.027140734910964956,42002,0.9810629359881083,0.983188807964325,0.96,1.0,0.5700000000000001,0.9763849526643753,8.677082951180637e-05,0.8424826295508278
err2,alpha,1.0,0.027140734910964956,42003,0.9737809705734253,0.9813429117202759,0.94,1.0,0.5533333333333333,0.9711328446865082,0.0001881804346339777,0.8327490495310889
err2,alpha,1.5,0.040711102366447434,42001,0.9686831577618916,0.986049473285675,0.92,1.0,0.5783333333333333,0.9645852247873942,0.00011946443555643782,0.837200571960873
err2,alpha,1.5,0.040711102366447434,42002,0.975565394560496,0.986696183681488,0.94,1.0,0.5650000000000001,0.9756248891353607,8.677082951180637e-05,0.8387300945652856
err2,alpha,1.5,0.040711102366447434,42003,0.9574938495953877,0.9724815487861633,0.9,1.0,0.5466666666666667,0.9661620855331421,0.0001881804346339777,0.8234408672650655
err2,alpha,2.0,0.05428146982192991,42001,0.9608182191848754,0.9824546575546265,0.9,1.0,0.5833333333333334,0.9569482256968816,0.00011946443555643782,0.8336999260716969
err2,alpha,2.0,0.05428146982192991,42002,0.960464068253835,0.9813922047615051,0.9,1.0,0.5516666666666667,0.9699971775213877,8.677082951180637e-05,0.8273759708139631
err2,alpha,2.0,0.05428146982192991,42003,0.9251217865943908,0.9553653597831726,0.82,1.0,0.5550000000000002,0.9591918637355169,0.0001881804346339777,0.8131045501099692
err2,alpha,3.0,0.08142220473289487,42001,0.8906943702697753,0.9520831108093262,0.72,1.0,0.5583333333333335,0.9272506684064865,0.00011946443555643782,0.7920927906698649
err2,alpha,3.0,0.08142220473289487,42002,0.8666560824712118,0.9199682474136353,0.68,1.0,0.5300000000000001,0.9149847278992335,8.677082951180637e-05,0.7705469367901485
err2,alpha,3.0,0.08142220473289487,42003,0.7803814148902893,0.8611442446708679,0.48,1.0,0.545,0.8383543342351913,0.0001881804346339777,0.7212452497084936
err2,alpha,9.0,0.24426661419868462,42001,0.5948988644282024,0.6446965932846069,0.14,1.0,0.5266666666666666,0.5047541484236717,0.00011946443555643782,0.5421065598395135
err2,alpha,9.0,0.24426661419868462,42002,0.32289188385009765,0.42867565155029297,0.04,0.5,0.25833333333333336,0.47638950496912,8.677082951180637e-05,0.352538240717517
err2,alpha,9.0,0.24426661419868462,42003,0.5450203410784403,0.575061023235321,0.06,1.0,0.5116666666666666,0.7271227538585663,0.0001881804346339777,0.594603253867891
