root_seed,condition,memory_index,cosine,mse,topk,identity
51002,random_content,16,0.27142554162087545,0.12378829717636108,0.2,0.0
51002,random_content,17,0.00084116039971107,0.21040253341197968,0.0,0.0
51002,random_content,18,0.0009022859400661073,0.22416150569915771,0.0,0.0
51002,random_content,19,0.167971643073327,0.1896466314792633,0.2,0.0
51002,random_content,20,0.029523994022367227,0.17573794722557068,0.0,0.0
51002,random_content,21,0.3507554818762489,0.11697737872600555,0.2,0.0
51002,random_content,22,0.16924284548963092,0.14094896614551544,0.2,0.0
51002,random_content,23,0.13761381503969633,0.11803963035345078,0.2,0.0
51002,random_content,24,0.15604460741978066,0.1356717199087143,0.2,0.0
51002,random_content,25,0.17306106145937608,0.14567601680755615,0.2,0.0
51002,random_content,26,0.35119042878193696,0.13712213933467865,0.4,0.0
51002,random_content,27,0.25507833871139945,0.11478473991155624,0.2,0.0
51002,no_plasticity,0,0.23029459309877282,0.10000000149011612,0.2,0.0
51002,no_plasticity,1,0.23064165051812788,0.10000000149011612,0.2,0.0
51002,no_plasticity,2,0.2767125324300617,0.10000000149011612,0.2,0.0
51002,no_plasticity,3,0.20551246737168993,0.10000000149011612,0.2,0.0
51002,no_plasticity,4,0.2979744183609723,0.10000000149011612,0.2,0.0
51002,no_plasticity,5,0.25254980369162117,0.10000000149011612,0.0,0.0
51002,no_plasticity,6,0.16620892620263428,0.10000000149011612,0.0,0.0
51002,no_plasticity,7,0.22440789946063164,0.10000000149011612,0.0,0.0
51002,no_plasticity,8,0.06495668501357767,0.10000000149011612,0.0,0.0
51002,no_plasticity,9,0.26354540227353573,0.10000000149011612,0.2,0.0
51002,no_plasticity,10,0.3888262989506708,0.09999999403953552,0.4,1.0
51002,no_plasticity,11,0.14670836275090374,0.10000000149011612,0.0,0.0
51002,no_plasticity,12,0.12853843036565993,0.10000000149011612,0.0,0.0
51002,no_plasticity,13,0.20871966105223103,0.10000000149011612,0.2,0.0
51002,no_plasticity,14,0.19241888604170262,0.10000000149011612,0.2,0.0
51002,no_plasticity,15,0.0851503909481567,0.10000000149011612,0.0,0.0
51002,no_plasticity,16,0.3059821839787831,0.10000000149011612,0.2,0.0
51002,no_plasticity,17,0.2596923320418176,0.10000000149011612,0.2,0.0
51002,no_plasticity,18,0.27057257517286254,0.10000000149011612,0.2,0.0
51002,no_plasticity,19,0.12194021059717125,0.10000000149011612,0.0,0.0
51002,no_plasticity,20,0.11903202580122749,0.10000000149011612,0.0,0.0
51002,no_plasticity,21,0.07429725541455567,0.10000000149011612,0.0,0.0
51002,no_plasticity,22,0.13584156562761512,0.10000000149011612,0.0,0.0
51002,no_plasticity,23,0.22851179255786336,0.10000000149011612,0.2,0.0
51002,no_plasticity,24,0.13789886298077872,0.10000000149011612,0.0,0.0
51002,no_plasticity,25,0.10675192092391622,0.10000000149011612,0.0,0.0
51002,no_plasticity,26,0.23094764242688556,0.10000000149011612,0.0,0.0
51002,no_plasticity,27,0.15280944672169147,0.10000000149011612,0.0,0.0
51003,aligned,0,0.6635056164975125,0.12636810541152954,1.0,1.0
51003,aligned,1,0.8846987506655509,0.023703014478087425,0.8,1.0
51003,aligned,2,0.9844702637054232,0.0041011665016412735,1.0,1.0
51003,aligned,3,0.8954263692020201,0.021217815577983856,0.8,1.0
51003,aligned,4,0.787229879386795,0.04192660003900528,0.8,1.0
51003,aligned,5,0.6461044387111701,0.06708397716283798,0.6,0.0
51003,aligned,6,0.8821783734236202,0.022183138877153397,0.8,1.0
51003,aligned,7,0.9949598326991949,0.001005510683171451,1.0,1.0
51003,aligned,8,0.7087048022984581,0.09898903220891953,0.8,1.0
51003,aligned,9,0.8817985675494262,0.022257449105381966,0.8,1.0
51003,aligned,10,0.7154721863432146,0.061975423246622086,0.6,0.0
51003,aligned,11,0.5867650321745796,0.07602474093437195,0.6,0.0
51003,aligned,12,0.6499975669716933,0.0871957391500473,0.6,0.0
51003,aligned,13,0.8047456526406799,0.042999569326639175,0.8,1.0
