root_seed,key_mode,fraction,mask_index,dropped_mec_units,position_accuracy,cue_accuracy,lec_cosine,key_cosine
51002,shuffled,0.9,2,22,0.1,1.0,0.6399479868436236,0.6210012446496921
51002,shuffled,0.9,3,22,0.08,1.0,0.6399755861729319,0.6257109698609443
51002,shuffled,0.9,4,22,0.1,1.0,0.6399827153550687,0.6468865748921665
51002,shuffled,0.9,5,22,0.06,1.0,0.6399870464154069,0.6468240285000193
51002,shuffled,0.9,6,22,0.08,1.0,0.6399816252413015,0.6187254104846784
51002,shuffled,0.9,7,22,0.08,1.0,0.6399777255248462,0.6386721201434454
51002,shuffled,0.9,8,22,0.08,1.0,0.6399520257027024,0.566214753414969
51002,shuffled,0.9,9,22,0.06,1.0,0.6399718200702488,0.5896878305953651
51002,shuffled,0.9,10,22,0.1,1.0,0.6399873496058556,0.6287870378728329
51002,shuffled,0.9,11,22,0.06,1.0,0.639990597556477,0.6149902740681523
51002,dense,0.0,0,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,1,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,2,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,3,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,4,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,5,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,6,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,7,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,8,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,9,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,10,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.0,11,0,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,0,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,1,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,2,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,3,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,4,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,5,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,6,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,7,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,8,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,9,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,10,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.25,11,6,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,0,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,1,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,2,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,3,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,4,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,5,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,6,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,7,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,8,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,9,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,10,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.5,11,12,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,0,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,1,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,2,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,3,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,4,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,5,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,6,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,7,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,8,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,9,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,10,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.75,11,19,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,0,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,1,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,2,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,3,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,4,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,5,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,6,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,7,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,8,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,9,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,10,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,dense,0.9,11,22,0.02,0.5,0.24853054444631742,0.9999999999999999
51002,identity,0.0,0,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,1,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,2,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,3,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,4,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,5,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,6,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,7,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,8,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,9,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,10,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.0,11,0,0.66,1.0,0.6392192935323037,1.0
51002,identity,0.25,0,6,0.5,1.0,0.6375689624838935,0.9420415484603624
51002,identity,0.25,1,6,0.54,1.0,0.6390517409935167,0.9372720210034299
51002,identity,0.25,2,6,0.44,1.0,0.6396861474988831,0.9466776015678944
51002,identity,0.25,3,6,0.4,1.0,0.6375342886173208,0.927240079968907
51002,identity,0.25,4,6,0.56,1.0,0.6381961562647178,0.9404112819775099
51002,identity,0.25,5,6,0.7,1.0,0.6394208833287416,0.9470931171621148
51002,identity,0.25,6,6,0.48,1.0,0.6380532129854832,0.9250072295929871
51002,identity,0.25,7,6,0.56,1.0,0.6394290157495048,0.9446877916841336
51002,identity,0.25,8,6,0.4,1.0,0.6390653061510646,0.9233750765759277
51002,identity,0.25,9,6,0.44,1.0,0.6389526267345499,0.9450928054552921
51002,identity,0.25,10,6,0.46,1.0,0.6387008236725877,0.9253090106729573
51002,identity,0.25,11,6,0.46,1.0,0.6388542055704003,0.9344529208200116
51002,identity,0.5,0,12,0.36,1.0,0.6378093299576816,0.865538370230756
51002,identity,0.5,1,12,0.44,1.0,0.6387664231997586,0.88188208756991
51002,identity,0.5,2,12,0.44,1.0,0.6396715503816826,0.8800146888879449
51002,identity,0.5,3,12,0.32,1.0,0.637849841667171,0.8550848670692055
51002,identity,0.5,4,12,0.34,1.0,0.6391087262365404,0.8620248272455205
51002,identity,0.5,5,12,0.46,1.0,0.6392854113797968,0.8805627149804026
51002,identity,0.5,6,12,0.28,1.0,0.6393451987494746,0.8632605536286542
51002,identity,0.5,7,12,0.38,1.0,0.6389868769345299,0.8666082192301353
51002,identity,0.5,8,12,0.34,1.0,0.6388582197133852,0.8600603921733834
51002,identity,0.5,9,12,0.26,1.0,0.638127434830352,0.8694683210242546
51002,identity,0.5,10,12,0.42,1.0,0.6393215211932863,0.8752242712835624
51002,identity,0.5,11,12,0.4,1.0,0.6390095446545394,0.8704197386242825
51002,identity,0.75,0,19,0.06,1.0,0.6311133783263227,0.7835121781066889
51002,identity,0.75,1,19,0.04,1.0,0.6355578299874451,0.7754089943434863
51002,identity,0.75,2,19,0.12,1.0,0.6296265326876521,0.7808382048236406
51002,identity,0.75,3,19,0.02,1.0,0.6238020300787162,0.7718660707549209
51002,identity,0.75,4,19,0.08,1.0,0.6300480786027208,0.7976774046017246
51002,identity,0.75,5,19,0.14,1.0,0.6334396719713308,0.7897008378109192
51002,identity,0.75,6,19,0.08,1.0,0.6377875436789998,0.7824159177821496
51002,identity,0.75,7,19,0.08,1.0,0.6350948107939192,0.7751209279388968
51002,identity,0.75,8,19,0.1,1.0,0.6350136468685146,0.7808081545380987
51002,identity,0.75,9,19,0.08,1.0,0.62747218538477,0.7727617887603031
51002,identity,0.75,10,19,0.06,1.0,0.6280939860740399,0.7768160909434232
51002,identity,0.75,11,19,0.14,1.0,0.6344949901812358,0.7988088452921839
51002,identity,0.9,0,22,0.08,1.0,0.6364565411033986,0.7571866063484589
51002,identity,0.9,1,22,0.1,1.0,0.6373822589926655,0.7563717303409081
51002,identity,0.9,2,22,0.06,1.0,0.6304941727871352,0.7556390878093591
51002,identity,0.9,3,22,0.06,1.0,0.6314447487916017,0.7544439579566017
51002,identity,0.9,4,22,0.08,1.0,0.6338159079861552,0.7552932869366322
51002,identity,0.9,5,22,0.08,1.0,0.6371893790572776,0.7528400055701475
51002,identity,0.9,6,22,0.04,1.0,0.6282567167867298,0.7617781887136484
51002,identity,0.9,7,22,0.08,1.0,0.6280629247893508,0.7650073236783591
51002,identity,0.9,8,22,0.1,1.0,0.6299958744025836,0.7592200487285286
51002,identity,0.9,9,22,0.06,1.0,0.6362874860731184,0.7550579870561068
51002,identity,0.9,10,22,0.02,1.0,0.6315923781588048,0.755073741774251
51002,identity,0.9,11,22,0.06,1.0,0.6279974250311104,0.7513604950034672
