experiment,seed,encoder_validation_mse,plasticity_rule,key_mode,dropped_fraction,mask_index,dropped_units,lec_cue_accuracy,lec_mec_cosine,mec_position_accuracy,mec_cue_accuracy
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,0,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,0,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,1,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,1,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,2,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,2,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,3,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,3,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,4,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,4,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,5,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,5,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,6,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,6,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,7,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,7,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,8,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,8,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,9,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,9,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,10,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,10,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.0,11,0,1.0,0.7293515801429749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.0,11,0,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,0,6,1.0,0.7282790541648865,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,0,6,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,1,6,1.0,0.7274576425552368,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,1,6,,,0.18,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,2,6,1.0,0.7373318672180176,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,2,6,,,0.16,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,3,6,1.0,0.7297866940498352,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,3,6,,,0.12,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,4,6,1.0,0.7124837636947632,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,4,6,,,0.12,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,5,6,1.0,0.7196770310401917,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,5,6,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,6,6,1.0,0.7422657608985901,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,6,6,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,7,6,1.0,0.7108083367347717,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,7,6,,,0.16,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,8,6,1.0,0.7410066723823547,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,8,6,,,0.12,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,9,6,1.0,0.7139720916748047,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,9,6,,,0.16,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,10,6,1.0,0.7299510836601257,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,10,6,,,0.2,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.25,11,6,1.0,0.711742639541626,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.25,11,6,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,0,12,1.0,0.7357228994369507,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,0,12,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,1,12,1.0,0.6919465065002441,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,1,12,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,2,12,1.0,0.7191179394721985,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,2,12,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,3,12,1.0,0.7412261962890625,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,3,12,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,4,12,1.0,0.7306336164474487,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,4,12,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,5,12,1.0,0.7346267104148865,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,5,12,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,6,12,1.0,0.7325014472007751,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,6,12,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,7,12,1.0,0.7345178723335266,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,7,12,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,8,12,1.0,0.7195380926132202,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,8,12,,,0.1,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,9,12,1.0,0.7295310497283936,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,9,12,,,0.1,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,10,12,1.0,0.7333478331565857,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,10,12,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.5,11,12,1.0,0.7302438616752625,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.5,11,12,,,0.1,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,0,19,1.0,0.737632691860199,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,0,19,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,1,19,1.0,0.7466257214546204,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,1,19,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,2,19,1.0,0.735038697719574,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,2,19,,,0.1,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,3,19,1.0,0.7195609211921692,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,3,19,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,4,19,1.0,0.7276467084884644,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,4,19,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,5,19,1.0,0.7411545515060425,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,5,19,,,0.1,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,6,19,1.0,0.7349770069122314,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,6,19,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,7,19,1.0,0.7375438809394836,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,7,19,,,0.14,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,8,19,1.0,0.7324216365814209,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,8,19,,,0.04,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,9,19,1.0,0.7379502654075623,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,9,19,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,10,19,1.0,0.7323973774909973,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,10,19,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.75,11,19,1.0,0.7444843053817749,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.75,11,19,,,0.12,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,0,22,1.0,0.7187227606773376,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,0,22,,,0.12,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,1,22,1.0,0.7544605731964111,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,1,22,,,0.1,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,2,22,1.0,0.7387593984603882,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,2,22,,,0.04,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,3,22,1.0,0.7394731044769287,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,3,22,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,4,22,1.0,0.7374128103256226,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,4,22,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,5,22,1.0,0.7370482683181763,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,5,22,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,6,22,1.0,0.7274259924888611,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,6,22,,,0.08,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,7,22,1.0,0.75069260597229,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,7,22,,,0.04,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,8,22,1.0,0.728177547454834,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,8,22,,,0.12,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,9,22,1.0,0.7455670833587646,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,9,22,,,0.04,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,10,22,1.0,0.7540540099143982,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,10,22,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,normal,0.9,11,22,1.0,0.7445535063743591,,
mec_degradation,51001,0.0008721096091903746,base,normal,0.9,11,22,,,0.06,1.0
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,0,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,0,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,1,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,1,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,2,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,2,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,3,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,3,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,4,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,4,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,5,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,5,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,6,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,6,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,7,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,7,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,8,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,8,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,9,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,9,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,10,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,10,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.0,11,0,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.0,11,0,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,0,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,0,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,1,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,1,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,2,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,2,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,3,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,3,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,4,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,4,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,5,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,5,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,6,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,6,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,7,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,7,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,8,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,8,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,9,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,9,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,10,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,10,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.25,11,6,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.25,11,6,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,0,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,0,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,1,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,1,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,2,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,2,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,3,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,3,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,4,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,4,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,5,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,5,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,6,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,6,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,7,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,7,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,8,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,8,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,9,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,9,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,10,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,10,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.5,11,12,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.5,11,12,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,0,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,0,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,1,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,1,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,2,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,2,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,3,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,3,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,4,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,4,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,5,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,5,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,6,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,6,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,7,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,7,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,8,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,8,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,9,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,9,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,10,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,10,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.75,11,19,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.75,11,19,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,0,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,0,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,1,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,1,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,2,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,2,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,3,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,3,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,4,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,4,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,5,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,5,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,6,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,6,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,7,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,7,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,8,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,8,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,9,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,9,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,10,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,10,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,base,dense,0.9,11,22,0.5,0.17396655678749084,,
mec_degradation,51001,0.0008721096091903746,base,dense,0.9,11,22,,,0.02,0.5
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,0,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,0,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,1,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,1,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,2,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,2,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,3,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,3,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,4,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,4,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,5,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,5,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,6,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,6,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,7,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,7,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,8,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,8,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,9,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,9,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,10,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,10,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.0,11,0,1.0,0.9058066606521606,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.0,11,0,,,0.74,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,0,6,1.0,0.7983289957046509,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,0,6,,,0.4,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,1,6,1.0,0.8445179462432861,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,1,6,,,0.3,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,2,6,1.0,0.8774062991142273,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,2,6,,,0.44,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,3,6,1.0,0.8767344951629639,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,3,6,,,0.42,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,4,6,1.0,0.8525758385658264,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,4,6,,,0.46,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,5,6,0.5,0.790053129196167,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,5,6,,,0.44,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,6,6,0.5,0.8397721648216248,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,6,6,,,0.48,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,7,6,1.0,0.8380492925643921,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,7,6,,,0.4,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,8,6,0.5,0.825339138507843,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,8,6,,,0.48,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,9,6,1.0,0.8632074594497681,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,9,6,,,0.4,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,10,6,1.0,0.8725645542144775,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,10,6,,,0.46,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.25,11,6,0.5,0.8053013682365417,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.25,11,6,,,0.44,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,0,12,1.0,0.8372883796691895,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,0,12,,,0.22,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,1,12,1.0,0.809806227684021,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,1,12,,,0.2,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,2,12,1.0,0.8313499689102173,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,2,12,,,0.16,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,3,12,1.0,0.839519739151001,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,3,12,,,0.26,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,4,12,1.0,0.8059845566749573,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,4,12,,,0.16,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,5,12,0.5,0.7663944363594055,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,5,12,,,0.28,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,6,12,1.0,0.8350707292556763,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,6,12,,,0.36,1.0
lec_degradation,51001,0.0008721096091903746,err2,normal,0.5,7,12,1.0,0.8098049759864807,,
mec_degradation,51001,0.0008721096091903746,err2,normal,0.5,7,12,,,0.2,1.0
