experiment,seed,encoder_validation_mse,plasticity_rule,key_mode,dropped_fraction,mask_index,dropped_units,lec_cue_accuracy,lec_mec_cosine,mec_position_accuracy,mec_cue_accuracy
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,1,12,1.0,0.7846317291259766,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,1,12,,,0.2,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,2,12,1.0,0.764021635055542,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,2,12,,,0.24,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,3,12,1.0,0.8122002482414246,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,3,12,,,0.26,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,4,12,1.0,0.7652617692947388,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,4,12,,,0.24,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,5,12,1.0,0.8015280961990356,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,5,12,,,0.28,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,6,12,1.0,0.8222185373306274,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,6,12,,,0.2,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,7,12,1.0,0.7997446656227112,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,7,12,,,0.28,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,8,12,0.5,0.6578968167304993,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,8,12,,,0.18,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,9,12,1.0,0.7715325355529785,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,9,12,,,0.24,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,10,12,1.0,0.7887909412384033,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,10,12,,,0.22,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.5,11,12,1.0,0.802541196346283,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.5,11,12,,,0.3,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,0,19,1.0,0.7776973843574524,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,0,19,,,0.1,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,1,19,1.0,0.7336300015449524,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,1,19,,,0.22,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,2,19,0.5,0.7077312469482422,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,2,19,,,0.12,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,3,19,1.0,0.7072327136993408,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,3,19,,,0.06,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,4,19,1.0,0.797294557094574,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,4,19,,,0.1,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,5,19,1.0,0.7801292538642883,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,5,19,,,0.12,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,6,19,0.5,0.7346992492675781,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,6,19,,,0.12,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,7,19,1.0,0.7656334638595581,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,7,19,,,0.12,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,8,19,0.5,0.6544005870819092,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,8,19,,,0.16,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,9,19,1.0,0.7623672485351562,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,9,19,,,0.16,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,10,19,1.0,0.7396204471588135,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,10,19,,,0.08,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.75,11,19,1.0,0.803546130657196,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.75,11,19,,,0.1,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,0,22,1.0,0.7985692620277405,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,0,22,,,0.06,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,1,22,1.0,0.7418977618217468,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,1,22,,,0.06,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,2,22,1.0,0.8315568566322327,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,2,22,,,0.08,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,3,22,0.5,0.7558290958404541,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,3,22,,,0.06,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,4,22,0.5,0.78713059425354,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,4,22,,,0.04,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,5,22,1.0,0.8194383978843689,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,5,22,,,0.08,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,6,22,1.0,0.7960626482963562,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,6,22,,,0.1,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,7,22,0.5,0.7203580737113953,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,7,22,,,0.08,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,8,22,0.5,0.7500309944152832,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,8,22,,,0.1,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,9,22,0.5,0.7338531017303467,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,9,22,,,0.06,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,10,22,0.5,0.7448415160179138,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,10,22,,,0.08,1.0
lec_degradation,51003,0.0005922546260990202,err2,normal,0.9,11,22,0.5,0.7683686017990112,,
mec_degradation,51003,0.0005922546260990202,err2,normal,0.9,11,22,,,0.06,1.0
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,0,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,0,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,1,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,1,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,2,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,2,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,3,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,3,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,4,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,4,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,5,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,5,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,6,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,6,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,7,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,7,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,8,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,8,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,9,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,9,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,10,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,10,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.0,11,0,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.0,11,0,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,0,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,0,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,1,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,1,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,2,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,2,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,3,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,3,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,4,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,4,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,5,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,5,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,6,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,6,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,7,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,7,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,8,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,8,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,9,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,9,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,10,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,10,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.25,11,6,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.25,11,6,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,0,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,0,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,1,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,1,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,2,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,2,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,3,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,3,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,4,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,4,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,5,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,5,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,6,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,6,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,7,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,7,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,8,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,8,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,9,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,9,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,10,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,10,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.5,11,12,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.5,11,12,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,0,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,0,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,1,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,1,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,2,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,2,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,3,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,3,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,4,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,4,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,5,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,5,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,6,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,6,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,7,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,7,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,8,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,8,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,9,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,9,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,10,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,10,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.75,11,19,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.75,11,19,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,0,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,0,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,1,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,1,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,2,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,2,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,3,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,3,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,4,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,4,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,5,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,5,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,6,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,6,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,7,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,7,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,8,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,8,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,9,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,9,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,10,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,10,22,,,0.02,0.5
lec_degradation,51003,0.0005922546260990202,err2,dense,0.9,11,22,0.5,0.27988049387931824,,
mec_degradation,51003,0.0005922546260990202,err2,dense,0.9,11,22,,,0.02,0.5
lec_degradation,51004,0.000712264038156718,base,normal,0.0,0,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,0,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,1,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,1,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,2,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,2,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,3,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,3,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,4,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,4,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,5,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,5,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,6,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,6,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,7,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,7,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,8,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,8,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,9,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,9,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,10,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,10,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.0,11,0,1.0,0.761847972869873,,
mec_degradation,51004,0.000712264038156718,base,normal,0.0,11,0,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,0,6,1.0,0.796708345413208,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,0,6,,,0.16,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,1,6,1.0,0.7844730615615845,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,1,6,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,2,6,1.0,0.7653458118438721,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,2,6,,,0.2,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,3,6,1.0,0.8096898794174194,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,3,6,,,0.16,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,4,6,1.0,0.8087624907493591,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,4,6,,,0.14,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,5,6,1.0,0.7654711008071899,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,5,6,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,6,6,1.0,0.7960381507873535,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,6,6,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,7,6,1.0,0.7647138833999634,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,7,6,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,8,6,1.0,0.7877377271652222,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,8,6,,,0.24,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,9,6,1.0,0.8133390545845032,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,9,6,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,10,6,1.0,0.7961428165435791,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,10,6,,,0.16,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.25,11,6,1.0,0.7890821695327759,,
mec_degradation,51004,0.000712264038156718,base,normal,0.25,11,6,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,0,12,1.0,0.7946809530258179,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,0,12,,,0.18,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,1,12,1.0,0.783083975315094,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,1,12,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,2,12,1.0,0.7627457976341248,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,2,12,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,3,12,1.0,0.7993278503417969,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,3,12,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,4,12,1.0,0.8008081912994385,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,4,12,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,5,12,1.0,0.7931644916534424,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,5,12,,,0.14,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,6,12,1.0,0.7976363301277161,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,6,12,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,7,12,1.0,0.7867550849914551,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,7,12,,,0.16,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,8,12,1.0,0.8147070407867432,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,8,12,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,9,12,1.0,0.7848219275474548,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,9,12,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,10,12,1.0,0.7856591939926147,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,10,12,,,0.16,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.5,11,12,1.0,0.7206277251243591,,
mec_degradation,51004,0.000712264038156718,base,normal,0.5,11,12,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,0,19,1.0,0.7818739414215088,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,0,19,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,1,19,1.0,0.7211500406265259,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,1,19,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,2,19,0.5,0.7678911089897156,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,2,19,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,3,19,1.0,0.767856776714325,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,3,19,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,4,19,1.0,0.6889796257019043,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,4,19,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,5,19,1.0,0.7372416853904724,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,5,19,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,6,19,1.0,0.7497454881668091,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,6,19,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,7,19,1.0,0.7502163648605347,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,7,19,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,8,19,1.0,0.7826464772224426,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,8,19,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,9,19,1.0,0.7522128224372864,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,9,19,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,10,19,1.0,0.8010942935943604,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,10,19,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.75,11,19,1.0,0.7261772155761719,,
mec_degradation,51004,0.000712264038156718,base,normal,0.75,11,19,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,0,22,1.0,0.691515326499939,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,0,22,,,0.14,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,1,22,1.0,0.7500219941139221,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,1,22,,,0.12,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,2,22,1.0,0.7338463068008423,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,2,22,,,0.06,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,3,22,1.0,0.7069592475891113,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,3,22,,,0.06,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,4,22,1.0,0.6765703558921814,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,4,22,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,5,22,1.0,0.6461375951766968,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,5,22,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,6,22,1.0,0.7542533874511719,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,6,22,,,0.1,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,7,22,1.0,0.719592273235321,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,7,22,,,0.08,1.0
lec_degradation,51004,0.000712264038156718,base,normal,0.9,8,22,1.0,0.750541090965271,,
mec_degradation,51004,0.000712264038156718,base,normal,0.9,8,22,,,0.1,1.0
