generation,candidate,composite_mse,K_ca1,beta_latent,beta_output
57,5,0.0011859105725307018,5.0,3.912384510040283,25.33321972936392
57,6,0.0011821475830705215,5.0,3.912363052368164,25.3330347687006
58,0,0.0011832095042336732,5.0,3.912351131439209,25.333048216998577
58,1,0.0011835346037211518,5.0,3.912367820739746,25.33307634294033
58,2,0.00118209693270425,5.0,3.912370204925537,25.33300593495369
58,3,0.0011834561785993476,5.0,3.912346363067627,25.333084911108017
58,4,0.0011875936664485682,5.0,3.912372589111328,25.333199873566628
58,5,0.0011834932471780728,5.0,3.912379741668701,25.33303700387478
58,6,0.0011841265174249809,5.0,3.9123940467834473,25.33303901553154
59,0,0.0011836272994211565,5.0,3.912360668182373,25.332985930144787
59,1,0.0011818445636890829,5.0,3.912367820739746,25.33302415162325
59,2,0.001183353888336569,5.0,3.912382125854492,25.33308908343315
59,3,0.0011833753669634461,5.0,3.912367820739746,25.333037301898003
59,4,0.0011820427704757701,5.0,3.912372589111328,25.332957692444324
59,5,0.0011830561852548271,5.0,3.912346363067627,25.332975313067436
59,6,0.0011831731050430487,5.0,3.912324905395508,25.333001278340816
60,0,0.0011843496079867084,5.0,3.9123153686523438,25.332974530756474
60,1,0.001183051586849615,5.0,3.9123892784118652,25.333048216998577
60,2,0.0011879961045148473,5.0,3.9124035835266113,25.33295389264822
60,3,0.0011833753669634461,5.0,3.912367820739746,25.333036296069622
60,4,0.0011834084483173986,5.0,3.912360668182373,25.332969464361668
60,5,0.001182662070884059,5.0,3.912343978881836,25.33299434930086
60,6,0.001183500581343348,5.0,3.912355899810791,25.332975164055824
61,0,0.0011825063459885616,5.0,3.912339210510254,25.333032459020615
61,1,0.0011834211569900315,5.0,3.912348747253418,25.333011224865913
61,2,0.0011834580218419433,5.0,3.91237735748291,25.33303566277027
61,3,0.0011835792004906882,5.0,3.912365436553955,25.333055816590786
61,4,0.0011830053408630192,5.0,3.912351131439209,25.33305983990431
61,5,0.0011821313625356804,5.0,3.912365436553955,25.33302877098322
61,6,0.0011819830203118424,5.0,3.912360668182373,25.33303800970316
62,0,0.0011832450788157682,5.0,3.912348747253418,25.33308368176222
62,1,0.0011827350632908444,5.0,3.912374973297119,25.333009585738182
62,2,0.0011824292208378513,5.0,3.912334442138672,25.333005599677563
62,3,0.0011834849622876693,5.0,3.912363052368164,25.33304713666439
62,4,0.0011835109229044367,5.0,3.912367820739746,25.3330422565341
62,5,0.0011821129107071708,5.0,3.912365436553955,25.333022065460682
62,6,0.001183846111719807,5.0,3.912372589111328,25.333058461546898
63,0,0.001181842148071155,5.0,3.912370204925537,25.333018004894257
63,1,0.001183572526012237,5.0,3.912353515625,25.333010256290436
63,2,0.001183572526012237,5.0,3.912353515625,25.333009772002697
63,3,0.0011834655015263706,5.0,3.912351131439209,25.333013869822025
63,4,0.0011834655015263706,5.0,3.912351131439209,25.333013758063316
63,5,0.001183103983445714,5.0,3.912360668182373,25.33300895243883
63,6,0.001183780482582127,5.0,3.912346363067627,25.333011113107204
64,0,0.00118209693270425,5.0,3.912370204925537,25.333006791770458
64,1,0.0011830690782517195,5.0,3.912358283996582,25.33301692456007
64,2,0.0011819904126847784,5.0,3.912365436553955,25.33300470560789
64,3,0.001183103983445714,5.0,3.912360668182373,25.33300917595625
64,4,0.0011832133362380166,5.0,3.912355899810791,25.333014093339443
64,5,0.0011837052588816732,5.0,3.912379741668701,25.333023853600025
64,6,0.0011832133362380166,5.0,3.912355899810791,25.333014279603958
65,0,0.0011821520456578583,5.0,3.912365436553955,25.333031080663204
65,1,0.0011833732423838228,5.0,3.912363052368164,25.333000160753727
65,2,0.0011833395983558148,5.0,3.912363052368164,25.333009399473667
65,3,0.0011820345534943044,5.0,3.912365436553955,25.333006531000137
65,4,0.0011824002916303773,5.0,3.912374973297119,25.33301416784525
65,5,0.0011832326126750559,5.0,3.912372589111328,25.333010740578175
65,6,0.0011821262693653505,5.0,3.912370204925537,25.332996286451817
66,0,0.0011821067212925602,5.0,3.912372589111328,25.333009883761406
66,1,0.0011820601648651063,5.0,3.912365436553955,25.333009026944637
66,2,0.001181950841176634,5.0,3.912365436553955,25.33299632370472
66,3,0.0011820345534943044,5.0,3.912365436553955,25.333005860447884
66,4,0.0011822691012639552,5.0,3.912372589111328,25.33300444483757
66,5,0.0011818624916486442,5.0,3.912370204925537,25.333007983863354
66,6,0.0011820601648651063,5.0,3.912365436553955,25.333009585738182
67,0,0.0011820197008394946,5.0,3.912372589111328,25.332996286451817
67,1,0.0011822505815265079,5.0,3.912372589111328,25.3330060839653
67,2,0.0011821527247472356,5.0,3.912367820739746,25.333001017570496
67,3,0.0011820144815525662,5.0,3.912370204925537,25.333009995520115
67,4,0.0011834262986667454,5.0,3.912363052368164,25.33300418406725
67,5,0.0011832326126750559,5.0,3.912372589111328,25.333011522889137
67,6,0.0011821528411625575,5.0,3.912367820739746,25.333002284169197
68,0,0.0011822691012639552,5.0,3.912372589111328,25.333004258573055
68,1,0.0011818624916486442,5.0,3.912370204925537,25.333008095622063
68,2,0.0011823598955137034,5.0,3.912367820739746,25.333004407584667
68,3,0.001181666962414359,5.0,3.912370204925537,25.333004221320152
68,4,0.0011821032288329054,5.0,3.912370204925537,25.33300071954727
68,5,0.0011820601745663832,5.0,3.912365436553955,25.333007536828518
68,6,0.00118223160582905,5.0,3.912370204925537,25.333002395927906
69,0,0.00118209693270425,5.0,3.912370204925537,25.333006381988525
69,1,0.001182192926838373,5.0,3.912372589111328,25.333007387816906
69,2,0.00118223160582905,5.0,3.912370204925537,25.333001725375652
69,3,0.0011822223508109648,5.0,3.912367820739746,25.33300831913948
69,4,0.0011821594865371783,5.0,3.912367820739746,25.3330060839653
69,5,0.0011818624916486442,5.0,3.912370204925537,25.33300805836916
69,6,0.00118209693270425,5.0,3.912370204925537,25.333005115389824
70,0,0.00118209693270425,5.0,3.912370204925537,25.333006009459496
70,1,0.0011818624916486442,5.0,3.912370204925537,25.333006978034973
70,2,0.00118209693270425,5.0,3.912370204925537,25.333005264401436
70,3,0.0011822223508109648,5.0,3.912367820739746,25.333007648587227
70,4,0.0011818624916486442,5.0,3.912370204925537,25.33300779759884
70,5,0.0011818624916486442,5.0,3.912370204925537,25.33300720155239
70,6,0.0011822223508109648,5.0,3.912367820739746,25.333007164299488
71,0,0.0011818624916486442,5.0,3.912370204925537,25.33300742506981
71,1,0.0011822223508109648,5.0,3.912367820739746,25.333006903529167
71,2,0.0011822505815265079,5.0,3.912372589111328,25.333005264401436
71,3,0.0011820144815525662,5.0,3.912370204925537,25.333009362220764
71,4,0.00118209693270425,5.0,3.912370204925537,25.333005338907242
71,5,0.0011818624916486442,5.0,3.912370204925537,25.333008468151093
71,6,0.0011818624916486442,5.0,3.912370204925537,25.333007499575615
72,0,0.0011818624916486442,5.0,3.912370204925537,25.333007387816906
72,1,0.0011820144815525662,5.0,3.912370204925537,25.333008877933025
72,2,0.0011822223508109648,5.0,3.912367820739746,25.333007462322712
72,3,0.0011818624916486442,5.0,3.912370204925537,25.333008617162704
72,4,0.0011818624916486442,5.0,3.912370204925537,25.333007350564003
72,5,0.0011818624916486442,5.0,3.912370204925537,25.333008095622063
72,6,0.0011818624916486442,5.0,3.912370204925537,25.333007611334324
73,0,0.0011818624916486442,5.0,3.912370204925537,25.333007276058197
73,1,0.0011818624916486442,5.0,3.912370204925537,25.333007909357548
73,2,0.0011818624916486442,5.0,3.912370204925537,25.333008393645287
73,3,0.0011818624916486442,5.0,3.912370204925537,25.333006903529167
73,4,0.0011818624916486442,5.0,3.912370204925537,25.333007760345936
73,5,0.0011820144815525662,5.0,3.912370204925537,25.333008877933025
73,6,0.00118209693270425,5.0,3.912370204925537,25.333006791770458
74,0,0.0011818624916486442,5.0,3.912370204925537,25.333008728921413
74,1,0.0011818624916486442,5.0,3.912370204925537,25.333007760345936
74,2,0.0011818624916486442,5.0,3.912370204925537,25.333007723093033
74,3,0.0011818624916486442,5.0,3.912370204925537,25.333007127046585
74,4,0.00118209693270425,5.0,3.912370204925537,25.333006791770458
74,5,0.0011818624916486442,5.0,3.912370204925537,25.33300779759884
74,6,0.0011818624916486442,5.0,3.912370204925537,25.3330073133111
75,0,0.0011820144815525662,5.0,3.912370204925537,25.333009101450443
75,1,0.0011818624916486442,5.0,3.912370204925537,25.333007462322712
75,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
75,3,0.0011818624916486442,5.0,3.912370204925537,25.333008468151093
75,4,0.0011818624916486442,5.0,3.912370204925537,25.33300831913948
75,5,0.0011818624916486442,5.0,3.912370204925537,25.333008654415607
75,6,0.0011818624916486442,5.0,3.912370204925537,25.3330085426569
76,0,0.0011818624916486442,5.0,3.912370204925537,25.333008095622063
76,1,0.0011818624916486442,5.0,3.912370204925537,25.333008617162704
76,2,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
76,3,0.0011818624916486442,5.0,3.912370204925537,25.33300757408142
76,4,0.0011818624916486442,5.0,3.912370204925537,25.333007760345936
76,5,0.0011818624916486442,5.0,3.912370204925537,25.33300768584013
76,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
77,0,0.0011820144815525662,5.0,3.912370204925537,25.333008840680122
77,1,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
77,2,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
77,3,0.0011818624916486442,5.0,3.912370204925537,25.33300768584013
77,4,0.0011818624916486442,5.0,3.912370204925537,25.3330085799098
77,5,0.0011818624916486442,5.0,3.912370204925537,25.333008728921413
77,6,0.0011818624916486442,5.0,3.912370204925537,25.333008505403996
78,0,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
78,1,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
78,2,0.0011818624916486442,5.0,3.912370204925537,25.33300794661045
78,3,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
78,4,0.0011818624916486442,5.0,3.912370204925537,25.333008021116257
78,5,0.0011818624916486442,5.0,3.912370204925537,25.333008095622063
78,6,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
79,0,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
79,1,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
79,2,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
79,3,0.0011818624916486442,5.0,3.912370204925537,25.33300794661045
79,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
79,5,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
79,6,0.0011818624916486442,5.0,3.912370204925537,25.333008393645287
80,0,0.0011818624916486442,5.0,3.912370204925537,25.333008393645287
80,1,0.0011818624916486442,5.0,3.912370204925537,25.333007983863354
80,2,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
80,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
80,4,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
80,5,0.0011818624916486442,5.0,3.912370204925537,25.333008021116257
80,6,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
81,0,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
81,1,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
81,2,0.0011818624916486442,5.0,3.912370204925537,25.33300843089819
81,3,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
81,4,0.0011818624916486442,5.0,3.912370204925537,25.33300831913948
81,5,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
81,6,0.0011818624916486442,5.0,3.912370204925537,25.33300843089819
82,0,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
82,1,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
82,2,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
82,3,0.0011818624916486442,5.0,3.912370204925537,25.33300831913948
82,4,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
82,5,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
82,6,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
83,0,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
83,1,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
83,2,0.0011818624916486442,5.0,3.912370204925537,25.33300831913948
83,3,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
83,4,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
83,5,0.0011818624916486442,5.0,3.912370204925537,25.333008281886578
83,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
84,0,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
84,1,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
84,2,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
84,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
84,4,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
84,5,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
84,6,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
85,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
85,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
85,2,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
85,3,0.0011818624916486442,5.0,3.912370204925537,25.333008095622063
85,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
85,5,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
85,6,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
86,0,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
86,1,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
86,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
86,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
86,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
86,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
86,6,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
87,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
87,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
87,2,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
87,3,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
87,4,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
87,5,0.0011818624916486442,5.0,3.912370204925537,25.333008244633675
87,6,0.0011818624916486442,5.0,3.912370204925537,25.33300820738077
88,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
88,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
88,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
88,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
88,4,0.0011818624916486442,5.0,3.912370204925537,25.333008132874966
88,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
88,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
89,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
90,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
91,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
92,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
93,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
94,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,0,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,1,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,2,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,3,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,4,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,5,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
95,6,0.0011818624916486442,5.0,3.912370204925537,25.33300817012787
