root_seed,key_mode,fraction,mask_index,output_cosine,identity,key_cosine,dropped_units
51001,shuffled,0.25,4,0.8257828187703984,0.34,0.7313541858967249,12
51001,shuffled,0.25,5,0.8105012478160232,0.38,0.732004751728657,12
51001,shuffled,0.25,6,0.8626535943419832,0.34,0.7601983859193993,12
51001,shuffled,0.25,7,0.8479814725210426,0.32,0.7474367434288132,12
51001,shuffled,0.25,8,0.814905554849311,0.44,0.6869243375188898,12
51001,shuffled,0.25,9,0.7596110536366993,0.3,0.6859467525290479,12
51001,shuffled,0.25,10,0.829684902044404,0.28,0.7298469926508708,12
51001,shuffled,0.25,11,0.8355282357397675,0.28,0.6960360677852003,12
51001,shuffled,0.5,0,0.7007819419533221,0.34,0.6017584664803582,25
51001,shuffled,0.5,1,0.44887323980506777,0.08,0.5064023130965541,25
51001,shuffled,0.5,2,0.6706758485545679,0.22,0.5530670153945146,25
51001,shuffled,0.5,3,0.6045819879740166,0.12,0.519128339679122,25
51001,shuffled,0.5,4,0.4905843827566427,0.16,0.5117075834392146,25
51001,shuffled,0.5,5,0.6798274582195707,0.18,0.5468981751905776,25
51001,shuffled,0.5,6,0.7464727977238154,0.26,0.5922935744771984,25
51001,shuffled,0.5,7,0.6190904057112896,0.28,0.6096876881374516,25
51001,shuffled,0.5,8,0.7673344770831061,0.18,0.5238159615099914,25
51001,shuffled,0.5,9,0.7131702364248029,0.22,0.5351152225697233,25
51001,shuffled,0.5,10,0.6632170674222874,0.14,0.48676916847311863,25
51001,shuffled,0.5,11,0.5792280913792566,0.2,0.5682075910586692,25
51001,shuffled,0.75,0,0.6118667878756695,0.12,0.4846886911048155,38
51001,shuffled,0.75,1,0.5073589365106019,0.1,0.4461324222491664,38
51001,shuffled,0.75,2,0.44933828902350953,0.04,0.4831335393455059,38
51001,shuffled,0.75,3,0.49742529662735824,0.06,0.35415907615522957,38
51001,shuffled,0.75,4,0.4204596764450216,0.04,0.4602068199248499,38
51001,shuffled,0.75,5,0.395938464791144,0.1,0.40083692121037556,38
51001,shuffled,0.75,6,0.40724997941724,0.06,0.33207473361312984,38
51001,shuffled,0.75,7,0.3727371302923706,0.06,0.43496811207569436,38
51001,shuffled,0.75,8,0.47626216486463546,0.08,0.5017234082996987,38
51001,shuffled,0.75,9,0.5212510875644508,0.1,0.4631975905193061,38
51001,shuffled,0.75,10,0.5668883047019019,0.08,0.4361030479262923,38
51001,shuffled,0.75,11,0.6013149481818071,0.06,0.44083456918656766,38
51001,shuffled,0.9,0,0.3722013548619671,0.02,0.44259166675767764,45
51001,shuffled,0.9,1,0.27909468750718164,0.02,0.35705985215347696,45
51001,shuffled,0.9,2,0.41641353887083427,0.06,0.43869935488652834,45
51001,shuffled,0.9,3,0.39661261920585905,0.02,0.36561155834720904,45
51001,shuffled,0.9,4,0.37133251308686127,0.0,0.3978701352027912,45
51001,shuffled,0.9,5,0.3201732528277528,0.0,0.3594368814656589,45
51001,shuffled,0.9,6,0.3905433021296645,0.08,0.39178466467099027,45
51001,shuffled,0.9,7,0.31451210627467907,0.02,0.4078177179151982,45
51001,shuffled,0.9,8,0.3931234611071156,0.08,0.3931494633783579,45
51001,shuffled,0.9,9,0.38404631876707923,0.02,0.43147418031599666,45
51001,shuffled,0.9,10,0.27903616197285225,0.08,0.3160597340812132,45
51001,shuffled,0.9,11,0.3882114229841054,0.04,0.39037774799718117,45
51001,dense,0.0,0,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,1,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,2,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,3,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,4,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,5,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,6,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,7,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,8,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,9,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,10,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.0,11,0.21727860975099886,0.02,0.9999999999999999,0
51001,dense,0.25,0,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,1,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,2,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,3,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,4,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,5,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,6,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,7,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,8,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,9,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,10,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.25,11,0.21727860975099886,0.02,0.9999999999999999,12
51001,dense,0.5,0,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,1,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,2,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,3,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,4,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,5,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,6,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,7,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,8,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,9,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,10,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.5,11,0.21727860975099886,0.02,0.9999999999999999,25
51001,dense,0.75,0,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,1,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,2,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,3,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,4,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,5,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,6,0.21727860975099886,0.02,0.9999999999999999,38
51001,dense,0.75,7,0.21727860975099886,0.02,0.9999999999999999,38
