rule,seed,capacity,plasticity_label,ae_validation_mse,clean_pair_accuracy,degraded_pair_accuracy,collision_rate,recruitment_fraction,fraction_spatial,fraction_cue-general,fraction_cue-specific,fraction_mixed,fraction_neutral
base,53009,90,Instructive-driven,2.7569411642502928e-08,0.2777777777777778,0.10555555555555556,0.8888888888888888,0.22,0.88,0.0,0.0,0.12,0.0
base,53010,1,Instructive-driven,7.76252093714902e-08,1.0,1.0,0.0,0.04,0.46,0.0,0.0,0.4,0.14
base,53010,2,Instructive-driven,7.76252093714902e-08,1.0,0.875,0.0,0.06,0.64,0.0,0.0,0.24,0.12
base,53010,3,Instructive-driven,7.76252093714902e-08,1.0,0.75,0.0,0.08,0.86,0.0,0.0,0.08,0.06
base,53010,4,Instructive-driven,7.76252093714902e-08,1.0,0.4375,0.0,0.12,0.9,0.0,0.0,0.08,0.02
base,53010,5,Instructive-driven,7.76252093714902e-08,1.0,0.4,0.0,0.14,0.9,0.0,0.0,0.08,0.02
base,53010,6,Instructive-driven,7.76252093714902e-08,1.0,0.2916666666666667,0.0,0.16,0.84,0.0,0.0,0.12,0.04
base,53010,7,Instructive-driven,7.76252093714902e-08,1.0,0.21428571428571427,0.0,0.18,0.86,0.0,0.0,0.12,0.02
base,53010,8,Instructive-driven,7.76252093714902e-08,0.875,0.21875,0.0,0.18,0.84,0.0,0.0,0.14,0.02
base,53010,9,Instructive-driven,7.76252093714902e-08,0.8888888888888888,0.2222222222222222,0.0,0.18,0.84,0.0,0.0,0.12,0.04
base,53010,10,Instructive-driven,7.76252093714902e-08,0.7,0.2,0.0,0.2,0.84,0.0,0.0,0.14,0.02
base,53010,11,Instructive-driven,7.76252093714902e-08,0.9090909090909091,0.3181818181818182,0.0,0.22,0.86,0.0,0.0,0.12,0.02
base,53010,12,Instructive-driven,7.76252093714902e-08,0.6666666666666666,0.25,0.0,0.24,0.86,0.0,0.0,0.12,0.02
base,53010,13,Instructive-driven,7.76252093714902e-08,0.6153846153846154,0.15384615384615385,0.0,0.26,0.88,0.0,0.0,0.12,0.0
base,53010,14,Instructive-driven,7.76252093714902e-08,0.5,0.19642857142857142,0.0,0.28,0.88,0.0,0.0,0.12,0.0
base,53010,15,Instructive-driven,7.76252093714902e-08,0.6666666666666666,0.16666666666666666,0.0,0.3,0.88,0.0,0.0,0.12,0.0
base,53010,16,Instructive-driven,7.76252093714902e-08,0.875,0.265625,0.0,0.32,0.86,0.0,0.0,0.12,0.02
base,53010,17,Instructive-driven,7.76252093714902e-08,0.8823529411764706,0.3382352941176471,0.05882352941176472,0.32,0.86,0.0,0.0,0.14,0.0
base,53010,18,Instructive-driven,7.76252093714902e-08,0.7777777777777778,0.2361111111111111,0.11111111111111116,0.32,0.86,0.0,0.0,0.14,0.0
base,53010,19,Instructive-driven,7.76252093714902e-08,0.631578947368421,0.23684210526315788,0.10526315789473684,0.32,0.86,0.0,0.0,0.14,0.0
base,53010,20,Instructive-driven,7.76252093714902e-08,0.5,0.125,0.15000000000000002,0.32,0.88,0.0,0.0,0.12,0.0
base,53010,21,Instructive-driven,7.76252093714902e-08,0.42857142857142855,0.15476190476190477,0.1428571428571429,0.32,0.88,0.0,0.0,0.1,0.02
base,53010,22,Instructive-driven,7.76252093714902e-08,0.36363636363636365,0.125,0.13636363636363635,0.34,0.92,0.0,0.0,0.06,0.02
base,53010,23,Instructive-driven,7.76252093714902e-08,0.6956521739130435,0.17391304347826086,0.13043478260869568,0.34,0.86,0.0,0.0,0.14,0.0
base,53010,24,Instructive-driven,7.76252093714902e-08,0.4583333333333333,0.16666666666666666,0.125,0.36,0.86,0.0,0.0,0.12,0.02
base,53010,25,Instructive-driven,7.76252093714902e-08,0.44,0.17,0.12,0.38,0.86,0.0,0.0,0.12,0.02
base,53010,26,Instructive-driven,7.76252093714902e-08,0.5769230769230769,0.19230769230769232,0.11538461538461542,0.4,0.86,0.0,0.0,0.14,0.0
base,53010,27,Instructive-driven,7.76252093714902e-08,0.48148148148148145,0.21296296296296297,0.14814814814814814,0.4,0.86,0.0,0.0,0.12,0.02
base,53010,28,Instructive-driven,7.76252093714902e-08,0.4642857142857143,0.22321428571428573,0.1428571428571429,0.4,0.86,0.0,0.0,0.14,0.0
base,53010,29,Instructive-driven,7.76252093714902e-08,0.5517241379310345,0.27586206896551724,0.1724137931034483,0.4,0.86,0.0,0.0,0.14,0.0
base,53010,30,Instructive-driven,7.76252093714902e-08,0.4,0.15833333333333333,0.19999999999999996,0.4,0.86,0.0,0.0,0.14,0.0
base,53010,31,Instructive-driven,7.76252093714902e-08,0.3870967741935484,0.1693548387096774,0.22580645161290325,0.4,0.84,0.0,0.0,0.16,0.0
base,53010,32,Instructive-driven,7.76252093714902e-08,0.53125,0.1796875,0.25,0.4,0.82,0.0,0.0,0.18,0.0
base,53010,33,Instructive-driven,7.76252093714902e-08,0.42424242424242425,0.1590909090909091,0.2727272727272727,0.4,0.84,0.0,0.0,0.16,0.0
base,53010,34,Instructive-driven,7.76252093714902e-08,0.4411764705882353,0.16911764705882354,0.2941176470588235,0.4,0.82,0.0,0.0,0.18,0.0
base,53010,35,Instructive-driven,7.76252093714902e-08,0.5142857142857142,0.3,0.3142857142857143,0.4,0.84,0.0,0.0,0.16,0.0
base,53010,36,Instructive-driven,7.76252093714902e-08,0.5277777777777778,0.24305555555555555,0.33333333333333337,0.4,0.8,0.0,0.0,0.2,0.0
base,53010,37,Instructive-driven,7.76252093714902e-08,0.35135135135135137,0.10135135135135136,0.32432432432432434,0.4,0.82,0.0,0.0,0.18,0.0
base,53010,38,Instructive-driven,7.76252093714902e-08,0.42105263157894735,0.09868421052631579,0.3157894736842105,0.4,0.82,0.0,0.0,0.18,0.0
base,53010,39,Instructive-driven,7.76252093714902e-08,0.358974358974359,0.08333333333333333,0.3076923076923077,0.4,0.84,0.0,0.0,0.16,0.0
base,53010,40,Instructive-driven,7.76252093714902e-08,0.35,0.0875,0.32499999999999996,0.4,0.84,0.0,0.0,0.16,0.0
base,53010,41,Instructive-driven,7.76252093714902e-08,0.5121951219512195,0.09146341463414634,0.3414634146341463,0.4,0.82,0.0,0.0,0.18,0.0
base,53010,42,Instructive-driven,7.76252093714902e-08,0.42857142857142855,0.11904761904761904,0.3571428571428571,0.4,0.82,0.0,0.0,0.18,0.0
base,53010,43,Instructive-driven,7.76252093714902e-08,0.3953488372093023,0.12790697674418605,0.34883720930232553,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,44,Instructive-driven,7.76252093714902e-08,0.4318181818181818,0.13636363636363635,0.34090909090909094,0.42,0.84,0.0,0.0,0.16,0.0
base,53010,45,Instructive-driven,7.76252093714902e-08,0.3111111111111111,0.03333333333333333,0.3555555555555555,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,46,Instructive-driven,7.76252093714902e-08,0.2826086956521739,0.03804347826086957,0.3695652173913043,0.42,0.84,0.0,0.0,0.16,0.0
base,53010,47,Instructive-driven,7.76252093714902e-08,0.2553191489361702,0.047872340425531915,0.3829787234042553,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,48,Instructive-driven,7.76252093714902e-08,0.3333333333333333,0.09375,0.39583333333333337,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,49,Instructive-driven,7.76252093714902e-08,0.32653061224489793,0.11224489795918367,0.40816326530612246,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,50,Instructive-driven,7.76252093714902e-08,0.26,0.08,0.42000000000000004,0.42,0.84,0.0,0.0,0.16,0.0
base,53010,51,Instructive-driven,7.76252093714902e-08,0.23529411764705882,0.03431372549019608,0.4117647058823529,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,52,Instructive-driven,7.76252093714902e-08,0.28846153846153844,0.057692307692307696,0.40384615384615385,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,53,Instructive-driven,7.76252093714902e-08,0.2830188679245283,0.07547169811320754,0.39622641509433965,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,54,Instructive-driven,7.76252093714902e-08,0.35185185185185186,0.06481481481481481,0.38888888888888884,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,55,Instructive-driven,7.76252093714902e-08,0.32727272727272727,0.05909090909090909,0.4,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,56,Instructive-driven,7.76252093714902e-08,0.4107142857142857,0.07589285714285714,0.4107142857142857,0.42,0.86,0.0,0.0,0.14,0.0
base,53010,57,Instructive-driven,7.76252093714902e-08,0.5964912280701754,0.14035087719298245,0.42105263157894735,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,58,Instructive-driven,7.76252093714902e-08,0.43103448275862066,0.08620689655172414,0.4137931034482759,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,59,Instructive-driven,7.76252093714902e-08,0.559322033898305,0.13559322033898305,0.423728813559322,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,60,Instructive-driven,7.76252093714902e-08,0.48333333333333334,0.12083333333333333,0.41666666666666663,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,61,Instructive-driven,7.76252093714902e-08,0.5081967213114754,0.13114754098360656,0.42622950819672134,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,62,Instructive-driven,7.76252093714902e-08,0.6290322580645161,0.16129032258064516,0.4193548387096774,0.42,0.84,0.0,0.0,0.16,0.0
base,53010,63,Instructive-driven,7.76252093714902e-08,0.6825396825396826,0.1626984126984127,0.4285714285714286,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,64,Instructive-driven,7.76252093714902e-08,0.578125,0.1171875,0.421875,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,65,Instructive-driven,7.76252093714902e-08,0.5846153846153846,0.23076923076923078,0.41538461538461535,0.42,0.82,0.0,0.0,0.18,0.0
base,53010,66,Instructive-driven,7.76252093714902e-08,0.6818181818181818,0.22727272727272727,0.40909090909090906,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,67,Instructive-driven,7.76252093714902e-08,0.6417910447761194,0.2835820895522388,0.4029850746268657,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,68,Instructive-driven,7.76252093714902e-08,0.5147058823529411,0.16544117647058823,0.4117647058823529,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,69,Instructive-driven,7.76252093714902e-08,0.391304347826087,0.15217391304347827,0.42028985507246375,0.44,0.86,0.0,0.0,0.12,0.02
base,53010,70,Instructive-driven,7.76252093714902e-08,0.4142857142857143,0.10714285714285714,0.4285714285714286,0.44,0.86,0.0,0.0,0.14,0.0
base,53010,71,Instructive-driven,7.76252093714902e-08,0.4084507042253521,0.13380281690140844,0.43661971830985913,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,72,Instructive-driven,7.76252093714902e-08,0.2916666666666667,0.08333333333333333,0.4444444444444444,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,73,Instructive-driven,7.76252093714902e-08,0.2054794520547945,0.0684931506849315,0.452054794520548,0.44,0.86,0.0,0.0,0.14,0.0
base,53010,74,Instructive-driven,7.76252093714902e-08,0.20270270270270271,0.07432432432432433,0.45945945945945943,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,75,Instructive-driven,7.76252093714902e-08,0.21333333333333335,0.06666666666666667,0.4666666666666667,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,76,Instructive-driven,7.76252093714902e-08,0.2236842105263158,0.07894736842105263,0.4736842105263158,0.44,0.84,0.0,0.0,0.16,0.0
base,53010,77,Instructive-driven,7.76252093714902e-08,0.2077922077922078,0.07467532467532467,0.4675324675324676,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,78,Instructive-driven,7.76252093714902e-08,0.19230769230769232,0.05128205128205128,0.47435897435897434,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,79,Instructive-driven,7.76252093714902e-08,0.17721518987341772,0.03481012658227848,0.4683544303797469,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,80,Instructive-driven,7.76252093714902e-08,0.25,0.078125,0.475,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,81,Instructive-driven,7.76252093714902e-08,0.2839506172839506,0.09567901234567901,0.4814814814814815,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,82,Instructive-driven,7.76252093714902e-08,0.32926829268292684,0.09451219512195122,0.4878048780487805,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,83,Instructive-driven,7.76252093714902e-08,0.24096385542168675,0.08734939759036145,0.49397590361445787,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,84,Instructive-driven,7.76252093714902e-08,0.25,0.08035714285714286,0.5,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,85,Instructive-driven,7.76252093714902e-08,0.21176470588235294,0.07058823529411765,0.5058823529411764,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,86,Instructive-driven,7.76252093714902e-08,0.19767441860465115,0.07267441860465117,0.5116279069767442,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,87,Instructive-driven,7.76252093714902e-08,0.12643678160919541,0.04885057471264368,0.5172413793103448,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,88,Instructive-driven,7.76252093714902e-08,0.09090909090909091,0.05113636363636364,0.5227272727272727,0.46,0.84,0.0,0.0,0.16,0.0
base,53010,89,Instructive-driven,7.76252093714902e-08,0.12359550561797752,0.047752808988764044,0.5280898876404494,0.46,0.86,0.0,0.0,0.14,0.0
base,53010,90,Instructive-driven,7.76252093714902e-08,0.1,0.041666666666666664,0.5222222222222221,0.48,0.86,0.0,0.0,0.14,0.0
err2,53001,1,Error-driven,4.324848479342336e-09,1.0,1.0,0.0,0.16,0.88,0.0,0.0,0.12,0.0
err2,53001,2,Error-driven,4.324848479342336e-09,1.0,0.875,0.0,0.28,0.86,0.0,0.0,0.14,0.0
err2,53001,3,Error-driven,4.324848479342336e-09,1.0,0.5833333333333334,0.0,0.4,0.6,0.0,0.0,0.4,0.0
err2,53001,4,Error-driven,4.324848479342336e-09,0.75,0.3125,0.0,0.42,0.46,0.0,0.0,0.54,0.0
err2,53001,5,Error-driven,4.324848479342336e-09,0.8,0.6,0.0,0.46,0.3,0.0,0.0,0.7,0.0
err2,53001,6,Error-driven,4.324848479342336e-09,0.5,0.20833333333333334,0.0,0.5,0.3,0.0,0.0,0.7,0.0
err2,53001,7,Error-driven,4.324848479342336e-09,0.8571428571428571,0.10714285714285714,0.0,0.56,0.22,0.0,0.0,0.78,0.0
err2,53001,8,Error-driven,4.324848479342336e-09,0.625,0.0625,0.0,0.62,0.16,0.0,0.0,0.84,0.0
err2,53001,9,Error-driven,4.324848479342336e-09,0.7777777777777778,0.2222222222222222,0.0,0.62,0.18,0.0,0.0,0.82,0.0
err2,53001,10,Error-driven,4.324848479342336e-09,0.8,0.05,0.0,0.62,0.16,0.0,0.0,0.84,0.0
err2,53001,11,Error-driven,4.324848479342336e-09,0.6363636363636364,0.1590909090909091,0.0,0.66,0.18,0.0,0.0,0.82,0.0
err2,53001,12,Error-driven,4.324848479342336e-09,0.75,0.08333333333333333,0.0,0.68,0.18,0.0,0.0,0.82,0.0
err2,53001,13,Error-driven,4.324848479342336e-09,0.6923076923076923,0.057692307692307696,0.0,0.68,0.14,0.0,0.0,0.86,0.0
err2,53001,14,Error-driven,4.324848479342336e-09,0.5,0.03571428571428571,0.0,0.7,0.14,0.0,0.0,0.86,0.0
err2,53001,15,Error-driven,4.324848479342336e-09,0.6,0.05,0.0,0.72,0.16,0.0,0.0,0.84,0.0
err2,53001,16,Error-driven,4.324848479342336e-09,0.4375,0.046875,0.0,0.72,0.14,0.0,0.0,0.86,0.0
err2,53001,17,Error-driven,4.324848479342336e-09,0.9411764705882353,0.27941176470588236,0.0,0.72,0.12,0.0,0.0,0.88,0.0
err2,53001,18,Error-driven,4.324848479342336e-09,0.8333333333333334,0.3055555555555556,0.0,0.72,0.12,0.0,0.0,0.88,0.0
err2,53001,19,Error-driven,4.324848479342336e-09,0.8947368421052632,0.2631578947368421,0.0,0.74,0.1,0.0,0.0,0.9,0.0
err2,53001,20,Error-driven,4.324848479342336e-09,0.9,0.2,0.0,0.76,0.1,0.0,0.0,0.9,0.0
err2,53001,21,Error-driven,4.324848479342336e-09,0.8571428571428571,0.2857142857142857,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,22,Error-driven,4.324848479342336e-09,0.8636363636363636,0.36363636363636365,0.0,0.76,0.1,0.0,0.0,0.9,0.0
err2,53001,23,Error-driven,4.324848479342336e-09,0.8695652173913043,0.32608695652173914,0.0,0.76,0.1,0.0,0.0,0.9,0.0
err2,53001,24,Error-driven,4.324848479342336e-09,0.9583333333333334,0.3020833333333333,0.0,0.76,0.14,0.0,0.0,0.86,0.0
err2,53001,25,Error-driven,4.324848479342336e-09,0.72,0.27,0.0,0.76,0.1,0.0,0.0,0.9,0.0
err2,53001,26,Error-driven,4.324848479342336e-09,0.8076923076923077,0.2980769230769231,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,27,Error-driven,4.324848479342336e-09,0.9259259259259259,0.28703703703703703,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,28,Error-driven,4.324848479342336e-09,0.8928571428571429,0.29464285714285715,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,29,Error-driven,4.324848479342336e-09,0.9655172413793104,0.2672413793103448,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,30,Error-driven,4.324848479342336e-09,0.8666666666666667,0.25833333333333336,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,31,Error-driven,4.324848479342336e-09,0.967741935483871,0.28225806451612906,0.0,0.76,0.12,0.0,0.0,0.88,0.0
err2,53001,32,Error-driven,4.324848479342336e-09,0.875,0.25,0.0,0.78,0.12,0.0,0.0,0.88,0.0
err2,53001,33,Error-driven,4.324848479342336e-09,0.9090909090909091,0.30303030303030304,0.0,0.78,0.14,0.0,0.0,0.86,0.0
err2,53001,34,Error-driven,4.324848479342336e-09,0.9705882352941176,0.33088235294117646,0.0,0.78,0.06,0.0,0.0,0.94,0.0
err2,53001,35,Error-driven,4.324848479342336e-09,0.8,0.22857142857142856,0.0,0.78,0.12,0.0,0.0,0.88,0.0
err2,53001,36,Error-driven,4.324848479342336e-09,1.0,0.3263888888888889,0.0,0.78,0.06,0.0,0.0,0.94,0.0
err2,53001,37,Error-driven,4.324848479342336e-09,0.972972972972973,0.33783783783783783,0.0,0.78,0.1,0.0,0.0,0.9,0.0
err2,53001,38,Error-driven,4.324848479342336e-09,0.9736842105263158,0.2631578947368421,0.0,0.8,0.06,0.0,0.0,0.94,0.0
err2,53001,39,Error-driven,4.324848479342336e-09,0.9743589743589743,0.26282051282051283,0.0,0.82,0.12,0.0,0.0,0.88,0.0
err2,53001,40,Error-driven,4.324848479342336e-09,0.95,0.25625,0.0,0.82,0.16,0.0,0.0,0.84,0.0
err2,53001,41,Error-driven,4.324848479342336e-09,0.926829268292683,0.29878048780487804,0.0,0.82,0.04,0.0,0.0,0.96,0.0
err2,53001,42,Error-driven,4.324848479342336e-09,0.6666666666666666,0.18452380952380953,0.0,0.82,0.14,0.0,0.0,0.86,0.0
err2,53001,43,Error-driven,4.324848479342336e-09,0.9069767441860465,0.27906976744186046,0.0,0.82,0.1,0.0,0.0,0.9,0.0
err2,53001,44,Error-driven,4.324848479342336e-09,0.8636363636363636,0.26136363636363635,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,45,Error-driven,4.324848479342336e-09,0.9111111111111111,0.2777777777777778,0.0,0.84,0.08,0.0,0.0,0.92,0.0
err2,53001,46,Error-driven,4.324848479342336e-09,0.9130434782608695,0.33152173913043476,0.0,0.84,0.14,0.0,0.0,0.86,0.0
err2,53001,47,Error-driven,4.324848479342336e-09,0.8723404255319149,0.30319148936170215,0.0,0.84,0.12,0.0,0.0,0.88,0.0
err2,53001,48,Error-driven,4.324848479342336e-09,0.8541666666666666,0.2604166666666667,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,49,Error-driven,4.324848479342336e-09,0.9591836734693877,0.3163265306122449,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,50,Error-driven,4.324848479342336e-09,0.86,0.295,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,51,Error-driven,4.324848479342336e-09,0.8823529411764706,0.29901960784313725,0.0,0.84,0.12,0.0,0.0,0.88,0.0
err2,53001,52,Error-driven,4.324848479342336e-09,0.75,0.2403846153846154,0.0,0.84,0.12,0.0,0.0,0.88,0.0
err2,53001,53,Error-driven,4.324848479342336e-09,0.8301886792452831,0.25,0.0,0.84,0.16,0.0,0.0,0.84,0.0
err2,53001,54,Error-driven,4.324848479342336e-09,0.8148148148148148,0.25462962962962965,0.0,0.84,0.12,0.0,0.0,0.88,0.0
err2,53001,55,Error-driven,4.324848479342336e-09,0.7636363636363637,0.25,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,56,Error-driven,4.324848479342336e-09,0.8392857142857143,0.2544642857142857,0.0,0.84,0.08,0.0,0.0,0.92,0.0
err2,53001,57,Error-driven,4.324848479342336e-09,0.7192982456140351,0.20175438596491227,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,58,Error-driven,4.324848479342336e-09,0.7413793103448276,0.2629310344827586,0.0,0.84,0.14,0.0,0.0,0.86,0.0
err2,53001,59,Error-driven,4.324848479342336e-09,0.864406779661017,0.288135593220339,0.0,0.84,0.06,0.0,0.0,0.94,0.0
err2,53001,60,Error-driven,4.324848479342336e-09,0.7833333333333333,0.2625,0.0,0.84,0.08,0.0,0.0,0.92,0.0
err2,53001,61,Error-driven,4.324848479342336e-09,0.7704918032786885,0.1885245901639344,0.0,0.84,0.12,0.0,0.0,0.88,0.0
err2,53001,62,Error-driven,4.324848479342336e-09,0.7580645161290323,0.1975806451612903,0.0,0.84,0.1,0.0,0.0,0.9,0.0
err2,53001,63,Error-driven,4.324848479342336e-09,0.6666666666666666,0.19047619047619047,0.0,0.84,0.14,0.0,0.0,0.86,0.0
err2,53001,64,Error-driven,4.324848479342336e-09,0.765625,0.234375,0.0,0.84,0.12,0.0,0.0,0.88,0.0
err2,53001,65,Error-driven,4.324848479342336e-09,0.7076923076923077,0.21923076923076923,0.0,0.86,0.1,0.0,0.0,0.9,0.0
err2,53001,66,Error-driven,4.324848479342336e-09,0.6515151515151515,0.19318181818181818,0.0,0.86,0.1,0.0,0.0,0.9,0.0
err2,53001,67,Error-driven,4.324848479342336e-09,0.7164179104477612,0.20149253731343283,0.0,0.86,0.1,0.0,0.0,0.9,0.0
err2,53001,68,Error-driven,4.324848479342336e-09,0.6176470588235294,0.19117647058823528,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,69,Error-driven,4.324848479342336e-09,0.6521739130434783,0.20652173913043478,0.0,0.86,0.14,0.0,0.0,0.86,0.0
err2,53001,70,Error-driven,4.324848479342336e-09,0.6714285714285714,0.17857142857142858,0.0,0.86,0.14,0.0,0.0,0.86,0.0
err2,53001,71,Error-driven,4.324848479342336e-09,0.676056338028169,0.16549295774647887,0.0,0.86,0.16,0.0,0.0,0.84,0.0
err2,53001,72,Error-driven,4.324848479342336e-09,0.6805555555555556,0.19791666666666666,0.0,0.86,0.16,0.0,0.0,0.84,0.0
err2,53001,73,Error-driven,4.324848479342336e-09,0.726027397260274,0.2054794520547945,0.0,0.86,0.16,0.0,0.0,0.84,0.0
err2,53001,74,Error-driven,4.324848479342336e-09,0.6756756756756757,0.19932432432432431,0.0,0.86,0.14,0.0,0.0,0.86,0.0
err2,53001,75,Error-driven,4.324848479342336e-09,0.76,0.17666666666666667,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,76,Error-driven,4.324848479342336e-09,0.7236842105263158,0.17105263157894737,0.0,0.86,0.14,0.0,0.0,0.86,0.0
err2,53001,77,Error-driven,4.324848479342336e-09,0.7272727272727273,0.18181818181818182,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,78,Error-driven,4.324848479342336e-09,0.6923076923076923,0.16666666666666666,0.0,0.86,0.14,0.0,0.0,0.86,0.0
err2,53001,79,Error-driven,4.324848479342336e-09,0.6582278481012658,0.16455696202531644,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,80,Error-driven,4.324848479342336e-09,0.675,0.159375,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,81,Error-driven,4.324848479342336e-09,0.691358024691358,0.16666666666666666,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,82,Error-driven,4.324848479342336e-09,0.6707317073170732,0.15853658536585366,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,83,Error-driven,4.324848479342336e-09,0.6746987951807228,0.15963855421686746,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,84,Error-driven,4.324848479342336e-09,0.6904761904761905,0.16666666666666666,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,85,Error-driven,4.324848479342336e-09,0.7058823529411765,0.17058823529411765,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,86,Error-driven,4.324848479342336e-09,0.7325581395348837,0.17151162790697674,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,87,Error-driven,4.324848479342336e-09,0.7126436781609196,0.16954022988505746,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,88,Error-driven,4.324848479342336e-09,0.7386363636363636,0.19886363636363635,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,89,Error-driven,4.324848479342336e-09,0.7865168539325843,0.20786516853932585,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53001,90,Error-driven,4.324848479342336e-09,0.7666666666666667,0.20833333333333334,0.0,0.86,0.12,0.0,0.0,0.88,0.0
err2,53002,1,Error-driven,4.053712387985797e-08,0.0,0.0,0.0,0.16,0.82,0.02,0.0,0.16,0.0
err2,53002,2,Error-driven,4.053712387985797e-08,1.0,0.25,0.0,0.28,0.62,0.0,0.02,0.36,0.0
err2,53002,3,Error-driven,4.053712387985797e-08,0.6666666666666666,0.4166666666666667,0.0,0.38,0.54,0.0,0.02,0.44,0.0
err2,53002,4,Error-driven,4.053712387985797e-08,0.5,0.25,0.0,0.46,0.46,0.0,0.0,0.54,0.0
err2,53002,5,Error-driven,4.053712387985797e-08,1.0,0.5,0.0,0.5,0.32,0.0,0.0,0.68,0.0
err2,53002,6,Error-driven,4.053712387985797e-08,1.0,0.5,0.0,0.54,0.24,0.0,0.0,0.76,0.0
err2,53002,7,Error-driven,4.053712387985797e-08,1.0,0.32142857142857145,0.0,0.58,0.2,0.0,0.0,0.8,0.0
err2,53002,8,Error-driven,4.053712387985797e-08,0.75,0.28125,0.0,0.6,0.2,0.0,0.0,0.8,0.0
err2,53002,9,Error-driven,4.053712387985797e-08,1.0,0.3055555555555556,0.0,0.64,0.2,0.0,0.0,0.8,0.0
err2,53002,10,Error-driven,4.053712387985797e-08,0.7,0.2,0.0,0.68,0.16,0.0,0.0,0.84,0.0
err2,53002,11,Error-driven,4.053712387985797e-08,0.8181818181818182,0.22727272727272727,0.0,0.72,0.16,0.0,0.0,0.84,0.0
err2,53002,12,Error-driven,4.053712387985797e-08,0.75,0.3333333333333333,0.0,0.72,0.14,0.0,0.0,0.86,0.0
err2,53002,13,Error-driven,4.053712387985797e-08,0.6153846153846154,0.2692307692307692,0.0,0.74,0.12,0.0,0.0,0.88,0.0
err2,53002,14,Error-driven,4.053712387985797e-08,0.6428571428571429,0.30357142857142855,0.0,0.76,0.1,0.0,0.0,0.9,0.0
err2,53002,15,Error-driven,4.053712387985797e-08,0.6,0.2833333333333333,0.0,0.78,0.12,0.0,0.0,0.88,0.0
