rule,seed,capacity,plasticity_label,ae_validation_mse,clean_pair_accuracy,degraded_pair_accuracy,collision_rate,recruitment_fraction,fraction_spatial,fraction_cue-general,fraction_cue-specific,fraction_mixed,fraction_neutral
base,53005,66,Instructive-driven,1.9144694718420396e-09,0.3787878787878788,0.07196969696969698,0.9393939393939394,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,67,Instructive-driven,1.9144694718420396e-09,0.3283582089552239,0.11194029850746269,0.9402985074626866,0.08,0.88,0.0,0.0,0.04,0.08
base,53005,68,Instructive-driven,1.9144694718420396e-09,0.3235294117647059,0.13602941176470587,0.9411764705882353,0.08,0.86,0.0,0.0,0.08,0.06
base,53005,69,Instructive-driven,1.9144694718420396e-09,0.463768115942029,0.16666666666666666,0.9420289855072463,0.08,0.84,0.0,0.0,0.1,0.06
base,53005,70,Instructive-driven,1.9144694718420396e-09,0.4,0.15357142857142858,0.9428571428571428,0.08,0.84,0.0,0.0,0.1,0.06
base,53005,71,Instructive-driven,1.9144694718420396e-09,0.4507042253521127,0.15492957746478872,0.9436619718309859,0.08,0.86,0.0,0.0,0.08,0.06
base,53005,72,Instructive-driven,1.9144694718420396e-09,0.4027777777777778,0.1388888888888889,0.9444444444444444,0.08,0.86,0.0,0.0,0.06,0.08
base,53005,73,Instructive-driven,1.9144694718420396e-09,0.4246575342465753,0.13356164383561644,0.9452054794520548,0.08,0.84,0.0,0.0,0.08,0.08
base,53005,74,Instructive-driven,1.9144694718420396e-09,0.32432432432432434,0.0945945945945946,0.9459459459459459,0.08,0.88,0.0,0.0,0.04,0.08
base,53005,75,Instructive-driven,1.9144694718420396e-09,0.28,0.06666666666666667,0.9466666666666667,0.08,0.88,0.0,0.0,0.04,0.08
base,53005,76,Instructive-driven,1.9144694718420396e-09,0.42105263157894735,0.11513157894736842,0.9473684210526316,0.08,0.88,0.0,0.0,0.04,0.08
base,53005,77,Instructive-driven,1.9144694718420396e-09,0.36363636363636365,0.09090909090909091,0.948051948051948,0.08,0.86,0.0,0.0,0.08,0.06
base,53005,78,Instructive-driven,1.9144694718420396e-09,0.1794871794871795,0.0641025641025641,0.9487179487179487,0.08,0.88,0.0,0.0,0.08,0.04
base,53005,79,Instructive-driven,1.9144694718420396e-09,0.17721518987341772,0.056962025316455694,0.9493670886075949,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,80,Instructive-driven,1.9144694718420396e-09,0.2,0.0625,0.95,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,81,Instructive-driven,1.9144694718420396e-09,0.25925925925925924,0.06481481481481481,0.9506172839506173,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,82,Instructive-driven,1.9144694718420396e-09,0.24390243902439024,0.06097560975609756,0.9512195121951219,0.08,0.88,0.0,0.0,0.08,0.04
base,53005,83,Instructive-driven,1.9144694718420396e-09,0.2891566265060241,0.08433734939759036,0.9518072289156626,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,84,Instructive-driven,1.9144694718420396e-09,0.36904761904761907,0.08630952380952381,0.9523809523809523,0.08,0.88,0.0,0.0,0.08,0.04
base,53005,85,Instructive-driven,1.9144694718420396e-09,0.2823529411764706,0.052941176470588235,0.9529411764705882,0.08,0.88,0.0,0.0,0.04,0.08
base,53005,86,Instructive-driven,1.9144694718420396e-09,0.16279069767441862,0.046511627906976744,0.9534883720930233,0.08,0.88,0.0,0.0,0.04,0.08
base,53005,87,Instructive-driven,1.9144694718420396e-09,0.19540229885057472,0.05747126436781609,0.9540229885057472,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,88,Instructive-driven,1.9144694718420396e-09,0.18181818181818182,0.056818181818181816,0.9545454545454546,0.08,0.88,0.0,0.0,0.06,0.06
base,53005,89,Instructive-driven,1.9144694718420396e-09,0.19101123595505617,0.06460674157303371,0.9438202247191011,0.1,0.88,0.0,0.0,0.06,0.06
base,53005,90,Instructive-driven,1.9144694718420396e-09,0.25555555555555554,0.06944444444444445,0.9444444444444444,0.1,0.88,0.0,0.0,0.06,0.06
base,53006,1,Instructive-driven,4.943428777437475e-08,1.0,1.0,0.0,0.04,0.44,0.0,0.0,0.32,0.24
base,53006,2,Instructive-driven,4.943428777437475e-08,1.0,0.875,0.0,0.08,0.72,0.0,0.0,0.18,0.1
base,53006,3,Instructive-driven,4.943428777437475e-08,1.0,0.8333333333333334,0.0,0.1,0.9,0.0,0.0,0.1,0.0
base,53006,4,Instructive-driven,4.943428777437475e-08,1.0,0.6875,0.0,0.1,0.9,0.0,0.0,0.1,0.0
base,53006,5,Instructive-driven,4.943428777437475e-08,1.0,0.45,0.0,0.12,0.9,0.0,0.0,0.1,0.0
base,53006,6,Instructive-driven,4.943428777437475e-08,1.0,0.4583333333333333,0.16666666666666663,0.12,0.88,0.0,0.0,0.12,0.0
base,53006,7,Instructive-driven,4.943428777437475e-08,1.0,0.39285714285714285,0.1428571428571429,0.14,0.86,0.0,0.0,0.12,0.02
base,53006,8,Instructive-driven,4.943428777437475e-08,1.0,0.4375,0.125,0.14,0.92,0.0,0.0,0.04,0.04
base,53006,9,Instructive-driven,4.943428777437475e-08,1.0,0.6111111111111112,0.2222222222222222,0.14,0.94,0.0,0.0,0.06,0.0
base,53006,10,Instructive-driven,4.943428777437475e-08,0.9,0.525,0.30000000000000004,0.14,0.92,0.0,0.0,0.06,0.02
base,53006,11,Instructive-driven,4.943428777437475e-08,0.7272727272727273,0.18181818181818182,0.36363636363636365,0.14,0.9,0.0,0.0,0.1,0.0
base,53006,12,Instructive-driven,4.943428777437475e-08,0.4166666666666667,0.14583333333333334,0.41666666666666663,0.14,0.92,0.0,0.0,0.06,0.02
base,53006,13,Instructive-driven,4.943428777437475e-08,0.6923076923076923,0.11538461538461539,0.46153846153846156,0.14,0.9,0.0,0.0,0.08,0.02
base,53006,14,Instructive-driven,4.943428777437475e-08,0.5714285714285714,0.05357142857142857,0.5,0.14,0.92,0.0,0.0,0.06,0.02
base,53006,15,Instructive-driven,4.943428777437475e-08,0.7333333333333333,0.21666666666666667,0.5333333333333333,0.14,0.92,0.0,0.0,0.08,0.0
base,53006,16,Instructive-driven,4.943428777437475e-08,0.625,0.15625,0.5625,0.14,0.94,0.0,0.0,0.04,0.02
base,53006,17,Instructive-driven,4.943428777437475e-08,0.6470588235294118,0.27941176470588236,0.5294117647058824,0.14,0.92,0.0,0.0,0.08,0.0
base,53006,18,Instructive-driven,4.943428777437475e-08,0.7777777777777778,0.1388888888888889,0.5555555555555556,0.14,0.92,0.0,0.0,0.08,0.0
base,53006,19,Instructive-driven,4.943428777437475e-08,0.5789473684210527,0.18421052631578946,0.5789473684210527,0.14,0.94,0.0,0.0,0.06,0.0
base,53006,20,Instructive-driven,4.943428777437475e-08,0.7,0.1875,0.55,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,21,Instructive-driven,4.943428777437475e-08,0.42857142857142855,0.2261904761904762,0.5714285714285714,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,22,Instructive-driven,4.943428777437475e-08,0.3181818181818182,0.1590909090909091,0.5909090909090908,0.16,0.92,0.0,0.0,0.04,0.04
base,53006,23,Instructive-driven,4.943428777437475e-08,0.17391304347826086,0.08695652173913043,0.6086956521739131,0.16,0.94,0.0,0.0,0.06,0.0
base,53006,24,Instructive-driven,4.943428777437475e-08,0.25,0.11458333333333333,0.625,0.16,0.94,0.0,0.0,0.06,0.0
base,53006,25,Instructive-driven,4.943428777437475e-08,0.4,0.13,0.64,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,26,Instructive-driven,4.943428777437475e-08,0.23076923076923078,0.08653846153846154,0.6153846153846154,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,27,Instructive-driven,4.943428777437475e-08,0.25925925925925924,0.1111111111111111,0.6296296296296297,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,28,Instructive-driven,4.943428777437475e-08,0.42857142857142855,0.09821428571428571,0.6428571428571428,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,29,Instructive-driven,4.943428777437475e-08,0.2413793103448276,0.1206896551724138,0.6206896551724138,0.16,0.94,0.0,0.0,0.04,0.02
base,53006,30,Instructive-driven,4.943428777437475e-08,0.3333333333333333,0.08333333333333333,0.6333333333333333,0.16,0.94,0.0,0.0,0.02,0.04
base,53006,31,Instructive-driven,4.943428777437475e-08,0.2903225806451613,0.08064516129032258,0.6129032258064516,0.18,0.92,0.0,0.0,0.06,0.02
base,53006,32,Instructive-driven,4.943428777437475e-08,0.21875,0.0859375,0.625,0.18,0.94,0.0,0.0,0.06,0.0
base,53006,33,Instructive-driven,4.943428777437475e-08,0.30303030303030304,0.08333333333333333,0.6060606060606061,0.2,0.94,0.0,0.0,0.04,0.02
base,53006,34,Instructive-driven,4.943428777437475e-08,0.8235294117647058,0.2867647058823529,0.6176470588235294,0.2,0.88,0.0,0.0,0.1,0.02
base,53006,35,Instructive-driven,4.943428777437475e-08,0.8857142857142857,0.32142857142857145,0.6285714285714286,0.2,0.92,0.0,0.0,0.06,0.02
base,53006,36,Instructive-driven,4.943428777437475e-08,0.6388888888888888,0.1875,0.6388888888888888,0.2,0.9,0.0,0.0,0.1,0.0
base,53006,37,Instructive-driven,4.943428777437475e-08,0.4864864864864865,0.16216216216216217,0.6486486486486487,0.2,0.92,0.0,0.0,0.06,0.02
base,53006,38,Instructive-driven,4.943428777437475e-08,0.47368421052631576,0.125,0.6578947368421053,0.2,0.92,0.0,0.0,0.08,0.0
base,53006,39,Instructive-driven,4.943428777437475e-08,0.358974358974359,0.08974358974358974,0.6666666666666667,0.2,0.92,0.0,0.0,0.08,0.0
base,53006,40,Instructive-driven,4.943428777437475e-08,0.25,0.06875,0.675,0.2,0.94,0.0,0.0,0.04,0.02
base,53006,41,Instructive-driven,4.943428777437475e-08,0.2926829268292683,0.13414634146341464,0.6829268292682926,0.2,0.92,0.0,0.0,0.06,0.02
base,53006,42,Instructive-driven,4.943428777437475e-08,0.3333333333333333,0.06547619047619048,0.6904761904761905,0.2,0.94,0.0,0.0,0.04,0.02
base,53006,43,Instructive-driven,4.943428777437475e-08,0.32558139534883723,0.06395348837209303,0.6976744186046512,0.2,0.94,0.0,0.0,0.02,0.04
base,53006,44,Instructive-driven,4.943428777437475e-08,0.2727272727272727,0.11931818181818182,0.7045454545454546,0.2,0.94,0.0,0.0,0.06,0.0
base,53006,45,Instructive-driven,4.943428777437475e-08,0.28888888888888886,0.1,0.7111111111111111,0.2,0.94,0.0,0.0,0.06,0.0
base,53006,46,Instructive-driven,4.943428777437475e-08,0.32608695652173914,0.11413043478260869,0.7173913043478262,0.2,0.94,0.0,0.0,0.06,0.0
base,53006,47,Instructive-driven,4.943428777437475e-08,0.5319148936170213,0.13829787234042554,0.7021276595744681,0.2,0.92,0.0,0.0,0.08,0.0
base,53006,48,Instructive-driven,4.943428777437475e-08,0.4583333333333333,0.08854166666666667,0.7083333333333333,0.2,0.92,0.0,0.0,0.08,0.0
base,53006,49,Instructive-driven,4.943428777437475e-08,0.42857142857142855,0.10204081632653061,0.6938775510204082,0.22,0.9,0.0,0.0,0.1,0.0
base,53006,50,Instructive-driven,4.943428777437475e-08,0.48,0.1,0.7,0.22,0.92,0.0,0.0,0.08,0.0
base,53006,51,Instructive-driven,4.943428777437475e-08,0.2549019607843137,0.10294117647058823,0.7058823529411764,0.22,0.92,0.0,0.0,0.08,0.0
base,53006,52,Instructive-driven,4.943428777437475e-08,0.2692307692307692,0.11538461538461539,0.7115384615384616,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,53,Instructive-driven,4.943428777437475e-08,0.18867924528301888,0.07075471698113207,0.7169811320754718,0.22,0.94,0.0,0.0,0.04,0.02
base,53006,54,Instructive-driven,4.943428777437475e-08,0.16666666666666666,0.08333333333333333,0.7222222222222222,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,55,Instructive-driven,4.943428777437475e-08,0.23636363636363636,0.07272727272727272,0.7272727272727273,0.22,0.88,0.0,0.0,0.12,0.0
base,53006,56,Instructive-driven,4.943428777437475e-08,0.35714285714285715,0.12946428571428573,0.7321428571428572,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,57,Instructive-driven,4.943428777437475e-08,0.2807017543859649,0.08771929824561403,0.736842105263158,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,58,Instructive-driven,4.943428777437475e-08,0.22413793103448276,0.0603448275862069,0.7241379310344828,0.22,0.94,0.0,0.0,0.04,0.02
base,53006,59,Instructive-driven,4.943428777437475e-08,0.1864406779661017,0.059322033898305086,0.728813559322034,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,60,Instructive-driven,4.943428777437475e-08,0.4666666666666667,0.1375,0.7333333333333334,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,61,Instructive-driven,4.943428777437475e-08,0.19672131147540983,0.08196721311475409,0.7377049180327868,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,62,Instructive-driven,4.943428777437475e-08,0.1935483870967742,0.07661290322580645,0.7419354838709677,0.22,0.9,0.0,0.0,0.1,0.0
base,53006,63,Instructive-driven,4.943428777437475e-08,0.20634920634920634,0.0873015873015873,0.746031746031746,0.22,0.94,0.0,0.0,0.06,0.0
base,53006,64,Instructive-driven,4.943428777437475e-08,0.171875,0.0546875,0.75,0.22,0.92,0.0,0.0,0.08,0.0
base,53006,65,Instructive-driven,4.943428777437475e-08,0.26153846153846155,0.12692307692307692,0.7538461538461538,0.22,0.9,0.0,0.0,0.1,0.0
base,53006,66,Instructive-driven,4.943428777437475e-08,0.3484848484848485,0.19318181818181818,0.7424242424242424,0.24,0.92,0.0,0.0,0.08,0.0
base,53006,67,Instructive-driven,4.943428777437475e-08,0.16417910447761194,0.041044776119402986,0.7462686567164178,0.24,0.92,0.0,0.0,0.08,0.0
base,53006,68,Instructive-driven,4.943428777437475e-08,0.3088235294117647,0.10294117647058823,0.75,0.24,0.92,0.0,0.0,0.08,0.0
base,53006,69,Instructive-driven,4.943428777437475e-08,0.3188405797101449,0.11594202898550725,0.7536231884057971,0.24,0.9,0.0,0.0,0.1,0.0
base,53006,70,Instructive-driven,4.943428777437475e-08,0.2714285714285714,0.08928571428571429,0.7571428571428571,0.24,0.88,0.0,0.0,0.12,0.0
base,53006,71,Instructive-driven,4.943428777437475e-08,0.2535211267605634,0.10915492957746478,0.7605633802816901,0.24,0.88,0.0,0.0,0.12,0.0
base,53006,72,Instructive-driven,4.943428777437475e-08,0.16666666666666666,0.08680555555555555,0.7638888888888888,0.24,0.88,0.0,0.0,0.12,0.0
base,53006,73,Instructive-driven,4.943428777437475e-08,0.2328767123287671,0.11986301369863013,0.7671232876712328,0.24,0.94,0.0,0.0,0.06,0.0
base,53006,74,Instructive-driven,4.943428777437475e-08,0.2702702702702703,0.09121621621621621,0.7702702702702703,0.24,0.94,0.0,0.0,0.06,0.0
base,53006,75,Instructive-driven,4.943428777437475e-08,0.2,0.09666666666666666,0.76,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,76,Instructive-driven,4.943428777437475e-08,0.18421052631578946,0.06578947368421052,0.7631578947368421,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,77,Instructive-driven,4.943428777437475e-08,0.3246753246753247,0.16883116883116883,0.7662337662337663,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,78,Instructive-driven,4.943428777437475e-08,0.28205128205128205,0.11858974358974358,0.7692307692307692,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,79,Instructive-driven,4.943428777437475e-08,0.27848101265822783,0.10126582278481013,0.7721518987341772,0.26,0.92,0.0,0.0,0.08,0.0
base,53006,80,Instructive-driven,4.943428777437475e-08,0.2,0.059375,0.7625,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,81,Instructive-driven,4.943428777437475e-08,0.2716049382716049,0.11419753086419752,0.7654320987654322,0.26,0.98,0.0,0.0,0.02,0.0
base,53006,82,Instructive-driven,4.943428777437475e-08,0.12195121951219512,0.06097560975609756,0.7682926829268293,0.26,0.88,0.0,0.0,0.12,0.0
base,53006,83,Instructive-driven,4.943428777437475e-08,0.20481927710843373,0.0783132530120482,0.7710843373493976,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,84,Instructive-driven,4.943428777437475e-08,0.27380952380952384,0.08035714285714286,0.7738095238095238,0.26,0.92,0.0,0.0,0.08,0.0
base,53006,85,Instructive-driven,4.943428777437475e-08,0.24705882352941178,0.09411764705882353,0.7764705882352941,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,86,Instructive-driven,4.943428777437475e-08,0.4069767441860465,0.12790697674418605,0.7790697674418605,0.26,0.88,0.0,0.0,0.12,0.0
base,53006,87,Instructive-driven,4.943428777437475e-08,0.26436781609195403,0.09770114942528736,0.7816091954022988,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,88,Instructive-driven,4.943428777437475e-08,0.2727272727272727,0.07102272727272728,0.7840909090909091,0.26,0.9,0.0,0.0,0.1,0.0
base,53006,89,Instructive-driven,4.943428777437475e-08,0.38202247191011235,0.14325842696629212,0.7865168539325843,0.26,0.92,0.0,0.0,0.08,0.0
base,53006,90,Instructive-driven,4.943428777437475e-08,0.28888888888888886,0.08333333333333333,0.7888888888888889,0.26,0.9,0.0,0.0,0.1,0.0
base,53007,1,Instructive-driven,1.523302017858441e-08,1.0,1.0,0.0,0.04,0.5,0.0,0.0,0.32,0.18
base,53007,2,Instructive-driven,1.523302017858441e-08,1.0,0.5,0.5,0.04,0.88,0.0,0.0,0.1,0.02
base,53007,3,Instructive-driven,1.523302017858441e-08,1.0,0.3333333333333333,0.33333333333333337,0.06,0.96,0.0,0.0,0.02,0.02
base,53007,4,Instructive-driven,1.523302017858441e-08,1.0,0.375,0.25,0.08,0.94,0.0,0.0,0.06,0.0
base,53007,5,Instructive-driven,1.523302017858441e-08,1.0,0.25,0.19999999999999996,0.1,0.9,0.0,0.0,0.1,0.0
base,53007,6,Instructive-driven,1.523302017858441e-08,0.8333333333333334,0.20833333333333334,0.16666666666666663,0.12,0.88,0.0,0.0,0.12,0.0
base,53007,7,Instructive-driven,1.523302017858441e-08,0.7142857142857143,0.17857142857142858,0.1428571428571429,0.14,0.92,0.0,0.0,0.08,0.0
base,53007,8,Instructive-driven,1.523302017858441e-08,0.75,0.15625,0.125,0.16,0.9,0.0,0.0,0.1,0.0
base,53007,9,Instructive-driven,1.523302017858441e-08,0.7777777777777778,0.25,0.2222222222222222,0.16,0.9,0.0,0.0,0.1,0.0
base,53007,10,Instructive-driven,1.523302017858441e-08,0.8,0.225,0.30000000000000004,0.16,0.92,0.0,0.0,0.08,0.0
base,53007,11,Instructive-driven,1.523302017858441e-08,0.8181818181818182,0.22727272727272727,0.36363636363636365,0.16,0.9,0.0,0.0,0.1,0.0
base,53007,12,Instructive-driven,1.523302017858441e-08,0.5833333333333334,0.3333333333333333,0.33333333333333337,0.18,0.92,0.0,0.0,0.08,0.0
base,53007,13,Instructive-driven,1.523302017858441e-08,0.6153846153846154,0.17307692307692307,0.3076923076923077,0.2,0.92,0.0,0.0,0.08,0.0
base,53007,14,Instructive-driven,1.523302017858441e-08,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.22,0.9,0.0,0.0,0.1,0.0
base,53007,15,Instructive-driven,1.523302017858441e-08,0.6,0.2,0.33333333333333337,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,16,Instructive-driven,1.523302017858441e-08,0.3125,0.125,0.375,0.22,0.92,0.0,0.0,0.08,0.0
base,53007,17,Instructive-driven,1.523302017858441e-08,0.5294117647058824,0.10294117647058823,0.4117647058823529,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,18,Instructive-driven,1.523302017858441e-08,0.3333333333333333,0.125,0.4444444444444444,0.22,0.92,0.0,0.0,0.08,0.0
base,53007,19,Instructive-driven,1.523302017858441e-08,0.3684210526315789,0.07894736842105263,0.4736842105263158,0.22,0.9,0.0,0.0,0.1,0.0
base,53007,20,Instructive-driven,1.523302017858441e-08,0.35,0.1375,0.5,0.22,0.84,0.0,0.0,0.16,0.0
base,53007,21,Instructive-driven,1.523302017858441e-08,0.3333333333333333,0.11904761904761904,0.5238095238095238,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,22,Instructive-driven,1.523302017858441e-08,0.3181818181818182,0.10227272727272728,0.5454545454545454,0.22,0.9,0.0,0.0,0.1,0.0
base,53007,23,Instructive-driven,1.523302017858441e-08,0.34782608695652173,0.16304347826086957,0.5652173913043479,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,24,Instructive-driven,1.523302017858441e-08,0.3333333333333333,0.09375,0.5833333333333333,0.22,0.86,0.0,0.0,0.14,0.0
base,53007,25,Instructive-driven,1.523302017858441e-08,0.44,0.1,0.6,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,26,Instructive-driven,1.523302017858441e-08,0.2692307692307692,0.16346153846153846,0.6153846153846154,0.22,0.86,0.0,0.0,0.14,0.0
base,53007,27,Instructive-driven,1.523302017858441e-08,0.48148148148148145,0.21296296296296297,0.6296296296296297,0.22,0.86,0.0,0.0,0.14,0.0
base,53007,28,Instructive-driven,1.523302017858441e-08,0.2857142857142857,0.08928571428571429,0.6428571428571428,0.22,0.9,0.0,0.0,0.1,0.0
base,53007,29,Instructive-driven,1.523302017858441e-08,0.41379310344827586,0.1810344827586207,0.6551724137931034,0.22,0.92,0.0,0.0,0.08,0.0
base,53007,30,Instructive-driven,1.523302017858441e-08,0.36666666666666664,0.175,0.6666666666666667,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,31,Instructive-driven,1.523302017858441e-08,0.4838709677419355,0.12903225806451613,0.6774193548387097,0.22,0.88,0.0,0.0,0.12,0.0
base,53007,32,Instructive-driven,1.523302017858441e-08,0.0625,0.0546875,0.65625,0.24,0.9,0.0,0.0,0.1,0.0
base,53007,33,Instructive-driven,1.523302017858441e-08,0.6060606060606061,0.1893939393939394,0.6666666666666667,0.24,0.9,0.0,0.0,0.1,0.0
base,53007,34,Instructive-driven,1.523302017858441e-08,0.7058823529411765,0.2426470588235294,0.6470588235294117,0.26,0.9,0.0,0.0,0.1,0.0
base,53007,35,Instructive-driven,1.523302017858441e-08,0.6285714285714286,0.2714285714285714,0.6571428571428571,0.26,0.88,0.0,0.0,0.12,0.0
base,53007,36,Instructive-driven,1.523302017858441e-08,0.6111111111111112,0.2847222222222222,0.6666666666666667,0.26,0.86,0.0,0.0,0.14,0.0
base,53007,37,Instructive-driven,1.523302017858441e-08,0.3783783783783784,0.16216216216216217,0.6756756756756757,0.26,0.88,0.0,0.0,0.12,0.0
base,53007,38,Instructive-driven,1.523302017858441e-08,0.5,0.19078947368421054,0.6842105263157895,0.26,0.88,0.0,0.0,0.12,0.0
base,53007,39,Instructive-driven,1.523302017858441e-08,0.3333333333333333,0.1346153846153846,0.6923076923076923,0.26,0.88,0.0,0.0,0.12,0.0
base,53007,40,Instructive-driven,1.523302017858441e-08,0.325,0.175,0.7,0.26,0.88,0.0,0.0,0.12,0.0
base,53007,41,Instructive-driven,1.523302017858441e-08,0.4634146341463415,0.15853658536585366,0.7073170731707317,0.26,0.86,0.0,0.0,0.14,0.0
base,53007,42,Instructive-driven,1.523302017858441e-08,0.42857142857142855,0.18452380952380953,0.7142857142857143,0.26,0.88,0.0,0.0,0.12,0.0
base,53007,43,Instructive-driven,1.523302017858441e-08,0.32558139534883723,0.1686046511627907,0.7209302325581395,0.26,0.86,0.0,0.0,0.14,0.0
base,53007,44,Instructive-driven,1.523302017858441e-08,0.36363636363636365,0.17045454545454544,0.7045454545454546,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,45,Instructive-driven,1.523302017858441e-08,0.3333333333333333,0.17777777777777778,0.7111111111111111,0.28,0.88,0.0,0.0,0.12,0.0
base,53007,46,Instructive-driven,1.523302017858441e-08,0.3695652173913043,0.15760869565217392,0.7173913043478262,0.28,0.88,0.0,0.0,0.12,0.0
base,53007,47,Instructive-driven,1.523302017858441e-08,0.3617021276595745,0.1702127659574468,0.7234042553191489,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,48,Instructive-driven,1.523302017858441e-08,0.2916666666666667,0.15104166666666666,0.7291666666666667,0.28,0.88,0.0,0.0,0.12,0.0
base,53007,49,Instructive-driven,1.523302017858441e-08,0.32653061224489793,0.17346938775510204,0.7346938775510203,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,50,Instructive-driven,1.523302017858441e-08,0.38,0.175,0.74,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,51,Instructive-driven,1.523302017858441e-08,0.35294117647058826,0.16176470588235295,0.7450980392156863,0.28,0.84,0.0,0.0,0.16,0.0
base,53007,52,Instructive-driven,1.523302017858441e-08,0.3269230769230769,0.16346153846153846,0.75,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,53,Instructive-driven,1.523302017858441e-08,0.32075471698113206,0.15566037735849056,0.7547169811320755,0.28,0.84,0.0,0.0,0.16,0.0
base,53007,54,Instructive-driven,1.523302017858441e-08,0.3148148148148148,0.1712962962962963,0.7592592592592593,0.28,0.84,0.0,0.0,0.16,0.0
base,53007,55,Instructive-driven,1.523302017858441e-08,0.38181818181818183,0.17727272727272728,0.7636363636363637,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,56,Instructive-driven,1.523302017858441e-08,0.32142857142857145,0.16517857142857142,0.7678571428571428,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,57,Instructive-driven,1.523302017858441e-08,0.3333333333333333,0.15789473684210525,0.7719298245614035,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,58,Instructive-driven,1.523302017858441e-08,0.3103448275862069,0.15086206896551724,0.7758620689655172,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,59,Instructive-driven,1.523302017858441e-08,0.3559322033898305,0.15254237288135594,0.7796610169491526,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,60,Instructive-driven,1.523302017858441e-08,0.36666666666666664,0.16666666666666666,0.7833333333333333,0.28,0.88,0.0,0.0,0.12,0.0
base,53007,61,Instructive-driven,1.523302017858441e-08,0.36065573770491804,0.16393442622950818,0.7868852459016393,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,62,Instructive-driven,1.523302017858441e-08,0.3548387096774194,0.16532258064516128,0.7903225806451613,0.28,0.86,0.0,0.0,0.14,0.0
base,53007,63,Instructive-driven,1.523302017858441e-08,0.3492063492063492,0.17063492063492064,0.7777777777777778,0.3,0.84,0.0,0.0,0.16,0.0
base,53007,64,Instructive-driven,1.523302017858441e-08,0.15625,0.078125,0.78125,0.3,0.86,0.0,0.0,0.14,0.0
base,53007,65,Instructive-driven,1.523302017858441e-08,0.09230769230769231,0.06153846153846154,0.7846153846153846,0.3,0.84,0.0,0.0,0.16,0.0
base,53007,66,Instructive-driven,1.523302017858441e-08,0.12121212121212122,0.07575757575757576,0.7878787878787878,0.3,0.86,0.0,0.0,0.14,0.0
base,53007,67,Instructive-driven,1.523302017858441e-08,0.11940298507462686,0.0708955223880597,0.791044776119403,0.3,0.86,0.0,0.0,0.14,0.0
base,53007,68,Instructive-driven,1.523302017858441e-08,0.11764705882352941,0.06985294117647059,0.7941176470588236,0.3,0.84,0.0,0.0,0.16,0.0
base,53007,69,Instructive-driven,1.523302017858441e-08,0.10144927536231885,0.050724637681159424,0.7971014492753623,0.3,0.84,0.0,0.0,0.16,0.0
base,53007,70,Instructive-driven,1.523302017858441e-08,0.1,0.05,0.8,0.3,0.84,0.0,0.0,0.16,0.0
base,53007,71,Instructive-driven,1.523302017858441e-08,0.11267605633802817,0.0528169014084507,0.8028169014084507,0.3,0.84,0.0,0.0,0.16,0.0
