rule,seed,capacity,unit,category,total_variance,spatial,cue-general,cue-specific,interaction
base,53002,60,37,mixed,0.012137155,0.005270741,0.0008208359,0.0008402389,0.0064013945
base,53002,60,38,mixed,0.020832269,0.007295233,0.0010146154,0.002861011,0.012412481
base,53002,60,39,mixed,0.017835122,0.0048169587,0.0015373747,0.008070209,0.011236601
base,53002,60,40,spatial,0.07781358,0.066042244,0.00017534861,0.0013142644,0.011405799
base,53002,60,41,mixed,0.010890644,0.004016658,0.00020597111,0.0014442404,0.006318628
base,53002,60,42,spatial,0.041791555,0.032184053,6.3703646e-07,0.0011920321,0.009119303
base,53002,60,43,spatial,0.06569003,0.04635605,7.6946606e-05,0.003364107,0.01779348
base,53002,60,44,mixed,0.02924125,0.017711224,1.7801412e-05,0.0014380615,0.01069373
base,53002,60,45,mixed,0.007158386,0.00042708474,0.0005905242,0.0015857661,0.006146248
base,53002,60,46,mixed,0.009102137,0.0039137295,0.00036798764,0.00025953347,0.004927979
base,53002,60,47,mixed,0.007531634,0.002015733,0.0004910261,0.00074404693,0.0052597555
base,53002,60,48,mixed,0.047891956,0.024302237,0.00026648692,0.014390521,0.021361865
base,53002,60,49,mixed,0.013703492,0.008246881,0.00053178426,0.0027865476,0.0051163384
base,53002,61,0,spatial,0.05500772,0.042138595,3.1765216e-05,0.0008982586,0.012376741
base,53002,61,1,mixed,0.0072795767,0.0015318181,0.00013741101,0.00069273805,0.005444787
base,53002,61,2,spatial,0.12852131,0.10661273,8.655426e-05,0.0025715716,0.020805944
base,53002,61,3,spatial,0.03229748,0.02206419,2.2136444e-05,0.0015682206,0.009555291
base,53002,61,4,mixed,0.013961682,0.006774729,0.00076966744,0.0012613973,0.0067414343
base,53002,61,5,spatial,0.052916083,0.03561934,6.894265e-05,0.005021635,0.015521534
base,53002,61,6,mixed,0.021942373,0.012496954,1.8517356e-05,0.0021203745,0.009088855
base,53002,61,7,spatial,0.11255292,0.091824405,4.2197607e-06,0.003916175,0.019801838
base,53002,61,8,mixed,0.022659453,0.009799167,0.001043939,0.002731242,0.011843576
base,53002,61,9,mixed,0.0059671444,0.0013231509,0.00015191651,0.00026374863,0.004428394
base,53002,61,10,spatial,0.066637985,0.04941731,0.00050317455,0.0014556162,0.016076012
base,53002,61,11,spatial,0.13620411,0.112998456,0.00030875538,0.0030210817,0.021904176
base,53002,61,12,mixed,0.004672978,0.0013016942,0.00015503848,0.0011675071,0.003176754
base,53002,61,13,mixed,0.012290598,0.0045120902,0.00028500948,0.0009212806,0.0074959896
base,53002,61,14,mixed,0.013912347,0.008093878,0.00015428288,0.00076125195,0.0056003327
base,53002,61,15,spatial,0.1021691,0.08832433,0.00037416499,0.0014882141,0.01349805
base,53002,61,16,spatial,0.0632138,0.05343989,8.904557e-05,0.0016201241,0.009322629
base,53002,61,17,spatial,0.05073783,0.04186724,0.00013134995,0.00025509874,0.008626929
base,53002,61,18,spatial,0.061354537,0.047105905,0.00014266082,0.0025133921,0.013502624
base,53002,61,19,mixed,0.0066451645,0.00068889925,0.0009869507,0.002279828,0.0054814313
base,53002,61,20,spatial,0.04238028,0.029370325,0.00011551401,0.0029884581,0.012180029
base,53002,61,21,spatial,0.05673578,0.042250566,0.00049493485,0.0025417204,0.013613616
base,53002,61,22,spatial,0.13958144,0.112190306,0.00045401987,0.004180697,0.025547426
base,53002,61,23,mixed,0.031984903,0.012934487,0.00028834076,0.017304618,0.01600835
base,53002,61,24,spatial,0.072705425,0.052332312,1.121345e-06,0.0040043425,0.01876631
base,53002,61,25,spatial,0.10945861,0.08987358,0.0012309528,0.002452438,0.018499058
base,53002,61,26,spatial,0.031617254,0.02405792,8.53973e-05,0.0007520078,0.0071657244
base,53002,61,27,mixed,0.0024328863,0.00033045452,9.191427e-05,0.0009263622,0.0019549788
base,53002,61,28,spatial,0.08398438,0.06457782,7.991128e-05,0.0020050053,0.018812416
base,53002,61,29,spatial,0.09486069,0.077162735,0.00012454191,0.0005554109,0.01726736
base,53002,61,30,mixed,0.047184963,0.019401845,5.665206e-05,0.024082193,0.023414634
base,53002,61,31,spatial,0.068032704,0.04848518,0.0024307691,0.0030558757,0.018122373
base,53002,61,32,mixed,0.0034480882,0.00033690885,0.00030193612,0.001483714,0.0028593685
base,53002,61,33,mixed,0.082506776,0.047897596,0.00016551696,0.01007229,0.030663034
base,53002,61,34,mixed,0.062059846,0.039312307,0.00010899409,0.008607751,0.020004248
base,53002,61,35,spatial,0.09874746,0.082881175,0.0010695182,0.0011220606,0.015285229
base,53002,61,36,mixed,0.008827085,0.0034553688,0.00032011885,0.000548768,0.005071689
base,53002,61,37,mixed,0.012506464,0.0054428307,0.00075002323,0.0008675823,0.006590404
base,53002,61,38,mixed,0.026425378,0.0098699555,0.0008126453,0.0031271477,0.015175205
base,53002,61,39,mixed,0.01825208,0.0048879837,0.0015784046,0.00832201,0.0115385465
base,53002,61,40,spatial,0.080352075,0.068143494,0.0006178123,0.0012378374,0.011823935
base,53002,61,41,mixed,0.011370902,0.0042282976,5.4367345e-05,0.0015469261,0.0065687005
base,53002,61,42,spatial,0.043812912,0.033747107,2.1716913e-07,0.0013535804,0.009537209
base,53002,61,43,spatial,0.06495638,0.04549951,2.2554195e-05,0.0032838348,0.017903196
base,53002,61,44,mixed,0.028805735,0.017568512,2.3921089e-06,0.0013327092,0.010441059
base,53002,61,45,mixed,0.00708549,0.0010698395,0.00032968185,0.001188518,0.0056296987
base,53002,61,46,mixed,0.008736681,0.0036997348,0.00027097223,0.00023688732,0.004792291
base,53002,61,47,mixed,0.007648634,0.0020180899,0.0004230919,0.00073359977,0.0053800684
base,53002,61,48,mixed,0.0476878,0.02453116,1.0822622e-05,0.0137466835,0.02103057
base,53002,61,49,mixed,0.015061854,0.009053863,0.00034024866,0.0025685881,0.005599584
base,53002,62,0,spatial,0.055033285,0.041824684,2.9466904e-05,0.001029566,0.012703561
base,53002,62,1,mixed,0.007051585,0.0014011774,0.00015591041,0.0005485012,0.0053678877
base,53002,62,2,spatial,0.1293674,0.107307635,0.00011698204,0.00256321,0.020929458
base,53002,62,3,spatial,0.032658715,0.02211413,3.934622e-06,0.0017923054,0.009836976
base,53002,62,4,mixed,0.014221983,0.006922631,0.000862814,0.0013365269,0.0068582697
base,53002,62,5,spatial,0.05265365,0.035062134,0.00047621797,0.0048448304,0.01580683
base,53002,62,6,mixed,0.021677546,0.012196623,2.5265083e-05,0.0023460302,0.009121223
base,53002,62,7,spatial,0.112833485,0.091741465,1.9992855e-05,0.0042114053,0.020113366
base,53002,62,8,mixed,0.023062523,0.009999509,0.00139673,0.0027748127,0.012036934
base,53002,62,9,mixed,0.0057832114,0.0012488805,0.00017285747,0.00025736273,0.004320322
base,53002,62,10,spatial,0.06482078,0.04806839,0.00064117677,0.0013737753,0.015655745
base,53002,62,11,spatial,0.13626127,0.11281685,0.00027358005,0.0030266158,0.02211616
base,53002,62,12,mixed,0.0046545467,0.0012138064,0.0002549941,0.0012709692,0.0032424014
base,53002,62,13,mixed,0.011336564,0.00402724,0.00027190885,0.00089270744,0.0070255026
base,53002,62,14,mixed,0.013832701,0.008133124,0.00014818244,0.0007985506,0.0054957527
base,53002,62,15,spatial,0.102802694,0.08884917,0.00059067196,0.0013229684,0.013604443
base,53002,62,16,spatial,0.063303776,0.05318352,0.000118366755,0.0015451763,0.009654939
base,53002,62,17,spatial,0.04964919,0.04092128,0.00012915504,0.00023239956,0.00849493
base,53002,62,18,spatial,0.06137163,0.047200337,8.5144757e-07,0.002564972,0.013462197
base,53002,62,19,mixed,0.0065891584,0.0005654213,0.0011637888,0.0024572124,0.005534611
base,53002,62,20,spatial,0.04065181,0.027937185,7.102321e-07,0.0030391256,0.011916688
base,53002,62,21,spatial,0.06091492,0.045472436,0.00049587176,0.0027349123,0.01452718
base,53002,62,22,spatial,0.13900797,0.1113213,0.0008473759,0.004275838,0.025834162
base,53002,62,23,mixed,0.056297425,0.029279605,0.0016183767,0.018030718,0.02267684
base,53002,62,24,spatial,0.07284161,0.052126713,8.877939e-06,0.0045678737,0.019184807
base,53002,62,25,spatial,0.11070981,0.09084074,0.0012546194,0.0024432347,0.018800113
base,53002,62,26,spatial,0.03109722,0.023742542,8.204611e-05,0.0007755357,0.006991474
base,53002,62,27,mixed,0.0024715804,0.00035051766,8.281835e-05,0.00091769116,0.0019751482
base,53002,62,28,spatial,0.091500916,0.07115917,7.0508984e-05,0.0020419767,0.01973422
base,53002,62,29,spatial,0.095889665,0.077966936,0.00010126579,0.00057876966,0.01748334
base,53002,62,30,mixed,0.043040924,0.016020693,1.6519187e-05,0.023883719,0.02278761
base,53002,62,31,spatial,0.06921964,0.049835272,0.0026301993,0.0031818151,0.017949095
base,53002,62,32,mixed,0.003575261,0.0003272042,0.00038721666,0.0021163593,0.0029792653
base,53002,62,33,mixed,0.07079444,0.04034379,1.3227779e-05,0.010157706,0.02702058
base,53002,62,34,mixed,0.062172107,0.039082997,0.00011428908,0.009500833,0.020425538
base,53002,62,35,spatial,0.09584674,0.08031103,0.0009071223,0.0012536126,0.014967548
base,53002,62,36,mixed,0.0069515808,0.0024767793,0.00032881284,0.00038423084,0.0042394176
base,53002,62,37,mixed,0.012352402,0.0054352107,0.0008349124,0.0008542805,0.006453258
base,53002,62,38,mixed,0.023925137,0.009603826,0.0010289743,0.0026776341,0.013127193
base,53002,62,39,mixed,0.022166591,0.0073377253,0.0012541756,0.009915281,0.012744636
base,53002,62,40,spatial,0.078779265,0.066953465,0.00019271657,0.0014146088,0.011439407
base,53002,62,41,mixed,0.010287828,0.0034299872,0.00017941448,0.0013863363,0.0063247588
base,53002,62,42,spatial,0.041009095,0.031304244,7.185797e-06,0.0013333043,0.0092136925
base,53002,62,43,spatial,0.06674814,0.04716563,4.225333e-05,0.0031536382,0.018069277
base,53002,62,44,mixed,0.029502785,0.017958656,1.979229e-05,0.0012121133,0.010726446
base,53002,62,45,mixed,0.0050794175,0.00032143414,0.0003164258,0.000735479,0.00447165
base,53002,62,46,mixed,0.008971011,0.003813711,0.000336763,0.00025409865,0.004898066
base,53002,62,47,mixed,0.007487354,0.0020274871,0.00046353074,0.00068998325,0.0052232724
base,53002,62,48,mixed,0.046311036,0.023254205,0.00015804652,0.013358636,0.020964602
base,53002,62,49,mixed,0.012426716,0.006997573,0.00044550284,0.0026002754,0.005053358
base,53002,63,0,spatial,0.056734376,0.043113746,3.002779e-05,0.0011355698,0.013085416
base,53002,63,1,mixed,0.008224438,0.0019276942,0.00013928582,0.00075600354,0.005950761
base,53002,63,2,spatial,0.13013527,0.10760553,0.00012540127,0.002446976,0.021339979
base,53002,63,3,spatial,0.034847643,0.023685835,7.727646e-06,0.001733741,0.010397594
base,53002,63,4,mixed,0.014037214,0.006654429,0.00091976015,0.0014630731,0.0069245812
base,53002,63,5,spatial,0.05203761,0.0345988,0.00013350288,0.0054760505,0.015684057
base,53002,63,6,mixed,0.022908289,0.013114873,4.806397e-05,0.0024060563,0.009394975
base,53002,63,7,spatial,0.11425049,0.092900164,3.6693687e-05,0.004313863,0.02036548
base,53002,63,8,mixed,0.022843417,0.009694245,0.0014142906,0.0029254688,0.012101809
base,53002,63,9,mixed,0.0059252954,0.0012907684,0.00017490298,0.0002639737,0.004420028
base,53002,63,10,spatial,0.06524691,0.04843935,0.0005570056,0.001230274,0.015683146
base,53002,63,11,spatial,0.13499394,0.11161846,0.00031458872,0.0031322031,0.022025652
base,53002,63,12,mixed,0.00517756,0.0014153543,0.00029708399,0.0014560774,0.0035424726
base,53002,63,13,mixed,0.012461192,0.00459215,0.00020264475,0.00096038094,0.0075607584
base,53002,63,14,mixed,0.014171807,0.00823522,0.0001653488,0.0008436145,0.0057120374
base,53002,63,15,spatial,0.10273937,0.0887846,0.000527402,0.0013878199,0.013578112
base,53002,63,16,spatial,0.065146334,0.055093497,9.667259e-05,0.0015741845,0.009558932
base,53002,63,17,spatial,0.046652194,0.038331978,0.00012817461,0.00025127188,0.008089292
base,53002,63,18,spatial,0.057359785,0.04353435,2.5819976e-05,0.0028808075,0.013123756
base,53002,63,19,mixed,0.00692425,0.00072854036,0.0011388969,0.002559741,0.00567836
base,53002,63,20,spatial,0.041690774,0.028936112,7.1560016e-06,0.0031129643,0.011938842
base,53002,63,21,spatial,0.059698388,0.044868242,0.00038426465,0.0028732189,0.01397237
base,53002,63,22,spatial,0.13983224,0.11201907,0.00051168917,0.004734701,0.025962122
base,53002,63,23,mixed,0.046532873,0.020483313,0.0011428335,0.023287028,0.021721492
base,53002,63,24,spatial,0.06677218,0.047264274,1.1654837e-05,0.0037718336,0.018079234
base,53002,63,25,spatial,0.113302216,0.093170986,0.0012645123,0.0023888266,0.018993616
base,53002,63,26,spatial,0.03160907,0.024047986,8.107201e-05,0.00085527234,0.007173807
base,53002,63,27,mixed,0.0026015653,0.00040674917,7.723508e-05,0.0009472154,0.002041812
base,53002,63,28,spatial,0.09267259,0.07234947,6.650918e-05,0.0021465214,0.01973218
base,53002,63,29,spatial,0.09701431,0.07886184,9.283616e-05,0.0006568724,0.017680092
base,53002,63,30,mixed,0.045079716,0.016942417,9.50938e-05,0.024488222,0.023731902
base,53002,63,31,spatial,0.068987064,0.049370106,0.0026067435,0.003386087,0.01821614
base,53002,63,32,mixed,0.0036893648,0.0003451879,0.00041815784,0.002117056,0.003060611
base,53002,63,33,mixed,0.07219854,0.040113315,1.4629866e-05,0.010387789,0.0285546
base,53002,63,34,mixed,0.0613409,0.03874493,0.00018954912,0.009657171,0.020023584
base,53002,63,35,spatial,0.09860932,0.082584664,0.00093738566,0.0011480979,0.015404618
base,53002,63,36,mixed,0.0069287037,0.002408442,0.00033970535,0.00038289116,0.004276947
base,53002,63,37,mixed,0.012452491,0.0053941067,0.00082134025,0.0008660803,0.0065745083
base,53002,63,38,mixed,0.02329453,0.008914261,0.0010233601,0.0036376943,0.013093262
base,53002,63,39,mixed,0.019538296,0.0058099795,0.001263992,0.008977854,0.011879657
base,53002,63,40,spatial,0.08017683,0.06800946,0.00030410412,0.0012539581,0.011750707
base,53002,63,41,mixed,0.011252785,0.0040399074,0.0001863385,0.0018539081,0.0066276165
base,53002,63,42,spatial,0.040631846,0.030896058,1.34665346e-08,0.0012714318,0.009238641
base,53002,63,43,spatial,0.06375488,0.044645656,8.3764775e-05,0.0028437097,0.017671306
base,53002,63,44,mixed,0.028682223,0.017318683,3.864096e-05,0.001158796,0.010575066
base,53002,63,45,mixed,0.0069084656,0.000956414,0.0004262577,0.0011669471,0.0055938098
base,53002,63,46,mixed,0.009193002,0.0038937859,0.0004062991,0.00033028805,0.0050347922
base,53002,63,47,mixed,0.008017587,0.0022518437,0.00049373886,0.00078619487,0.0054930667
base,53002,63,48,mixed,0.049699817,0.025323367,0.00011318102,0.013094477,0.022207664
base,53002,63,49,mixed,0.014962488,0.009264794,0.00038689602,0.0025103402,0.0053366525
base,53002,64,0,spatial,0.056316663,0.04296385,3.0336048e-05,0.0010275721,0.01282276
base,53002,64,1,mixed,0.007849985,0.0018372992,0.00013194712,0.0008214486,0.005672391
base,53002,64,2,spatial,0.12762877,0.105651475,8.418335e-05,0.0024908108,0.020842535
base,53002,64,3,spatial,0.03164275,0.021167409,2.3141756e-05,0.0013842224,0.009795339
base,53002,64,4,mixed,0.0138009265,0.006704435,0.00087169814,0.0013119166,0.006682446
base,53002,64,5,spatial,0.05492347,0.036852736,8.032343e-06,0.005977667,0.016270671
base,53002,64,6,mixed,0.023329692,0.013631054,1.9644265e-05,0.0023797539,0.009322909
base,53002,64,7,spatial,0.11158927,0.09060941,9.263307e-06,0.0037089628,0.020026488
base,53002,64,8,mixed,0.022684738,0.009799236,0.0011864387,0.0024814124,0.0118731335
base,53002,64,9,mixed,0.0057383813,0.0012128485,0.00013712267,0.00024142329,0.004312123
base,53002,64,10,spatial,0.06777907,0.050414886,0.0005123388,0.0013344876,0.016190408
base,53002,64,11,spatial,0.13479495,0.111264616,0.00038703255,0.0033814728,0.022134619
base,53002,64,12,mixed,0.0051459805,0.0014785529,0.00020262926,0.0012688354,0.003454365
base,53002,64,13,mixed,0.0120442,0.004395164,0.00023715847,0.00083672255,0.00736071
base,53002,64,14,mixed,0.013120312,0.007511139,0.00016465083,0.000794111,0.00539683
base,53002,64,15,spatial,0.10489687,0.09080494,0.00034255677,0.0012014541,0.013723206
base,53002,64,16,spatial,0.066874474,0.056655522,6.2574836e-05,0.0016493583,0.009719551
base,53002,64,17,spatial,0.048096247,0.03976451,0.00010593759,0.00020737402,0.008109232
base,53002,64,18,spatial,0.061146174,0.046625204,0.00018475216,0.0026780926,0.013800502
base,53002,64,19,mixed,0.0066745407,0.0006652621,0.0010071236,0.0024396912,0.0055211075
base,53002,64,20,spatial,0.04193827,0.028964309,0.00018237453,0.003362754,0.012116982
base,53002,64,21,spatial,0.06310405,0.047600117,0.00038984066,0.0028641054,0.014635806
base,53002,64,22,spatial,0.13974485,0.11202261,0.00039354706,0.0047300975,0.025867047
base,53002,64,23,mixed,0.029014044,0.011057068,7.6462806e-05,0.018742625,0.015298723
base,53002,64,24,spatial,0.06796896,0.047908187,4.0773077e-05,0.0038849637,0.018608319
base,53002,64,25,spatial,0.11139939,0.09147184,0.0012598375,0.0022406303,0.018820949
base,53002,64,26,spatial,0.031367198,0.023838885,7.4210766e-05,0.00075754605,0.007126755
base,53002,64,27,mixed,0.002401887,0.0002941139,0.00010244546,0.0008611864,0.0019477829
base,53002,64,28,spatial,0.09049879,0.07029705,7.577187e-05,0.0020040465,0.019568868
base,53002,64,29,spatial,0.09557373,0.07788276,0.000100818696,0.0005260354,0.017248191
base,53002,64,30,mixed,0.042045392,0.015380043,8.824649e-07,0.023143616,0.022481997
base,53002,64,31,spatial,0.06729974,0.04782655,0.0026077619,0.0034231313,0.018102584
base,53002,64,32,mixed,0.0033593047,0.00027939052,0.00035586575,0.0017860064,0.002820959
base,53002,64,33,mixed,0.07559336,0.041979484,0.00011903238,0.009907218,0.02998457
base,53002,64,34,spatial,0.06583005,0.042573165,0.00023520105,0.009736007,0.020588798
base,53002,64,35,spatial,0.09950203,0.083313204,0.0011287909,0.0011923077,0.015559681
base,53002,64,36,mixed,0.006959793,0.0025160972,0.00027186092,0.00044909044,0.0042071994
base,53002,64,37,mixed,0.014015107,0.0067357332,0.0007637993,0.00087350764,0.0068027377
base,53002,64,38,mixed,0.021204937,0.007406644,0.0008663703,0.0029864567,0.012606648
base,53002,64,39,mixed,0.021338515,0.0072156526,0.0013531183,0.009573932,0.012204281
base,53002,64,40,spatial,0.081953175,0.06937491,0.000796712,0.0013531755,0.012142586
base,53002,64,41,mixed,0.010995129,0.0039190757,0.00010711344,0.0017044706,0.0064705224
base,53002,64,42,spatial,0.04412203,0.034060124,1.833694e-07,0.0010626022,0.00957641
base,53002,64,43,spatial,0.06456497,0.04531569,6.30559e-05,0.0029637022,0.017762136
base,53002,64,44,mixed,0.027312575,0.01599774,9.309595e-06,0.0013736417,0.010522545
base,53002,64,45,mixed,0.008585316,0.0017811828,0.0003999134,0.001677741,0.006361231
base,53002,64,46,mixed,0.009059618,0.0038637207,0.00032068978,0.0003237044,0.004932163
base,53002,64,47,mixed,0.007917842,0.0021372477,0.00045838975,0.0007326778,0.0055195945
base,53002,64,48,mixed,0.049523164,0.025481487,6.139184e-06,0.012962361,0.021932703
base,53002,64,49,mixed,0.013956194,0.00828492,0.00041735798,0.0022793494,0.005304003
base,53002,65,0,spatial,0.034212947,0.023741705,2.2709564e-08,0.0010687398,0.010149438
base,53002,65,1,mixed,0.0043822434,0.00077513844,2.8788787e-05,0.00085054536,0.003430233
base,53002,65,2,spatial,0.11002918,0.08776567,2.016535e-05,0.0031375927,0.021121403
base,53002,65,3,spatial,0.051522255,0.037887625,1.2416277e-05,0.0015749516,0.012798847
base,53002,65,4,mixed,0.006915884,0.002857301,0.00074780046,0.00034261093,0.003814005
base,53002,65,5,mixed,0.042412646,0.027220445,0.00013744802,0.004775928,0.013754719
base,53002,65,6,mixed,0.030926581,0.01876921,0.0004627542,0.0048875124,0.011322257
base,53002,65,7,spatial,0.12433151,0.103101864,3.1955467e-05,0.004920145,0.02013767
base,53002,65,8,mixed,0.020693665,0.008750106,0.001459592,0.0035152487,0.011009258
base,53002,65,9,mixed,0.012067714,0.0046996498,0.00025357085,0.0005220492,0.0069744317
base,53002,65,10,spatial,0.061111454,0.045741435,0.0003369965,0.0012213367,0.014330513
base,53002,65,11,spatial,0.12870905,0.10528233,0.00040923094,0.0045690835,0.021942895
base,53002,65,12,mixed,0.003784273,0.0010763691,0.00018275567,0.0007267601,0.0025637236
base,53002,65,13,mixed,0.01508168,0.006631341,0.00015854131,0.0010484804,0.00811093
base,53002,65,14,mixed,0.021633202,0.013777843,0.00036331956,0.0016554103,0.0074612824
base,53002,65,15,spatial,0.112359636,0.097690515,0.0001794676,0.0012159916,0.014275976
base,53002,65,16,spatial,0.044407364,0.035600975,1.2424953e-05,0.0017313741,0.008386694
base,53002,65,17,spatial,0.06987249,0.058075655,9.343803e-05,0.0004991629,0.011375806
base,53002,65,18,spatial,0.06519769,0.050343923,0.00024241196,0.0024093823,0.014134873
base,53002,65,19,mixed,0.0048893318,0.0002193244,0.0007109193,0.0014954803,0.0042676143
base,53002,65,20,spatial,0.056137245,0.041370805,0.00051535014,0.0030694595,0.0137897255
base,53002,65,21,spatial,0.050543338,0.037689988,1.9630563e-05,0.0020846056,0.012202172
base,53002,65,22,spatial,0.13720664,0.11021232,0.00038587992,0.004200694,0.025294546
base,53002,65,23,mixed,0.02106997,0.0059118336,1.172551e-05,0.019059476,0.012728852
base,53002,65,24,spatial,0.053185936,0.036398754,8.156686e-05,0.0036937825,0.015715249
base,53002,65,25,spatial,0.11875985,0.098846935,0.0009254193,0.0026785894,0.018843537
base,53002,65,26,spatial,0.03973764,0.030621571,3.085528e-05,0.0015429574,0.008558629
base,53002,65,27,mixed,0.0031482675,0.00060123985,2.6788906e-05,0.0013108803,0.002388291
base,53002,65,28,spatial,0.09743487,0.0769348,4.2354728e-05,0.0038280059,0.019728566
base,53002,65,29,spatial,0.11970207,0.09738946,7.319793e-05,0.0016220432,0.02168898
base,53002,65,30,mixed,0.022747051,0.002939454,0.0007339638,0.020677324,0.01662143
base,53002,65,31,spatial,0.09460756,0.07167643,0.0016191674,0.008804429,0.021773547
base,53002,65,32,mixed,0.0056805783,0.0006182225,0.00053486065,0.0037116879,0.004564342
base,53002,65,33,mixed,0.07531073,0.040598296,0.00041050432,0.01100086,0.030852448
base,53002,65,34,mixed,0.04808843,0.02918366,9.660363e-05,0.008801736,0.016770005
base,53002,65,35,spatial,0.1232369,0.102556765,0.00039893488,0.000724239,0.019851042
base,53002,65,36,mixed,0.00706117,0.0024273098,0.0003056448,0.00040027365,0.0043716887
base,53002,65,37,mixed,0.0085078515,0.0031602413,0.00052549323,0.00043380065,0.005021569
base,53002,65,38,mixed,0.030269513,0.011194136,0.00013393088,0.006189545,0.016995516
base,53002,65,39,mixed,0.023956334,0.008157183,0.0010871852,0.012687465,0.013633089
base,53002,65,40,spatial,0.10601333,0.09194717,0.0013582502,0.0026850742,0.013557434
base,53002,65,41,mixed,0.016932795,0.00731066,0.00016239629,0.0021283817,0.008853796
base,53002,65,42,spatial,0.028881833,0.02033163,0.00016237698,0.0013143377,0.008128416
base,53002,65,43,spatial,0.07188213,0.052586254,0.00018309601,0.0023652923,0.018122457
base,53002,65,44,mixed,0.024097335,0.013774021,5.4278727e-05,0.0015051207,0.009599988
base,53002,65,45,mixed,0.004265007,0.000442838,0.00021628106,0.00081603666,0.0035321997
base,53002,65,46,mixed,0.00778981,0.0033046457,0.00030348927,0.00024079814,0.004273791
base,53002,65,47,mixed,0.010733351,0.003942644,0.00059839874,0.0008806713,0.0064191585
base,53002,65,48,mixed,0.045670144,0.02310418,0.00015558995,0.009389436,0.020839186
base,53002,65,49,mixed,0.005587191,0.0020152668,0.00020358464,0.0016856162,0.0033548065
base,53002,66,0,spatial,0.055883758,0.04284508,9.395442e-08,0.0014623393,0.012633015
base,53002,66,1,mixed,0.006684423,0.0011384763,6.888352e-05,0.0015046166,0.005188713
base,53002,66,2,spatial,0.09798952,0.07525175,0.000535838,0.004758139,0.021630185
base,53002,66,3,spatial,0.057613686,0.045337096,0.00037605726,0.0010246536,0.011691238
base,53002,66,4,mixed,0.009721047,0.0047785696,0.0010361557,0.0006228272,0.004658298
base,53002,66,5,mixed,0.03576023,0.022894658,0.000101853286,0.004400888,0.011680915
base,53002,66,6,mixed,0.029199261,0.015401414,0.00022786213,0.0077266,0.012688808
base,53002,66,7,spatial,0.12195901,0.101905935,1.5504791e-05,0.005450424,0.018982938
base,53002,66,8,mixed,0.018198384,0.007270695,0.0014726585,0.0033388145,0.010085026
base,53002,66,9,mixed,0.007947424,0.002395899,0.00024713125,0.00031643925,0.005244696
base,53002,66,10,spatial,0.07223967,0.054791242,0.00045216348,0.0023208763,0.016301244
base,53002,66,11,spatial,0.109040625,0.08626981,5.3507156e-05,0.0053003416,0.021370672
base,53002,66,12,mixed,0.0031720751,0.00088846346,0.00014275704,0.00080305047,0.002162595
base,53002,66,13,mixed,0.023919607,0.013581496,0.00017022536,0.00228826,0.009877091
base,53002,66,14,mixed,0.020112878,0.013037814,0.0005059737,0.0019812104,0.006669773
base,53002,66,15,spatial,0.09861543,0.08459949,0.0002219635,0.0009045031,0.013649937
base,53002,66,16,mixed,0.022072194,0.013796312,1.2620755e-05,0.0020367608,0.007848627
base,53002,66,17,spatial,0.0813347,0.06742877,0.0001950887,0.0011920994,0.013269055
base,53002,66,18,spatial,0.036243234,0.025151076,1.3466796e-05,0.002741366,0.010524271
base,53002,66,19,mixed,0.006658687,0.001336535,0.00040209395,0.002608353,0.004833796
base,53002,66,20,spatial,0.080575,0.06363038,0.0007960691,0.004850622,0.015663104
base,53002,66,21,spatial,0.046073515,0.035329826,4.592222e-05,0.002224651,0.01020213
base,53002,66,22,spatial,0.13558534,0.10972712,0.00031087783,0.0043462897,0.024259595
base,53002,66,23,mixed,0.07554671,0.043358564,0.004120932,0.016784744,0.027512372
base,53002,66,24,mixed,0.03320306,0.019414233,0.0011875163,0.004811733,0.012801151
base,53002,66,25,spatial,0.11809309,0.09842248,0.0011037773,0.0027137604,0.018580724
base,53002,66,26,spatial,0.03717964,0.028208144,4.3868353e-05,0.0016831638,0.008405979
base,53002,66,27,mixed,0.0031671452,0.0002885297,0.00022415783,0.0014387519,0.0026597213
base,53002,66,28,spatial,0.10908507,0.08553085,0.00016565924,0.005048538,0.02254602
base,53002,66,29,spatial,0.12771896,0.104766235,0.00012642724,0.0019701566,0.022326462
base,53002,66,30,mixed,0.021640435,0.0029111363,0.0011671741,0.016054142,0.015855208
base,53002,66,31,spatial,0.10992642,0.08717124,0.00017015025,0.0041386015,0.021656757
base,53002,66,32,mixed,0.0069674496,0.0012617357,0.00044996667,0.005352662,0.0050922087
base,53002,66,33,mixed,0.053552344,0.023529299,3.1686588e-05,0.010855474,0.026764648
base,53002,66,34,mixed,0.05553502,0.034023724,0.00014790738,0.010929789,0.018926179
base,53002,66,35,spatial,0.11852801,0.09701133,0.0009220415,0.0018780325,0.020435944
base,53002,66,36,mixed,0.008379939,0.0029651897,0.0005317848,0.0009174928,0.00508891
base,53002,66,37,mixed,0.00832909,0.0030251872,0.0008351973,0.0011051705,0.0049442104
base,53002,66,38,mixed,0.02117314,0.0072491574,0.0011457198,0.004995745,0.012519902
base,53002,66,39,mixed,0.03704963,0.009775399,0.0032205037,0.017236946,0.022147827
base,53002,66,40,spatial,0.108480826,0.093517646,0.0014928054,0.0038144432,0.014440298
base,53002,66,41,mixed,0.012877115,0.0056414227,0.00026665302,0.0014585883,0.006658773
