record_type,seed,plasticity_rule,schedule,event,event_lap,relative_lap,old_map_similarity,new_map_similarity,step_similarity,ca1_unit,endpoint_unit_similarity
endpoint_unit,51001,base,swap,2,31,,,,,43,-0.13453763723373413
endpoint_unit,51001,base,swap,2,31,,,,,44,0.8180215954780579
endpoint_unit,51001,base,swap,2,31,,,,,45,0.05432684347033501
endpoint_unit,51001,base,swap,2,31,,,,,46,0.9403032660484314
endpoint_unit,51001,base,swap,2,31,,,,,47,0.575192928314209
endpoint_unit,51001,base,swap,2,31,,,,,48,0.9621724486351013
endpoint_unit,51001,base,swap,2,31,,,,,49,-0.3156821131706238
event_timecourse,51001,base,no_swap,0,11,-3,0.7426179647445679,0.6613672375679016,0.8489752411842346,,
event_timecourse,51001,base,no_swap,0,11,-2,0.8510484099388123,0.7312471866607666,0.8001306653022766,,
event_timecourse,51001,base,no_swap,0,11,-1,1.0,0.7341985106468201,0.8510484099388123,,
event_timecourse,51001,base,no_swap,0,11,0,0.8512042760848999,0.7880810499191284,0.8512042760848999,,
event_timecourse,51001,base,no_swap,0,11,1,0.7185205221176147,0.7355300784111023,0.7977988719940186,,
event_timecourse,51001,base,no_swap,0,11,2,0.7205145359039307,0.7425370812416077,0.8371827602386475,,
event_timecourse,51001,base,no_swap,0,11,3,0.687348484992981,0.7178594470024109,0.7841474413871765,,
event_timecourse,51001,base,no_swap,0,11,4,0.6749626994132996,0.7386496067047119,0.7972139120101929,,
event_timecourse,51001,base,no_swap,0,11,5,0.7164453268051147,0.7832356095314026,0.8016729950904846,,
event_timecourse,51001,base,no_swap,0,11,6,0.7339186072349548,0.816743016242981,0.8516004085540771,,
event_timecourse,51001,base,no_swap,0,11,7,0.729361891746521,0.8502284288406372,0.8366571664810181,,
event_timecourse,51001,base,no_swap,0,11,8,0.7380638718605042,0.8430710434913635,0.8677381277084351,,
event_timecourse,51001,base,no_swap,0,11,9,0.7341985106468201,0.9908608794212341,0.8430710434913635,,
endpoint_unit,51001,base,no_swap,0,11,,,,,0,0.338335782289505
endpoint_unit,51001,base,no_swap,0,11,,,,,1,0.9999814033508301
endpoint_unit,51001,base,no_swap,0,11,,,,,2,0.8631350994110107
endpoint_unit,51001,base,no_swap,0,11,,,,,3,0.5561378002166748
endpoint_unit,51001,base,no_swap,0,11,,,,,4,0.7099882960319519
endpoint_unit,51001,base,no_swap,0,11,,,,,5,0.7382344007492065
endpoint_unit,51001,base,no_swap,0,11,,,,,6,0.9999812245368958
endpoint_unit,51001,base,no_swap,0,11,,,,,7,0.9889780282974243
endpoint_unit,51001,base,no_swap,0,11,,,,,8,0.7420462369918823
endpoint_unit,51001,base,no_swap,0,11,,,,,9,0.3355712890625
endpoint_unit,51001,base,no_swap,0,11,,,,,10,0.9282161593437195
endpoint_unit,51001,base,no_swap,0,11,,,,,11,0.9052960276603699
endpoint_unit,51001,base,no_swap,0,11,,,,,12,0.8181700706481934
endpoint_unit,51001,base,no_swap,0,11,,,,,13,0.9422084093093872
endpoint_unit,51001,base,no_swap,0,11,,,,,14,0.9621151089668274
endpoint_unit,51001,base,no_swap,0,11,,,,,15,-0.04064704105257988
endpoint_unit,51001,base,no_swap,0,11,,,,,16,0.705309271812439
endpoint_unit,51001,base,no_swap,0,11,,,,,17,0.9628303050994873
endpoint_unit,51001,base,no_swap,0,11,,,,,18,0.6218469738960266
endpoint_unit,51001,base,no_swap,0,11,,,,,19,0.023494066670536995
endpoint_unit,51001,base,no_swap,0,11,,,,,20,0.9917742013931274
endpoint_unit,51001,base,no_swap,0,11,,,,,21,0.9932336807250977
endpoint_unit,51001,base,no_swap,0,11,,,,,22,0.9992182850837708
endpoint_unit,51001,base,no_swap,0,11,,,,,23,-0.029871826991438866
endpoint_unit,51001,base,no_swap,0,11,,,,,24,0.9762818813323975
endpoint_unit,51001,base,no_swap,0,11,,,,,25,0.9625704884529114
endpoint_unit,51001,base,no_swap,0,11,,,,,26,0.7351423501968384
endpoint_unit,51001,base,no_swap,0,11,,,,,27,0.5955188274383545
endpoint_unit,51001,base,no_swap,0,11,,,,,28,0.8772360682487488
endpoint_unit,51001,base,no_swap,0,11,,,,,29,0.862437903881073
endpoint_unit,51001,base,no_swap,0,11,,,,,30,0.9999657273292542
endpoint_unit,51001,base,no_swap,0,11,,,,,31,0.48659420013427734
endpoint_unit,51001,base,no_swap,0,11,,,,,32,0.29758045077323914
endpoint_unit,51001,base,no_swap,0,11,,,,,33,0.9146305322647095
endpoint_unit,51001,base,no_swap,0,11,,,,,34,0.9726266264915466
endpoint_unit,51001,base,no_swap,0,11,,,,,35,0.9761055707931519
endpoint_unit,51001,base,no_swap,0,11,,,,,36,0.789684534072876
endpoint_unit,51001,base,no_swap,0,11,,,,,37,0.46782350540161133
endpoint_unit,51001,base,no_swap,0,11,,,,,38,0.9999948740005493
endpoint_unit,51001,base,no_swap,0,11,,,,,39,0.6185072660446167
endpoint_unit,51001,base,no_swap,0,11,,,,,40,0.3971174359321594
endpoint_unit,51001,base,no_swap,0,11,,,,,41,0.9074810743331909
endpoint_unit,51001,base,no_swap,0,11,,,,,42,0.48537999391555786
endpoint_unit,51001,base,no_swap,0,11,,,,,43,0.033598970621824265
endpoint_unit,51001,base,no_swap,0,11,,,,,44,0.8823612928390503
endpoint_unit,51001,base,no_swap,0,11,,,,,45,0.9998487830162048
endpoint_unit,51001,base,no_swap,0,11,,,,,46,0.7596285939216614
endpoint_unit,51001,base,no_swap,0,11,,,,,47,0.7232069373130798
endpoint_unit,51001,base,no_swap,0,11,,,,,48,0.9330227375030518
endpoint_unit,51001,base,no_swap,0,11,,,,,49,0.999995231628418
event_timecourse,51001,base,no_swap,1,21,-3,0.8502284288406372,0.7726481556892395,0.8366571664810181,,
event_timecourse,51001,base,no_swap,1,21,-2,0.8430710434913635,0.7294349670410156,0.8677381277084351,,
event_timecourse,51001,base,no_swap,1,21,-1,0.9908608794212341,0.7233496308326721,0.8430710434913635,,
event_timecourse,51001,base,no_swap,1,21,0,0.856110155582428,0.716057300567627,0.856110155582428,,
event_timecourse,51001,base,no_swap,1,21,1,0.8033699989318848,0.6854324340820312,0.8463407754898071,,
event_timecourse,51001,base,no_swap,1,21,2,0.8072397708892822,0.7579705715179443,0.8180292248725891,,
event_timecourse,51001,base,no_swap,1,21,3,0.7782139778137207,0.734818696975708,0.85234534740448,,
event_timecourse,51001,base,no_swap,1,21,4,0.8041291236877441,0.7673826813697815,0.8194549679756165,,
event_timecourse,51001,base,no_swap,1,21,5,0.7593441009521484,0.7540567517280579,0.7983537912368774,,
event_timecourse,51001,base,no_swap,1,21,6,0.7336128950119019,0.7445248961448669,0.8180139064788818,,
event_timecourse,51001,base,no_swap,1,21,7,0.7179681658744812,0.8248506784439087,0.8595029711723328,,
event_timecourse,51001,base,no_swap,1,21,8,0.7144454121589661,0.8543328642845154,0.8333947062492371,,
event_timecourse,51001,base,no_swap,1,21,9,0.7233496308326721,0.9823769330978394,0.8543328642845154,,
endpoint_unit,51001,base,no_swap,1,21,,,,,0,0.9070754051208496
endpoint_unit,51001,base,no_swap,1,21,,,,,1,0.9999988675117493
