root_seed,rule,fraction,mask_index,output_cosine,identity,dropped_units
51002,base,0.0,1,0.8573294458849017,0.22,0
51002,base,0.0,2,0.8573294458849017,0.22,0
51002,base,0.0,3,0.8573294458849017,0.22,0
51002,base,0.0,4,0.8573294458849017,0.22,0
51002,base,0.0,5,0.8573294458849017,0.22,0
51002,base,0.0,6,0.8573294458849017,0.22,0
51002,base,0.0,7,0.8573294458849017,0.22,0
51002,base,0.0,8,0.8573294458849017,0.22,0
51002,base,0.0,9,0.8573294458849017,0.22,0
51002,base,0.0,10,0.8573294458849017,0.22,0
51002,base,0.0,11,0.8573294458849017,0.22,0
51002,base,0.25,0,0.8328455104306721,0.16,12
51002,base,0.25,1,0.8127617860695989,0.1,12
51002,base,0.25,2,0.8492826341227631,0.24,12
51002,base,0.25,3,0.8302072519544984,0.12,12
51002,base,0.25,4,0.8293527965317944,0.18,12
51002,base,0.25,5,0.8431702389238425,0.22,12
51002,base,0.25,6,0.7855068708961908,0.24,12
51002,base,0.25,7,0.8003803934722956,0.2,12
51002,base,0.25,8,0.831237987134483,0.16,12
51002,base,0.25,9,0.8509036410053191,0.2,12
51002,base,0.25,10,0.8004223272511284,0.14,12
51002,base,0.25,11,0.8403463698912894,0.18,12
51002,base,0.5,0,0.7239171571269729,0.04,25
51002,base,0.5,1,0.7440603597474373,0.1,25
51002,base,0.5,2,0.8106607414987667,0.14,25
51002,base,0.5,3,0.7546431643506171,0.06,25
51002,base,0.5,4,0.7331602721211645,0.12,25
51002,base,0.5,5,0.7685397712845184,0.1,25
51002,base,0.5,6,0.6014385456029091,0.12,25
51002,base,0.5,7,0.7551358065010528,0.06,25
51002,base,0.5,8,0.825529249901124,0.16,25
51002,base,0.5,9,0.7804491073712448,0.08,25
51002,base,0.5,10,0.7968549327867329,0.12,25
51002,base,0.5,11,0.782923493428179,0.06,25
51002,base,0.75,0,0.6686888313102101,0.08,38
51002,base,0.75,1,0.7286874436366386,0.1,38
51002,base,0.75,2,0.6505764077895273,0.16,38
51002,base,0.75,3,0.7359645522568964,0.14,38
51002,base,0.75,4,0.6772543164698968,0.1,38
51002,base,0.75,5,0.656041879474556,0.06,38
51002,base,0.75,6,0.7407631383958332,0.12,38
51002,base,0.75,7,0.6452803923742638,0.06,38
51002,base,0.75,8,0.6537717068792611,0.14,38
51002,base,0.75,9,0.5901786854740831,0.06,38
51002,base,0.75,10,0.692173014032863,0.1,38
51002,base,0.75,11,0.63853761944035,0.06,38
51002,base,0.9,0,0.5517604711447909,0.04,45
51002,base,0.9,1,0.7241890030424334,0.08,45
51002,base,0.9,2,0.4851501572143565,0.04,45
51002,base,0.9,3,0.4783658129815567,0.04,45
51002,base,0.9,4,0.3975919346432562,0.02,45
51002,base,0.9,5,0.6204503548560047,0.04,45
51002,base,0.9,6,0.2819240215567861,0.02,45
51002,base,0.9,7,0.4208764486406638,0.02,45
51002,base,0.9,8,0.46803779356486935,0.04,45
51002,base,0.9,9,0.484657570137716,0.04,45
51002,base,0.9,10,0.7690383896061888,0.12,45
51002,base,0.9,11,0.44134355903267275,0.04,45
51002,err2,0.0,0,0.9319757934530345,0.6,0
51002,err2,0.0,1,0.9319757934530345,0.6,0
51002,err2,0.0,2,0.9319757934530345,0.6,0
51002,err2,0.0,3,0.9319757934530345,0.6,0
51002,err2,0.0,4,0.9319757934530345,0.6,0
51002,err2,0.0,5,0.9319757934530345,0.6,0
51002,err2,0.0,6,0.9319757934530345,0.6,0
51002,err2,0.0,7,0.9319757934530345,0.6,0
51002,err2,0.0,8,0.9319757934530345,0.6,0
51002,err2,0.0,9,0.9319757934530345,0.6,0
51002,err2,0.0,10,0.9319757934530345,0.6,0
51002,err2,0.0,11,0.9319757934530345,0.6,0
51002,err2,0.25,0,0.7826092868536647,0.3,12
