root_seed,rule,fraction,mask_index,output_cosine,identity,dropped_units
31006,err2,0.75,0,0.5269078937347141,0.08,38
31006,err2,0.75,1,0.41584954708501826,0.14,38
31006,err2,0.75,2,0.27667014141332963,0.1,38
31006,err2,0.75,3,0.47375740450320775,0.06,38
31006,err2,0.75,4,0.4197307114488712,0.12,38
31006,err2,0.75,5,0.5309073726916089,0.1,38
31006,err2,0.75,6,0.4402484028510969,0.06,38
31006,err2,0.75,7,0.4189405797612946,0.06,38
31006,err2,0.9,0,0.3402373606604418,0.04,45
31006,err2,0.9,1,0.3956306310360634,0.02,45
31006,err2,0.9,2,0.40719518375216646,0.02,45
31006,err2,0.9,3,0.33695315658485614,0.02,45
31006,err2,0.9,4,0.364351762606209,0.06,45
31006,err2,0.9,5,0.5366720159396523,0.06,45
31006,err2,0.9,6,0.3370840302442308,0.02,45
31006,err2,0.9,7,0.38945724818132654,0.04,45
31007,base,0.0,0,0.8916843560990061,0.3,0
31007,base,0.0,1,0.8916843560990061,0.3,0
31007,base,0.0,2,0.8916843560990061,0.3,0
31007,base,0.0,3,0.8916843560990061,0.3,0
31007,base,0.0,4,0.8916843560990061,0.3,0
31007,base,0.0,5,0.8916843560990061,0.3,0
31007,base,0.0,6,0.8916843560990061,0.3,0
31007,base,0.0,7,0.8916843560990061,0.3,0
31007,base,0.25,0,0.7799073539790906,0.24,12
31007,base,0.25,1,0.8510029216455643,0.16,12
31007,base,0.25,2,0.859119022567468,0.16,12
31007,base,0.25,3,0.875415030045762,0.16,12
31007,base,0.25,4,0.8531412942491678,0.14,12
31007,base,0.25,5,0.8496839665965443,0.2,12
31007,base,0.25,6,0.8381544263517025,0.2,12
31007,base,0.25,7,0.8527055572732053,0.16,12
31007,base,0.5,0,0.7792882799749167,0.24,25
31007,base,0.5,1,0.7879184439206415,0.16,25
31007,base,0.5,2,0.697575138007798,0.12,25
31007,base,0.5,3,0.8378603159362618,0.12,25
31007,base,0.5,4,0.7854565659698041,0.08,25
