rule,seed,capacity,unit,category,total_variance,spatial,cue-general,cue-specific,interaction
base,53001,2,22,cue-general,0.0039336774,0.0031011573,0.0065885824,0.0010598755,0.0008297474
base,53001,2,23,mixed,0.00546857,0.0048907287,0.006159729,0.00068774755,0.0005778284
base,53001,2,24,cue-general,0.0013119882,0.00046818197,0.0025342777,0.00088141044,0.00084225985
base,53001,2,25,neutral,0.0007208724,0.0005833021,0.00062236603,0.00011895687,0.00013535823
base,53001,2,26,spatial,0.0021844287,0.0017842,0.0003949706,0.000748269,0.0002569149
base,53001,2,27,mixed,0.0038263295,0.002688838,0.004656358,0.0016493661,0.0010310435
base,53001,2,28,mixed,0.0035754135,0.0031125424,0.00494949,0.000541515,0.00042589664
base,53001,2,29,cue-general,0.001305622,0.0009539292,0.0032653846,0.0003313668,0.00035168187
base,53001,2,30,cue-general,0.003548269,0.0026910752,0.0064863474,0.001086007,0.00084789196
base,53001,2,31,cue-general,0.002684191,0.002089936,0.0054436894,0.0006907384,0.0005811177
base,53001,2,32,mixed,0.0017077648,0.0015208368,0.003001912,0.00035946674,0.00015700774
base,53001,2,33,cue-general,0.0033497307,0.0026243895,0.007764348,0.0008231436,0.0007213544
base,53001,2,34,mixed,0.0020141846,0.001333763,0.0013165949,0.0008553565,0.0006746732
base,53001,2,35,mixed,0.0042650895,0.0034763108,0.0033170152,0.0011988812,0.0005847038
base,53001,2,36,mixed,0.0019514781,0.001548552,0.0020053366,0.00048571356,0.0003620437
base,53001,2,37,cue-general,0.003184972,0.0019277622,0.0044869645,0.0018474163,0.0011706612
base,53001,2,38,mixed,0.0016479237,0.00122706,1.2730898e-05,0.00080324203,0.00028163186
base,53001,2,39,mixed,0.003514106,0.0031303107,0.0038451927,0.0004201856,0.00038375892
base,53001,2,40,mixed,0.004457415,0.0034012808,0.004528225,0.0014169499,0.001007757
base,53001,2,41,mixed,0.0027234375,0.0020900897,0.002251619,0.0013587683,0.0005416527
base,53001,2,42,mixed,0.0037024838,0.0018274386,0.0021430592,0.0026299695,0.0018303877
base,53001,2,43,spatial,0.0051467125,0.0047177165,2.8831419e-05,0.0009751233,0.00021745822
base,53001,2,44,cue-general,0.0028420188,0.0022524192,0.0062491423,0.000644759,0.000588388
base,53001,2,45,cue-general,0.0019661898,0.0014717667,0.0041530654,0.00058493885,0.00046842828
base,53001,2,46,spatial,0.0015797265,0.0011976772,0.0005675005,0.00050401135,0.00030365898
base,53001,2,47,mixed,0.004261244,0.004049064,0.0035964237,0.00015196815,0.00021217289
base,53001,2,48,mixed,0.0052214717,0.0035922604,0.0021147144,0.0026076,0.0015825842
base,53001,2,49,mixed,0.0035051983,0.0028924698,0.003764338,0.0008447198,0.00050100894
base,53001,4,0,mixed,0.0017120187,0.0011995491,0.00039410734,0.00069938146,0.0004564735
base,53001,4,1,mixed,0.004184141,0.0019370175,0.00020216397,0.0027759068,0.0017800013
base,53001,4,2,mixed,0.0045585567,0.0037721882,0.0031334872,0.00045325336,0.00069492985
base,53001,4,3,mixed,0.0015102545,0.00045183674,0.0011306385,0.0014933998,0.0009083748
base,53001,4,4,mixed,0.0022167105,0.0012243778,2.8387485e-05,0.0011947163,0.0006254085
base,53001,4,5,mixed,0.0037158034,0.0031566548,0.0019354473,0.00026999944,0.0005175186
base,53001,4,6,spatial,0.0032505149,0.0023884908,0.0008937174,0.0010324542,0.0005942796
base,53001,4,7,cue-general,0.0024447455,0.0014555573,0.003988736,0.00052360486,0.0009378869
base,53001,4,8,spatial,0.012819579,0.0115456525,0.0030450455,0.00093155354,0.0010868852
base,53001,4,9,mixed,0.0064650686,0.005279173,0.0035410128,0.0012607378,0.0009864909
base,53001,4,10,spatial,0.0036288402,0.0030190488,6.9739515e-05,0.00067032094,0.00040586322
base,53001,4,11,spatial,0.0064198347,0.0049904254,0.00013546816,0.0018296089,0.0013004689
base,53001,4,12,mixed,0.003724705,0.0026711673,0.0038798624,0.0007668374,0.0010112514
base,53001,4,13,cue-general,0.0019366326,0.000795378,0.0023841714,0.0010675414,0.0009937815
base,53001,4,14,mixed,0.0028505335,0.001983389,0.0039631855,0.0002991051,0.00081165205
base,53001,4,15,mixed,0.0030534137,0.0018524305,0.0025654708,0.0014046223,0.0010962981
base,53001,4,16,cue-general,0.0021113001,0.0012457678,0.0033852006,0.0001862282,0.00082258537
base,53001,4,17,mixed,0.0037114907,0.0006172301,0.0012422635,0.0031036206,0.0024314553
base,53001,4,18,mixed,0.0024049275,0.0010789484,2.1008842e-05,0.0017793054,0.0011383103
base,53001,4,19,spatial,0.0053205914,0.004243708,0.0016569133,0.0010955114,0.00078107597
base,53001,4,20,spatial,0.0068111573,0.0055183414,2.7061065e-05,0.0010817648,0.001193333
base,53001,4,21,mixed,0.0023408013,0.0014812128,0.0010120783,0.0007751019,0.0006345801
base,53001,4,22,mixed,0.0028744685,0.0019146753,0.00366905,0.0007014015,0.0008549659
base,53001,4,23,mixed,0.0074737095,0.0067018145,0.004336573,0.00040962297,0.0007494901
base,53001,4,24,mixed,0.0019221025,0.00038654113,0.001442449,0.0012835951,0.0014655126
base,53001,4,25,mixed,0.001270596,0.0008266326,1.0929941e-05,0.0004420897,0.00033889842
