record_type,seed,plasticity_rule,schedule,event,event_lap,relative_lap,old_map_similarity,new_map_similarity,step_similarity,ca1_unit,endpoint_unit_similarity
endpoint_unit,51001,err2,no_swap,0,11,,,,,40,0.8938672542572021
endpoint_unit,51001,err2,no_swap,0,11,,,,,41,0.7963011264801025
endpoint_unit,51001,err2,no_swap,0,11,,,,,42,1.0
endpoint_unit,51001,err2,no_swap,0,11,,,,,43,0.877090334892273
endpoint_unit,51001,err2,no_swap,0,11,,,,,44,0.8429507613182068
endpoint_unit,51001,err2,no_swap,0,11,,,,,45,1.572709074082468e-08
endpoint_unit,51001,err2,no_swap,0,11,,,,,46,0.9535617232322693
endpoint_unit,51001,err2,no_swap,0,11,,,,,47,0.8484621644020081
endpoint_unit,51001,err2,no_swap,0,11,,,,,48,0.9631895422935486
endpoint_unit,51001,err2,no_swap,0,11,,,,,49,1.0096222524680343e-08
event_timecourse,51002,base,swap,0,11,-3,0.7194628715515137,0.29594671726226807,0.7424329519271851,,
event_timecourse,51002,base,swap,0,11,-2,0.6952545046806335,0.3291710615158081,0.7460289597511292,,
event_timecourse,51002,base,swap,0,11,-1,0.7814969420433044,0.2722429633140564,0.6952545046806335,,
event_timecourse,51002,base,swap,0,11,0,0.33340877294540405,0.5280525088310242,0.33340877294540405,,
event_timecourse,51002,base,swap,0,11,1,0.33632954955101013,0.5791309475898743,0.7538252472877502,,
event_timecourse,51002,base,swap,0,11,2,0.3461829125881195,0.6372679471969604,0.7498576641082764,,
event_timecourse,51002,base,swap,0,11,3,0.3126990795135498,0.6734087467193604,0.8116210699081421,,
event_timecourse,51002,base,swap,0,11,4,0.338324636220932,0.6778151988983154,0.7703064680099487,,
event_timecourse,51002,base,swap,0,11,5,0.31082531809806824,0.7484433054924011,0.8640180230140686,,
event_timecourse,51002,base,swap,0,11,6,0.3193356394767761,0.7766974568367004,0.8244263529777527,,
event_timecourse,51002,base,swap,0,11,7,0.31508776545524597,0.818247377872467,0.8385224342346191,,
event_timecourse,51002,base,swap,0,11,8,0.2971551716327667,0.8281369805335999,0.8387854695320129,,
event_timecourse,51002,base,swap,0,11,9,0.2722429633140564,0.9203815460205078,0.8281369805335999,,
endpoint_unit,51002,base,swap,0,11,,,,,0,0.9295397996902466
endpoint_unit,51002,base,swap,0,11,,,,,1,7.234647796394711e-07
endpoint_unit,51002,base,swap,0,11,,,,,2,0.004659903701394796
endpoint_unit,51002,base,swap,0,11,,,,,3,0.7216387391090393
endpoint_unit,51002,base,swap,0,11,,,,,4,-0.39402374625205994
endpoint_unit,51002,base,swap,0,11,,,,,5,-0.49437215924263
endpoint_unit,51002,base,swap,0,11,,,,,6,0.012806468643248081
endpoint_unit,51002,base,swap,0,11,,,,,7,0.8382077813148499
endpoint_unit,51002,base,swap,0,11,,,,,8,-0.07390881329774857
endpoint_unit,51002,base,swap,0,11,,,,,9,0.8217676281929016
endpoint_unit,51002,base,swap,0,11,,,,,10,9.28662939259084e-06
endpoint_unit,51002,base,swap,0,11,,,,,11,-0.0742393359541893
endpoint_unit,51002,base,swap,0,11,,,,,12,0.9888389706611633
endpoint_unit,51002,base,swap,0,11,,,,,13,-0.12942105531692505
endpoint_unit,51002,base,swap,0,11,,,,,14,-0.18920275568962097
endpoint_unit,51002,base,swap,0,11,,,,,15,-0.1608356386423111
endpoint_unit,51002,base,swap,0,11,,,,,16,0.9566922783851624
endpoint_unit,51002,base,swap,0,11,,,,,17,0.29663607478141785
endpoint_unit,51002,base,swap,0,11,,,,,18,-0.052209801971912384
endpoint_unit,51002,base,swap,0,11,,,,,19,0.22102373838424683
endpoint_unit,51002,base,swap,0,11,,,,,20,-0.4862869381904602
endpoint_unit,51002,base,swap,0,11,,,,,21,0.06922221928834915
endpoint_unit,51002,base,swap,0,11,,,,,22,-0.01961350254714489
endpoint_unit,51002,base,swap,0,11,,,,,23,0.45094001293182373
endpoint_unit,51002,base,swap,0,11,,,,,24,-0.16637013852596283
endpoint_unit,51002,base,swap,0,11,,,,,25,0.9935097694396973
endpoint_unit,51002,base,swap,0,11,,,,,26,-0.06978312879800797
endpoint_unit,51002,base,swap,0,11,,,,,27,0.9906902313232422
endpoint_unit,51002,base,swap,0,11,,,,,28,0.41127344965934753
endpoint_unit,51002,base,swap,0,11,,,,,29,0.9371275901794434
endpoint_unit,51002,base,swap,0,11,,,,,30,0.14816194772720337
endpoint_unit,51002,base,swap,0,11,,,,,31,0.08491663634777069
endpoint_unit,51002,base,swap,0,11,,,,,32,-0.12439847737550735
endpoint_unit,51002,base,swap,0,11,,,,,33,0.005121063441038132
endpoint_unit,51002,base,swap,0,11,,,,,34,0.9028365015983582
endpoint_unit,51002,base,swap,0,11,,,,,35,-0.08837643265724182
endpoint_unit,51002,base,swap,0,11,,,,,36,1.5265858337443206e-06
endpoint_unit,51002,base,swap,0,11,,,,,37,0.6128492951393127
endpoint_unit,51002,base,swap,0,11,,,,,38,0.3477391004562378
endpoint_unit,51002,base,swap,0,11,,,,,39,0.9999991655349731
endpoint_unit,51002,base,swap,0,11,,,,,40,-0.16566118597984314
endpoint_unit,51002,base,swap,0,11,,,,,41,0.2876098155975342
endpoint_unit,51002,base,swap,0,11,,,,,42,0.4605168104171753
endpoint_unit,51002,base,swap,0,11,,,,,43,0.9157441854476929
endpoint_unit,51002,base,swap,0,11,,,,,44,-0.38287198543548584
endpoint_unit,51002,base,swap,0,11,,,,,45,0.9985944628715515
endpoint_unit,51002,base,swap,0,11,,,,,46,-0.14433003962039948
endpoint_unit,51002,base,swap,0,11,,,,,47,0.43311187624931335
endpoint_unit,51002,base,swap,0,11,,,,,48,0.6004791259765625
endpoint_unit,51002,base,swap,0,11,,,,,49,0.3857872486114502
event_timecourse,51002,base,no_swap,0,11,-3,0.7194628715515137,0.7171263098716736,0.7424329519271851,,
event_timecourse,51002,base,no_swap,0,11,-2,0.6952545046806335,0.7171082496643066,0.7460289597511292,,
event_timecourse,51002,base,no_swap,0,11,-1,0.7814969420433044,0.6920942664146423,0.6952545046806335,,
event_timecourse,51002,base,no_swap,0,11,0,0.7277137637138367,0.715904951095581,0.7277137637138367,,
event_timecourse,51002,base,no_swap,0,11,1,0.7205871343612671,0.7235966324806213,0.7815041542053223,,
event_timecourse,51002,base,no_swap,0,11,2,0.7355984449386597,0.7344506978988647,0.7840077877044678,,
event_timecourse,51002,base,no_swap,0,11,3,0.7214288115501404,0.7578074932098389,0.8061267733573914,,
event_timecourse,51002,base,no_swap,0,11,4,0.7181215882301331,0.7510247826576233,0.797924280166626,,
event_timecourse,51002,base,no_swap,0,11,5,0.700340986251831,0.7986504435539246,0.8405502438545227,,
event_timecourse,51002,base,no_swap,0,11,6,0.7165238261222839,0.7743805646896362,0.8242087364196777,,
event_timecourse,51002,base,no_swap,0,11,7,0.7037794589996338,0.8145538568496704,0.8025755286216736,,
event_timecourse,51002,base,no_swap,0,11,8,0.6986151337623596,0.8383665680885315,0.8368847370147705,,
event_timecourse,51002,base,no_swap,0,11,9,0.6920942664146423,0.9001980423927307,0.8383665680885315,,
endpoint_unit,51002,base,no_swap,0,11,,,,,0,0.9385659098625183
endpoint_unit,51002,base,no_swap,0,11,,,,,1,4.5558806505141547e-07
endpoint_unit,51002,base,no_swap,0,11,,,,,2,0.0022869023960083723
endpoint_unit,51002,base,no_swap,0,11,,,,,3,0.9686251282691956
endpoint_unit,51002,base,no_swap,0,11,,,,,4,0.9975107312202454
endpoint_unit,51002,base,no_swap,0,11,,,,,5,0.9999999403953552
endpoint_unit,51002,base,no_swap,0,11,,,,,6,0.6897501349449158
endpoint_unit,51002,base,no_swap,0,11,,,,,7,0.9999998211860657
endpoint_unit,51002,base,no_swap,0,11,,,,,8,0.8235426545143127
endpoint_unit,51002,base,no_swap,0,11,,,,,9,0.9179078340530396
endpoint_unit,51002,base,no_swap,0,11,,,,,10,8.362635526282247e-06
