repetition,seed,dim_ca1,num_cue_patterns,bit_kind,plasticity,train_noise,test_noise,ae_name,mtl_name,evolution_fitness,input_cosine,ae_cosine,mtl_cosine,ae_mse,mtl_mse
1,73201,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.3519136457443237,0.5533935798858293,0.35160490486677737,0.07947013527154922,0.12406689673662186
2,73202,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.36032265681028364,0.559897619090043,0.41019512550998477,0.0788152813911438,0.12365421652793884
3,73203,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.35642273741960523,0.5443790754838846,0.3385192410433665,0.0818374902009964,0.1284974366426468
4,73204,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.377328363776207,0.5690294608380646,0.40903572356840595,0.07902880758047104,0.1270189881324768
5,73205,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.33937298619747164,0.5192751503190957,0.3176293586082756,0.08221708983182907,0.125332310795784
6,73206,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.3581214367747307,0.5351253770438489,0.37212774497573264,0.08104562759399414,0.12257543206214905
7,73207,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.364778114259243,0.5500647719963454,0.3177684517195448,0.08130006492137909,0.14470550417900085
8,73208,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.3574846093058586,0.549041002240614,0.40087944460846486,0.08204557746648788,0.1290428787469864
9,73209,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.3465285856127739,0.5185585200679489,0.3223089361740276,0.08432555943727493,0.1282786875963211
10,73210,50,5,0,base,0.05,0.09,ae_27:8:0:44:00,mtl_27:8:1:40:40.json,0.10200708276033402,0.3622145414352417,0.5609118815525435,0.3654086744100787,0.08101476728916168,0.13999170064926147
