experiment,seed,plasticity_rule,condition,memory,output_target_cosine,from_lap,to_lap,cue_changed,tuning_similarity
cue_schedule,51001,base,no_swap,,,22,23,False,0.8774779438972473
cue_schedule,51001,base,no_swap,,,23,24,False,0.8820927143096924
cue_schedule,51001,base,no_swap,,,24,25,False,0.8492763042449951
cue_schedule,51001,base,no_swap,,,25,26,False,0.8276205658912659
cue_schedule,51001,base,no_swap,,,26,27,False,0.8546826839447021
cue_schedule,51001,base,no_swap,,,27,28,False,0.8387570977210999
cue_schedule,51001,base,no_swap,,,28,29,False,0.8608388304710388
cue_schedule,51001,base,no_swap,,,29,30,False,0.8536145687103271
cue_schedule,51001,base,no_swap,,,30,31,False,0.8610215187072754
cue_schedule,51001,base,no_swap,,,31,32,False,0.8861633539199829
cue_schedule,51001,base,no_swap,,,32,33,False,0.8252156972885132
cue_schedule,51001,base,no_swap,,,33,34,False,0.8585850596427917
cue_schedule,51001,base,no_swap,,,34,35,False,0.8329674601554871
cue_schedule,51001,base,no_swap,,,35,36,False,0.8488438129425049
cue_schedule,51001,base,no_swap,,,36,37,False,0.741028368473053
cue_schedule,51001,base,no_swap,,,37,38,False,0.7952998280525208
cue_schedule,51001,base,no_swap,,,38,39,False,0.7254474759101868
cue_schedule,51001,base,no_swap,,,39,40,False,0.8409007787704468
compatibility,51001,err2,aligned,0,0.869644820690155,,,,
compatibility,51001,err2,aligned,1,0.9450262188911438,,,,
compatibility,51001,err2,aligned,2,0.999512791633606,,,,
compatibility,51001,err2,aligned,3,0.3916792571544647,,,,
compatibility,51001,err2,aligned,4,0.9127200841903687,,,,
compatibility,51001,err2,aligned,5,0.8940085768699646,,,,
compatibility,51001,err2,aligned,6,0.924238383769989,,,,
compatibility,51001,err2,aligned,7,0.9995253086090088,,,,
compatibility,51001,err2,aligned,8,0.9933822154998779,,,,
compatibility,51001,err2,aligned,9,0.8606665730476379,,,,
compatibility,51001,err2,aligned,10,0.9923449158668518,,,,
compatibility,51001,err2,aligned,11,0.8575397729873657,,,,
compatibility,51001,err2,aligned,12,0.8497999906539917,,,,
compatibility,51001,err2,aligned,13,0.8099560737609863,,,,
compatibility,51001,err2,aligned,14,0.7041537761688232,,,,
compatibility,51001,err2,aligned,15,0.6083563566207886,,,,
compatibility,51001,err2,aligned,16,0.999512791633606,,,,
compatibility,51001,err2,aligned,17,0.9582608342170715,,,,
compatibility,51001,err2,aligned,18,0.8004268407821655,,,,
compatibility,51001,err2,aligned,19,0.9275944232940674,,,,
compatibility,51001,err2,aligned,20,0.8654698133468628,,,,
compatibility,51001,err2,aligned,21,0.9032120108604431,,,,
compatibility,51001,err2,aligned,22,0.7307198643684387,,,,
compatibility,51001,err2,aligned,23,0.8354109525680542,,,,
compatibility,51001,err2,aligned,24,0.8491281867027283,,,,
compatibility,51001,err2,aligned,25,0.999641478061676,,,,
compatibility,51001,err2,aligned,26,0.8733000159263611,,,,
compatibility,51001,err2,aligned,27,0.966862142086029,,,,
compatibility,51001,err2,fixed_permutation,0,0.23819103837013245,,,,
compatibility,51001,err2,fixed_permutation,1,0.4907841086387634,,,,
compatibility,51001,err2,fixed_permutation,2,0.17378228902816772,,,,
compatibility,51001,err2,fixed_permutation,3,0.00038078322540968657,,,,
compatibility,51001,err2,fixed_permutation,4,0.0010084708919748664,,,,
compatibility,51001,err2,fixed_permutation,5,0.0002468605525791645,,,,
compatibility,51001,err2,fixed_permutation,6,0.002185274614021182,,,,
compatibility,51001,err2,fixed_permutation,7,0.23004461824893951,,,,
compatibility,51001,err2,fixed_permutation,8,0.06298807263374329,,,,
compatibility,51001,err2,fixed_permutation,9,0.0014088444877415895,,,,
compatibility,51001,err2,fixed_permutation,10,0.019132671877741814,,,,
compatibility,51001,err2,fixed_permutation,11,0.0009415930253453553,,,,
compatibility,51001,err2,fixed_permutation,12,0.03549152612686157,,,,
compatibility,51001,err2,fixed_permutation,13,0.05730196088552475,,,,
compatibility,51001,err2,fixed_permutation,14,0.0006652976735495031,,,,
compatibility,51001,err2,fixed_permutation,15,0.08198853582143784,,,,
compatibility,51001,err2,fixed_permutation,16,0.17378228902816772,,,,
compatibility,51001,err2,fixed_permutation,17,0.1165313720703125,,,,
compatibility,51001,err2,fixed_permutation,18,0.11765612661838531,,,,
compatibility,51001,err2,fixed_permutation,19,0.002122757490724325,,,,
compatibility,51001,err2,fixed_permutation,20,0.11889001727104187,,,,
compatibility,51001,err2,fixed_permutation,21,0.04460858553647995,,,,
compatibility,51001,err2,fixed_permutation,22,0.01701497659087181,,,,
compatibility,51001,err2,fixed_permutation,23,6.515099812531844e-06,,,,
compatibility,51001,err2,fixed_permutation,24,0.005016459617763758,,,,
compatibility,51001,err2,fixed_permutation,25,0.0036686710081994534,,,,
compatibility,51001,err2,fixed_permutation,26,0.15197521448135376,,,,
compatibility,51001,err2,fixed_permutation,27,0.018426181748509407,,,,
compatibility,51001,err2,matched_decoder,0,0.869644820690155,,,,
compatibility,51001,err2,matched_decoder,1,0.9450262188911438,,,,
compatibility,51001,err2,matched_decoder,2,0.999512791633606,,,,
compatibility,51001,err2,matched_decoder,3,0.3916792869567871,,,,
compatibility,51001,err2,matched_decoder,4,0.9127200841903687,,,,
compatibility,51001,err2,matched_decoder,5,0.8940085768699646,,,,
compatibility,51001,err2,matched_decoder,6,0.924238383769989,,,,
compatibility,51001,err2,matched_decoder,7,0.9995253086090088,,,,
compatibility,51001,err2,matched_decoder,8,0.9933822154998779,,,,
compatibility,51001,err2,matched_decoder,9,0.8606665730476379,,,,
compatibility,51001,err2,matched_decoder,10,0.9923449158668518,,,,
compatibility,51001,err2,matched_decoder,11,0.8575397729873657,,,,
compatibility,51001,err2,matched_decoder,12,0.8498000502586365,,,,
compatibility,51001,err2,matched_decoder,13,0.8099561333656311,,,,
compatibility,51001,err2,matched_decoder,14,0.7041537165641785,,,,
compatibility,51001,err2,matched_decoder,15,0.6083563566207886,,,,
compatibility,51001,err2,matched_decoder,16,0.999512791633606,,,,
compatibility,51001,err2,matched_decoder,17,0.9582608342170715,,,,
compatibility,51001,err2,matched_decoder,18,0.8004269599914551,,,,
compatibility,51001,err2,matched_decoder,19,0.9275944232940674,,,,
compatibility,51001,err2,matched_decoder,20,0.8654698133468628,,,,
compatibility,51001,err2,matched_decoder,21,0.9032120108604431,,,,
compatibility,51001,err2,matched_decoder,22,0.7307198643684387,,,,
compatibility,51001,err2,matched_decoder,23,0.8354109525680542,,,,
compatibility,51001,err2,matched_decoder,24,0.8491281270980835,,,,
compatibility,51001,err2,matched_decoder,25,0.999641478061676,,,,
compatibility,51001,err2,matched_decoder,26,0.8733000159263611,,,,
compatibility,51001,err2,matched_decoder,27,0.966862142086029,,,,
compatibility,51001,err2,random_content,0,0.19950181245803833,,,,
compatibility,51001,err2,random_content,1,0.8600515723228455,,,,
compatibility,51001,err2,random_content,2,0.6067308187484741,,,,
compatibility,51001,err2,random_content,3,0.004040069412440062,,,,
compatibility,51001,err2,random_content,4,0.031883176416158676,,,,
compatibility,51001,err2,random_content,5,0.00019244365103077143,,,,
compatibility,51001,err2,random_content,6,0.1826426088809967,,,,
compatibility,51001,err2,random_content,7,0.8412965536117554,,,,
compatibility,51001,err2,random_content,8,0.598394513130188,,,,
compatibility,51001,err2,random_content,9,0.34739577770233154,,,,
compatibility,51001,err2,random_content,10,0.0005166306509636343,,,,
compatibility,51001,err2,random_content,11,0.3857566714286804,,,,
compatibility,51001,err2,random_content,12,0.26638662815093994,,,,
compatibility,51001,err2,random_content,13,0.3360566794872284,,,,
compatibility,51001,err2,random_content,14,0.2672129273414612,,,,
compatibility,51001,err2,random_content,15,0.110414057970047,,,,
compatibility,51001,err2,random_content,16,0.6067308187484741,,,,
compatibility,51001,err2,random_content,17,0.60289067029953,,,,
compatibility,51001,err2,random_content,18,0.39221522212028503,,,,
compatibility,51001,err2,random_content,19,0.24560193717479706,,,,
compatibility,51001,err2,random_content,20,0.49550962448120117,,,,
compatibility,51001,err2,random_content,21,0.24657689034938812,,,,
compatibility,51001,err2,random_content,22,0.004217399749904871,,,,
compatibility,51001,err2,random_content,23,0.7967619895935059,,,,
compatibility,51001,err2,random_content,24,0.3995850086212158,,,,
compatibility,51001,err2,random_content,25,0.04545784741640091,,,,
compatibility,51001,err2,random_content,26,0.7129368782043457,,,,
compatibility,51001,err2,random_content,27,0.3297678232192993,,,,
compatibility,51001,err2,no_plasticity,0,0.009733069688081741,,,,
compatibility,51001,err2,no_plasticity,1,0.011510498821735382,,,,
compatibility,51001,err2,no_plasticity,2,0.2371620237827301,,,,
compatibility,51001,err2,no_plasticity,3,0.01830054633319378,,,,
compatibility,51001,err2,no_plasticity,4,0.2171594649553299,,,,
compatibility,51001,err2,no_plasticity,5,0.18410995602607727,,,,
compatibility,51001,err2,no_plasticity,6,0.022862480953335762,,,,
compatibility,51001,err2,no_plasticity,7,0.23521210253238678,,,,
compatibility,51001,err2,no_plasticity,8,0.021605035290122032,,,,
compatibility,51001,err2,no_plasticity,9,0.002571891527622938,,,,
compatibility,51001,err2,no_plasticity,10,0.1870686113834381,,,,
compatibility,51001,err2,no_plasticity,11,0.015072585083544254,,,,
compatibility,51001,err2,no_plasticity,12,0.0009373440989293158,,,,
compatibility,51001,err2,no_plasticity,13,0.0003758777747862041,,,,
compatibility,51001,err2,no_plasticity,14,0.4913780689239502,,,,
compatibility,51001,err2,no_plasticity,15,0.019074808806180954,,,,
compatibility,51001,err2,no_plasticity,16,0.2371620237827301,,,,
compatibility,51001,err2,no_plasticity,17,0.21889573335647583,,,,
compatibility,51001,err2,no_plasticity,18,0.002395453630015254,,,,
compatibility,51001,err2,no_plasticity,19,0.01832876168191433,,,,
compatibility,51001,err2,no_plasticity,20,0.09687548130750656,,,,
compatibility,51001,err2,no_plasticity,21,0.0877438336610794,,,,
compatibility,51001,err2,no_plasticity,22,0.15582962334156036,,,,
compatibility,51001,err2,no_plasticity,23,0.023555876687169075,,,,
compatibility,51001,err2,no_plasticity,24,0.013162095099687576,,,,
compatibility,51001,err2,no_plasticity,25,0.0030258777551352978,,,,
compatibility,51001,err2,no_plasticity,26,0.022814206779003143,,,,
compatibility,51001,err2,no_plasticity,27,0.013941967859864235,,,,
cue_schedule,51001,err2,swap,,,1,2,False,0.6878034472465515
cue_schedule,51001,err2,swap,,,2,3,False,0.7780450582504272
cue_schedule,51001,err2,swap,,,3,4,False,0.8402069211006165
cue_schedule,51001,err2,swap,,,4,5,False,0.8057918548583984
cue_schedule,51001,err2,swap,,,5,6,False,0.7720848917961121
cue_schedule,51001,err2,swap,,,6,7,False,0.840380072593689
cue_schedule,51001,err2,swap,,,7,8,False,0.8214808702468872
cue_schedule,51001,err2,swap,,,8,9,False,0.8254168033599854
cue_schedule,51001,err2,swap,,,9,10,False,0.8414484262466431
cue_schedule,51001,err2,swap,,,10,11,True,0.3835141360759735
cue_schedule,51001,err2,swap,,,11,12,False,0.7627911567687988
cue_schedule,51001,err2,swap,,,12,13,False,0.8054726123809814
cue_schedule,51001,err2,swap,,,13,14,False,0.8049982190132141
cue_schedule,51001,err2,swap,,,14,15,False,0.816399097442627
cue_schedule,51001,err2,swap,,,15,16,False,0.8160731792449951
cue_schedule,51001,err2,swap,,,16,17,False,0.8438878059387207
cue_schedule,51001,err2,swap,,,17,18,False,0.8385971188545227
cue_schedule,51001,err2,swap,,,18,19,False,0.8217024803161621
cue_schedule,51001,err2,swap,,,19,20,False,0.8254968523979187
cue_schedule,51001,err2,swap,,,20,21,True,0.42748406529426575
cue_schedule,51001,err2,swap,,,21,22,False,0.8464140295982361
cue_schedule,51001,err2,swap,,,22,23,False,0.8592106699943542
cue_schedule,51001,err2,swap,,,23,24,False,0.8221162557601929
cue_schedule,51001,err2,swap,,,24,25,False,0.8166614770889282
cue_schedule,51001,err2,swap,,,25,26,False,0.8353340029716492
cue_schedule,51001,err2,swap,,,26,27,False,0.8405818939208984
cue_schedule,51001,err2,swap,,,27,28,False,0.8430265784263611
cue_schedule,51001,err2,swap,,,28,29,False,0.8254896402359009
cue_schedule,51001,err2,swap,,,29,30,False,0.8305131793022156
cue_schedule,51001,err2,swap,,,30,31,True,0.43520697951316833
cue_schedule,51001,err2,swap,,,31,32,False,0.7974121570587158
cue_schedule,51001,err2,swap,,,32,33,False,0.8139049410820007
cue_schedule,51001,err2,swap,,,33,34,False,0.8334023952484131
cue_schedule,51001,err2,swap,,,34,35,False,0.8249666094779968
cue_schedule,51001,err2,swap,,,35,36,False,0.808076798915863
cue_schedule,51001,err2,swap,,,36,37,False,0.8194518089294434
cue_schedule,51001,err2,swap,,,37,38,False,0.8386151194572449
cue_schedule,51001,err2,swap,,,38,39,False,0.8235518932342529
cue_schedule,51001,err2,swap,,,39,40,False,0.8160255551338196
cue_schedule,51001,err2,no_swap,,,1,2,False,0.6878034472465515
cue_schedule,51001,err2,no_swap,,,2,3,False,0.7780450582504272
cue_schedule,51001,err2,no_swap,,,3,4,False,0.8402069211006165
cue_schedule,51001,err2,no_swap,,,4,5,False,0.8057918548583984
cue_schedule,51001,err2,no_swap,,,5,6,False,0.7720848917961121
cue_schedule,51001,err2,no_swap,,,6,7,False,0.840380072593689
cue_schedule,51001,err2,no_swap,,,7,8,False,0.8214808702468872
cue_schedule,51001,err2,no_swap,,,8,9,False,0.8254168033599854
cue_schedule,51001,err2,no_swap,,,9,10,False,0.8414484262466431
cue_schedule,51001,err2,no_swap,,,10,11,False,0.8666512370109558
cue_schedule,51001,err2,no_swap,,,11,12,False,0.8708423376083374
cue_schedule,51001,err2,no_swap,,,12,13,False,0.867307722568512
cue_schedule,51001,err2,no_swap,,,13,14,False,0.8845162391662598
cue_schedule,51001,err2,no_swap,,,14,15,False,0.8251704573631287
cue_schedule,51001,err2,no_swap,,,15,16,False,0.8464556932449341
cue_schedule,51001,err2,no_swap,,,16,17,False,0.8675507307052612
cue_schedule,51001,err2,no_swap,,,17,18,False,0.8534889221191406
cue_schedule,51001,err2,no_swap,,,18,19,False,0.8697751760482788
cue_schedule,51001,err2,no_swap,,,19,20,False,0.8511843085289001
cue_schedule,51001,err2,no_swap,,,20,21,False,0.8553346395492554
cue_schedule,51001,err2,no_swap,,,21,22,False,0.8846638202667236
cue_schedule,51001,err2,no_swap,,,22,23,False,0.8823271989822388
cue_schedule,51001,err2,no_swap,,,23,24,False,0.8567119836807251
cue_schedule,51001,err2,no_swap,,,24,25,False,0.8458878397941589
cue_schedule,51001,err2,no_swap,,,25,26,False,0.8432669043540955
cue_schedule,51001,err2,no_swap,,,26,27,False,0.8481074571609497
cue_schedule,51001,err2,no_swap,,,27,28,False,0.8453436493873596
cue_schedule,51001,err2,no_swap,,,28,29,False,0.8128407001495361
cue_schedule,51001,err2,no_swap,,,29,30,False,0.8253341913223267
cue_schedule,51001,err2,no_swap,,,30,31,False,0.8565287590026855
cue_schedule,51001,err2,no_swap,,,31,32,False,0.8539608120918274
cue_schedule,51001,err2,no_swap,,,32,33,False,0.8430574536323547
cue_schedule,51001,err2,no_swap,,,33,34,False,0.8671613335609436
